legacy_club_key,name,city,region,country,contact_member_id,external_url,description,created,last_updated
1164587313,Portsmouth Hacky Sack/Footbag Club,Portsmouth,NH,USA,,,"Greetings!
The creator of this club was also the creator of the UMaine Hacky 
Sack/Footbag Club, host of several state-wide tournaments and winner of a few 
others, as well as being a footbag demonstrationist for high schools.  

We play popular footbag/hacky sack games (knock-out, infinity, etc) 
as well as freestyle shred to learn new moves or improve upon old ones.  You 
can bring your own hacky sack or you can purchase a new sand footbag or bead 
hacky sack from us at a reduced rate.

We welcome anyone of any skill level!!  An interest or passion for the sport 
of footbag is all you need to have a great time!",Mon Nov 27 00:34:16 2006,Tue Feb 17 11:15:27 2009
1164602161,FCFC,Palatine,IL,USA,,,,Mon Nov 27 04:36:39 2006,Wed Dec 06 17:44:05 2006
1167509121,WRC Wroclaw Footbag Club,Wroclaw,,Poland,66928,http://www.footbag.pl,,Sat Dec 30 12:06:09 2006,Tue Oct 11 04:01:30 2016
1169241487,"""THC"" The Hackey Club",Hemet,CA,USA,,,,Fri Jan 19 21:23:22 2007,Fri Jan 19 21:29:05 2007
1170847235,Turkey Footbag Club,Istanbul,,Turkey,76639,,,Wed Feb  7 03:20:51 2007,Sat Feb 24 12:39:00 2007
1171927920,Footbag Medellin,Medellin,,Colombia,76698,http://https://m.facebook.com/footbag.medellin,,Mon Feb 19 15:33:00 2007,Mon May 28 18:16:09 2018
1172021109,Hilton Head Island Footbag Club,Hilton Head Island,SC,USA,,,"Hello all. We are new and looking for members. It costs nothing to join and 
all skill levels are welcome. We have good players to complete beginners so 
don't feel like you can't contribute. We also have plenty on footbags so even 
if you don't have one come and enjoy a fun work out that has been played by 
people for centuries.",Wed Feb 21 01:25:25 2007,Wed Feb 21 01:31:38 2007
1173308481,Nordlicht Footbag Club e.V.,Kiel,,Germany,66048,,"Hello Footbag People ! This year our club hosts the 13th Annual German Footbag Championships and welcomes everyone who wants to participate. 

Besides this years big event we have regular sessions each week. Please feel free to join us for a session. Wether Advanced, Intermediate or Beginner.



Hallo Footbag Freunde ! Dieses Jahr veranstaltet unser Verein die 13. Deutsche Footbag Meisterschaft. Wir laden Euch alle herzlich ein in den Norden zu kommen und freuen uns sehr auf alle Teilnehmer. 

Abgesehen von der diesjährigen Deutschen Meisterschaft spielen wir jede Woche regelmäßig. Bei Schietwetter in der Halle. Egal ob Fortgeschritten, Mittelstufe oder Anfänger komm einfach für eine Session vorbei.",Wed Mar  7 15:03:46 2007,Sun Aug 14 09:48:37 2011
1173998637,SEM-HU,Viburnum,MO,USA,,,"-Southeastern Missouri Hackers Union-

Anyone in the quad country region is welcome, we are situated in Viburnum,
though will travel within reasonable distances for a good hack.",Thu Mar 15 22:44:51 2007,Thu Mar 15 22:47:26 2007
1174418103,Old School Footbag Club,Columbus,OH,USA,,,"welcome this is a brand new club so their are not enough members to create a kicking schedule, but thats not to say their wont be in the near future, so check in time to time and i wiil keep you posted on dates. for serious players only NOTICE I do like to teach so if you wont to learn feel free to call",Tue Mar 20 19:16:16 2007,Sat May 21 04:02:38 2011
1174552673,Glasgow Finest Footbag Club,Glasgow,none,Scotland,,,"Come and kick with us! 
Drop an email to me at",Thu Mar 22 08:38:08 2007,Wed Jul 08 15:46:11 2009
1175971605,OU Hackers,Athens,OH,USA,,,"Hey and welcome to the OU hacking club. If you're into hacky sacking or
footbagging and you live in or near Athens, Ohio, this is the place for you.
Join this and get your friends to join, that way if you're ever looking for
someone to hack with you can find them.",Sat Apr 07 18:47:00 2007,Sat Apr 07 18:48:39 2007
1176873524,The Hackers 18 Footbag Club,Mexico City,Miguel Hidalgo,Mexico,,,"¡¡Bienvenidos sean todos los footbaggeros mexicanos y los extranjeros que se 
nos quieran unir!!",Wed Apr 18 05:24:05 2007,Sun May 13 23:45:47 2012
1177350915,Footloose  Footbaggers,Colorado Springs,CO,USA,,http://groups.google.com/group/footloose_footbaggers,"Welcome to Footloose Footbaggers, we are based in Colorado Springs, Colorado. 
However your welcome to come and hack with us if your from a surrounding 
area! If and when you join this club on footbag.org, I urge you to make 
yourself a Google Account.That way we can communicate with you and you can 
also submit items to the groups homepage! 

Cheers,
Starfire",Mon Apr 23 18:02:53 2007,Fri Apr 27 20:31:37 2007
1177774281,Goshen Footbag Club,Goshen,Indiana,USA,34943,,,Sat Apr 28 08:31:28 2007,Sat Apr 28 08:31:28 2007
1178224178,Grand Rapids Hacky Sackers,Grand Rapids Metro Area,Michigan,USA,76721,,"Enjoy the sunshine, hack it up!",Thu May  3 13:30:06 2007,Sun Mar 29 12:52:34 2009
1178825124,Most Extreme Talented Awsome League of Sackers (M.E.T.A.L. Sackers),Wayland,MI,USA,,,Welcome to the THUNDERDOME!!!,Thu May 10 19:38:42 2007,Thu May 10 19:40:14 2007
1180285804,Israel Footbag Association,Tel Aviv,none,Israel,,http://www.footbag.co.il,"The official website for footbag in Israel. Part of the Footbag WorldWide 
international network.",Sun May 27 17:10:20 2007,Mon Aug 06 14:06:25 2007
1180549708,Delmar Footbag Club,Delmar,NY,USA,,,"This club is for the....not so good players that just want to get better. i'm 
not really that great at it but all i want is to get better. if you want to 
join. just send me a message and we will try to work something out with the 
schedule.",Wed May 30 18:30:33 2007,Wed May 30 18:34:54 2007
1182859864,Red Trousers Footbag Club,St. Agatha,,Austria,77361,,keep the bag alive!!!,Tue Jun 26 05:12:40 2007,Tue Jun 26 05:16:23 2007
1183471611,GISM Footbag Club,Curitiba,none,Brazil,,http://voip.celepar.parana,Bem Vindo(a) ao clube de footbag do GISM!,Tue Jul 03 14:07:07 2007,Tue Jul 03 14:08:20 2007
1183473386,UCV Footbag Club,Caracas,Distrito Capital,Venezuela,77398,,,Tue Jul  3 07:37:34 2007,Wed Nov  1 18:11:42 2023
1183644054,Asheville Footbag Club,Asheville,North Carolina,USA,68707,,"Greetings,
12/01/21 Been here in Asheville for almost 10 years and am always looking for people to kick with. Please call, text or email me if you're interested. My number is.

Cheers,

Brian",Thu Jul  5 09:34:41 2007,Fri Nov 19 08:45:15 2021
1184955283,Gravity Free,"Florence, Tuscany",none,Italy,,http://www.youtube.com/watch?v=fUkR0QWAFQk,"FOOTBAG FREESTYLE è un gioco di origine Indiano-Americana il cui obiettivo è 
di tenere una pallina morbida sospesa in aria usando i piedi.  Lo spirito di 
questo gioco è di promuovere espressività artistica, sviluppo interiore, 
disciplina, coordinazione fra mente e corpo, interscambio sociale e culturale 
e pace. Il God Style, un stile di vita moderna in sintonia con la natura, 
propone attività sane, come il footbag freestyle, per accrescere le proprie 
forze e diventare più coscienti.
 

ENGLISH VERSION-If you speak english and made it to this site it's probably 
because you are already familiare with freestyle footbag.  Footbag is getting 
defused in Italy, and our club is dedicated to its formation.",Fri Jul 20 18:34:51 2007,Sun Apr 08 13:36:03 2012
1186425610,Topeka Footbag Club,Topeka,KS,USA,,,Always looking for more players!,Mon Aug 06 18:41:08 2007,Mon Aug 06 18:43:53 2007
1188205770,against Gravity,Moers,,Germany,72651,,,Mon Aug 27 02:10:14 2007,Mon Aug 27 02:10:59 2007
1188861282,Footbag for Anyone,Seattle,WA,USA,,,,Mon Sep 03 23:16:35 2007,Mon Sep 03 23:16:35 2007
1189190017,Central Valley Kicks,Turlock,California,USA,77776,,"After going to the Green Cup presented by Chaos I am very humbled.  There are 
a lot of great freestylist out there who really shred.  I have my new 
freestyle footbags and a modifyied pair of Rod Laver's and am ready to learn 
new tricks!  I am looking to get circles going to feed off of anyone.  If you 
are looking to kick it well Central Valley Kicks might just be the place to 
do that.",Fri Sep  7 11:34:22 2007,Mon Jun  2 18:28:40 2008
1189274841,Citrus County Footbag Club,Beverly Hills,FL,USA,,,"HEY ALL LOCAL SHEDDERS, JOIN TO START A GROUP, IN THIS DEAD AREA AND GIVE 
YOURSELF SOMETHING TO GET YOU OFF THAT COUCH AND VIDEO GAME.",Sat Sep 08 18:07:57 2007,Mon Feb 04 15:56:05 2008
1189462997,Freeformers Footbag Club,Providence,RI,USA,,,"All are welcome any skill level. If you are new to the sport don't hesitate to get involved. Freestyle 
footbag! Yea!",Mon Sep 10 22:24:22 2007,Thu Nov 20 01:28:58 2008
1189464324,AUTsiders,Wiener Neustadt,,Austria,73222,,,Mon Sep 10 15:46:05 2007,Tue Jan  8 03:05:02 2008
1190109627,Melbourne University Footbag Club,Melbourne,Victoria,Australia,73903,http://www.footbagclub.com,"Hi everyone, welcome to the Melbourne Uni Footbag Club. We are mostly a social
club with many social functions held during the semester. We do a lot of
circle kicking and some of our members are also interested in footbag
freestyle. Feel free to come along for a kick.",Tue Sep 18 03:01:18 2007,Tue Nov  6 00:44:13 2007
1190112890,Footbag Empire,Russia,,Russia,70960,http://footbagempire.ru/,"Добро пожаловать в Футбэг Империю =)! Наша задача сделать футбэг самым популярным видом спорта. Мы делаем все, чтобы вы могли наслаждаться футбэгом в полной мере: - производим и распространяем все для занятия данным видом спорта (футбэги,
одежду, обувь и др. эквип); - организуем тренировки, показательные выступления, совернования; - популяризируем футбэг в СМИ. Наше коммьюнити открыто для всех. Присоединятесь! =) Welcome Footbag Empire =)! Our main goal is making footbag the most popular sport. We are doing everything for tou to enjoy footbag: - produce and distribute everything for our sport (footbags, clothes, shoes
and all the other stuff); - organize trainings, shows and competitions; - promote footbag on mass media; Our community is open for everyone. Join us! =)",Tue Sep 18 03:58:07 2007,Fri Sep 28 07:44:49 2007
1190299395,Bay Area Kickers,Tampa,Florida,USA,75242,,"This is a new club. Looking for people to join. We get together at least once
a week, at random locations. so if you want in, let me know.

Al",Thu Sep 20 07:45:19 2007,Mon May 23 22:27:11 2011
1190354250,Towson Footbag Club,Towson,MD,USA,,,"I'm looking for some footbag players in the area to hack with, shoot me an
email or call whenever.",Fri Sep 21 05:57:56 2007,Fri Sep 21 06:10:59 2007
1191142197,Häck-the-Bock,Schaffhausen,,Switzerland,76798,http://www.site4free.tk/users/haeckthebock,"...everybody is welcome to join us and do a visit schaffhausen! just contact 
me:",Sun Sep 30 01:50:32 2007,Sun Feb 22 08:07:29 2009
1191255305,089 Footbag,Olsztyn,none,Poland,,,,Mon Oct 01 16:15:25 2007,Mon Oct 01 16:19:14 2007
1195340098,Imperial Beach Hacky Sac Krew (H.S.K.),Imperial Beach,CA,USA,,,"Welcome all, H.S.K. is a club 20+ years in the making. hacky sac is a 
tradition in I.B. so come on down and join a circle. if you don't see one, 
start one.",Sat Nov 17 22:57:09 2007,Sat Nov 17 23:06:27 2007
1196341664,Bodybagger,"Hannover, Letter",none,Germany,,,ihr seit alle willkommen^^,Thu Nov 29 13:10:40 2007,Thu Nov 29 13:11:42 2007
1196667310,Rogue Valley Footbag Association,Medford,OR,USA,,,"Hey everybody! If you are ever in the rogue valley, come shred with us! We 
would be very happy to kick with you. If you would like to set up a meeting 
time in any surrounding area, send our buddy Cale Mccoy a PM or email. 
Thanks, we hope to hear from you soon! Shred everyday!",Mon Dec 03 07:35:42 2007,Mon Dec 03 07:38:25 2007
1197232826,Cammbas club,México,Distrito Federal,Mexico,,,,Sun Dec 09 20:40:39 2007,Mon Feb 25 06:45:56 2008
1198577084,Happy Feet,Vaasa,none,Finland,,,,Tue Dec 25 10:04:57 2007,Sun Feb 01 17:09:15 2009
1199591758,Bogota Footbag Club,Bogota,none,Colombia,,,,Sun Jan 06 03:56:02 2008,Sun Jan 06 03:56:13 2008
1201296095,Footbag in Burlington,Burlington,VT,USA,,,"I along with a few friends from my dorm at UVM kick alot, we aren't amazing.
Our best is some beginning guiltless down to learning fundamentals. call to
shred, we always love new people",Fri Jan 25 21:22:37 2008,Fri Jan 25 21:24:50 2008
1203344448,Hendersonville Footbag Club,Hendersonville,NC,USA,,,What's up? I'm lookin for some local people to kick with...,Mon Feb 18 14:21:31 2008,Tue Nov 18 19:20:36 2008
1203554395,Golden Gate Footbag Club,San Francisco,CA,USA,,,Welcome to Golden Gate Footbag Club!,Thu Feb 21 00:41:15 2008,Thu Feb 21 00:50:13 2008
1204290979,Battle Creek Footbag Club,Battle Creek,MI,USA,,,"Hiya. I'm a Junior at Lakeview High School, and I'm trying to get people 
in my area into footbag. It starts with one, so welcome and feel free to 
contact me at anytime to set up some time to kick.",Fri Feb 29 13:16:39 2008,Tue Feb 17 18:02:10 2009
1206012220,Innsbruck's Freestyler,Innsbruck,none,Austria,,,hi freestyler´s,Thu Mar 20 11:35:00 2008,Thu Mar 20 11:44:24 2008
1207087428,Stara Zagora Footbag Club,Stara Zagora,,Bulgaria,78591,,"si4ki zaraliiski hekyri i 
hekyrki ,povyrnqnki,zleta,skateri,bladeri,metyli,raperi,beatboxer-
i,freestyler-i-mreestyler-i,rasti-mrasti i sqkvi drugi letni igra4i please 
JOIN OUR CLUB",Tue Apr  1 15:05:38 2008,Tue Jun 10 04:03:00 2014
1209935713,Kaneland Footbag Club,Maple Park,IL,USA,,,Come kick with the Colonel,Sun May 04 21:16:00 2008,Sat Sep 20 16:37:24 2008
1210273358,Kicking Monkeys Footbag Club,Hampshire,IL,USA,,,"The Kicking Monkeys Have Returned!!!!

Stay tuned for more info!",Thu May 08 19:03:08 2008,Thu May 08 19:04:37 2008
1211400078,Footbag.com.ua Club,Internet,none,Ukraine,,http://footbag.com.ua,Footbags and hacky-sacks in Ukraine,Wed May 21 20:01:53 2008,Wed May 21 20:05:54 2008
1212404005,Madbags SG,Heerbrugg,none,Switzerland,,,,Mon Jun 02 10:53:59 2008,Mon Jun 02 10:57:29 2008
1212433614,the hackers,Blaine,MN,USA,,,"hello everybody.  we hack and we sack.  If you would like to play circle hack 
with experenced peps then come to this location any day of the week!!!!!!!!!!",Mon Jun 02 19:07:09 2008,Mon Jun 02 19:09:48 2008
1213464246,Pakistan Footbag Federation,Faisalabad,none,Pakistan,,,We are not affiliated with Sialkot footbag manufacturers. We are a real club.,Sat Jun 14 17:30:36 2008,Sat Feb 21 07:28:06 2009
1213831431,Bogota Footbag Club,Bogota,none,Colombia,,,hi... i am Jonathan S,Wed Jun 18 23:23:58 2008,Wed Jun 18 23:26:04 2008
1215634681,Urban Komba,Sofia,,Bulgaria,80994,http://e-mail:,,Wed Jul  9 13:19:04 2008,Tue Feb  2 05:55:47 2016
1216271427,FlyD,"Omsk, Moscow",none,Russia,,http://www.flyd.ru/,,Thu Jul 17 05:10:47 2008,Thu Jul 17 05:11:24 2008
1217469058,Ukranian Footbag Club,Simferopol,,Ukraine,78211,http://www.flyd.ru,"Welcome, Footbaggers!

Our video: http://footbag.org/gallery/showset/ukrshred",Wed Jul 30 18:51:20 2008,Mon Feb 21 01:13:12 2011
1218538884,Carnabal Footbag,Nantes,,France,81695,http://www.carnabal.fr,"Carnabal association was born in Nantes, in 1998, to develop and promote ball games and sports. Before, it was known for its work with schools and hacky sack practicing. Today, it's a footbag club.
Come on boys and girls, you're welcome in Nantes to play with us!
See you and kick on!

(Photos: Jean-Paul TEILLET,, www.teillet-photo.com)",Tue Aug 12 04:02:05 2008,Thu Oct 10 06:28:25 2019
1218573219,Bushido Footbag Club,Caracas,Distrito Capital,Venezuela,,,"Bienvenidos a todos los fucheros que quieran aprender a jugar malla. Esta club
esta formado con el proposito de ayudar a todas la personas, si distincion de
edad y sexo para que puedan aprender a jugar este deporte.",Tue Aug 12 20:34:20 2008,Tue Aug 12 20:39:24 2008
1219153681,Dirtbag warriors,Leigh-on-sea,none,United Kingdom,,,"sup we are the dirtbag warriors named because are sacks are always dirty plus the dirtbag is the 
bag of the pros",Tue Aug 19 13:53:21 2008,Tue Aug 19 14:09:02 2008
1219986581,Citrus Heights Footbag Club,Citrus Heights,CA,USA,,,"Come on down to freestyle hack with me whether you're a new or an expert 
hacker.  There's a real lack of hackers in the Sacramento area, so let's put 
an end to that now.  Hack or bust.
                                  -T-rev",Fri Aug 29 05:11:00 2008,Thu Apr 30 00:27:39 2009
1220119930,Pure Hack,Ogden WSU,UT,USA,,,"I would love to get a regular playing time established on the campus of Weber 
State University. Anyone that wants to play of all levels please join.",Sat Aug 30 18:12:44 2008,Thu Sep 04 23:24:18 2008
1220327933,Bogotá Footbag Club,Bogotá,none,Colombia,,,,Tue Sep 02 03:58:58 2008,Tue Sep 02 03:59:22 2008
1220334790,Tustin/Santa Ana Footbag Club,Tustin/Santa Ana,CA,USA,,,,Tue Sep 02 05:55:12 2008,Tue Sep 02 05:55:48 2008
1220840496,Mapaches Cuautitlán Izcalli Footbag Club,Cuautitlán Izcalli,México,Mexico,,,"Bienvenidos, somos un club aficionado del Hacky Sack, esperamos ascender y 
ser profesionales, asi como conocer màs acerca de la cultura de este deporte",Mon Sep 08 02:22:00 2008,Mon Sep 08 02:23:54 2008
1221306106,South Bloomfield Shred,South Bloomfield,Ohio,USA,41921,,looking to teach and play footbag. live south of columbus but come up there for session also. we have a group of players in osu campus also.,Sat Sep 13 04:43:00 2008,Sat Mar 29 08:18:18 2014
1221359064,Boyaca Footbag Club,Paipa,none,Colombia,,,Bienvenidos Paisanos Boyacenses,Sun Sep 14 02:25:29 2008,Sun Sep 14 02:26:40 2008
1222401746,GHS Footbag,Gridley,CA,USA,,,"Our Hacky Cirlce is usualy small, we play freestyle and the game of BOB for 
rules to the game email me we always except new 
memebers even if youve never played before:)",Fri Sep 26 04:03:21 2008,Sat Sep 05 23:27:38 2009
1223513435,Naples Shred Symposium,Naples,NY,USA,,,"whats up people. we are based in Naples, New York, a small town outside of
Canandaigua. if you can make the ride down, e-mail Aron
 or ) or Andy
( or.
text/call us whenever. join if you want, and try to get down here
so we can play. peace",Thu Oct 09 00:51:20 2008,Sat Jun 27 02:53:36 2009
1225032248,Springfield Footbag Club,Springfield,VA,USA,,,,Sun Oct 26 14:44:19 2008,Sun Oct 26 14:44:49 2008
1225708054,Lagos Footbag Club,Lagos,,Nigeria,79372,,"THIS IS TO INFORM YOU THAT AM THE ONLY RECOGNIZED REGISTERED MEMBER OF 
FOOTBAG IN NIGERIA.",Mon Nov  3 02:28:10 2008,Mon Feb 23 10:38:21 2009
1226175298,Las Cruces Footbag Club,Las Cruces,New Mexico,USA,79400,,"I practice exercise physiology, and hacky sack has been therapy for me, I am 
a recreation leader in Las Cruces New Mexico.  I am interested in starting a 
club here and possibly holding events. I also hold daily foot bag practices 
for teen agers. I won an amateur contest in 1997 in Austin, TX for 
consecutives, 500 touches with right left right left right left?ect.  I 
walked 200yds  To 500 touches.",Sat Nov  8 12:15:26 2008,Mon Nov 17 18:17:17 2008
1227557053,Trenčín footbag club,Trenčín,none,Slovakia,,,"Hraci z okolia Trencín a Nové Mesto nad Váhom napií?te my na icq:...a
mozeme zahrat.",Mon Nov 24 20:04:44 2008,Mon Nov 24 20:05:44 2008
1228246068,Shadow Footbag Club,Mentor Woodlands,OH,USA,,,"*History of the Shadow Footbag Club*
	2DEC2008 The Shadow Footbag Club was formally organized at Camp 
Stryker in Iraq. Joseph Whetstone, (in full battle rattle) proclaimed to the 
world that he had gathered an elite group of shredders from the U.S. 
Infantry. It was posted for all that would see, on footbag.net.  
	In early OCT2008, Joseph Whetstone along with Jathan Redmon and Casey 
Mayhew became what is known as the ?Shadow Element? (The Original 3). The 
reason for this ?Shadow Element? is still a closely guarded secret even  
today. The ?Original 3? linked up with members of the ?Misfits? to form the 6 
Founding Fathers of the SFC. The 3 Misfits were; (the Misfits were a 
crew of expert infantrymen at this time) Joseph Grant Barnhart, Philip Thomas 
Hoskinson, and Mitchell Price. Together, they make up the Board of the SFC.

 If you are interested in joining the Shadow Footbag Club add the club to 
your profile. Leave correct contact info.",Tue Dec 02 19:30:20 2008,Thu Nov 11 17:41:04 2010
1228697527,Jacksonville Footbag Club,Jacksonville,NC,USA,,,We are here to have fun and lots of it!,Mon Dec 08 00:53:35 2008,Mon Dec 08 00:59:11 2008
1229959246,Bemidji Footbag Club,Bemidji,MN,USA,,,"Love to play and want to find more people to try organize some times and places.  I usually play by the waterfront on weekend afternoons, Diamond Point Park here and there, or just drive down Beltrami Ave near downtown as I play a lot in my yard.",Mon Dec 22 15:21:30 2008,Wed Mar 31 21:51:55 2010
1230848919,Aki Québec,Montréal,Québec,Canada,69479,http://www.akiquebec.org,"Aki Québec is the official footbag association of Québec, Canada.",Thu Jan  1 14:29:05 2009,Wed Mar 20 07:18:09 2019
1231889297,hackers,Fuquay Varina,NC,USA,,,any1s welcome to play.,Tue Jan 13 23:28:56 2009,Sat Jan 17 21:09:15 2009
1232213617,Kostanai Footbag Club,Kostanai,none,Kazakhstan,,,,Sat Jan 17 17:33:47 2009,Sat Jan 17 17:35:34 2009
1232407845,Cleveland Footbag Club,Cleveland,TN,USA,,,"Hey, we just play. If you'd like to play, contact me at.",Mon Jan 19 23:37:42 2009,Mon Jan 19 23:47:28 2009
1232623048,UKZN Hacky Sack Club,Durban,none,South Africa,,,,Thu Jan 22 11:18:08 2009,Thu Jan 22 11:23:45 2009
1234595498,Day Trippin' Hack Kickin' Crew,Windsor,Ontario,Canada,,,"Hey there ladies and fellas,
 My name is Justin and I'm from Windsor, Ontario. I'm trying to start a club open to all skill levels and all specialty game i.e. net-game, freestyle, circle.. anything. I'm also offering classes in foot bag fundamentals. kicks, stalls, dexing, serving ect. 

I really hope to get the net-game going hard here in Windsor, its a game similar to volley ball. There are singles and doubles matches. So maybe warm up with a nice big circle n throw down a nice big game of net!

I'm also in part with the IFPA and hope to get a tournament at the river at the end of April. I just need to get a feel for the passion here in town.

well just throw me emails, and hopefully by final frost we can get a group together encouraging our inner hack-artist. It's a beautiful healthy way to express yourself, you'll be surprised how much you begin to love this game. It's not hard, it just takes practice. I really hope to hear from some people this year of 2010!:)",Sat Feb 14 07:13:58 2009,Sat Jan 30 21:51:57 2010
1235224973,St. Catharines Footbag Club,St. Catharines,Ontario,Canada,,,"Welcome to the Saint Catharines footbag club! This club is at the moment for 
occasionaly footbag circle get togethers and may increase from occasional to 
frequent depending on the increase of members and demand. Contact me if 
interested and we can try to set up a date and location. Thank you!",Sat Feb 21 14:05:37 2009,Wed Apr 01 00:20:43 2009
1235601924,WSF Warsaw Footbag Association,Warszawa,,Poland,65247,http://www.zoska.pl/wsf,"Hello, 

We are Warsaw Footbag Association - a group of local footbaggers. 
Our scene is focused on freestyle, but there are few net players with netsets, 
so is you are about to visit Warsaw contact us! More info on our website. 



Cze¶æ, 

Reprezentujemy grupê zos¶karzy zebran± w legalne Warszawskie Stowarzyszenie Footbagu. 
Je¶li grasz lub chcesz siê nauczyæ, daj znaæ. Zapraszamy na nasze treningi. Wiêcej informacji na naszej stronie internetowej.",Wed Feb 25 14:48:19 2009,Sun May 31 01:57:51 2009
1235935564,Aki Freestyle Montréal,Montréal,Quebec,Canada,38400,,"Nous sommes quelques joueurs qui pratiquent à l'occasion, contacter moi pour plus d'infomations: 

Tous sont bienvenus, peut importe votre niveau.

http://www.youtube.com/watch?v=ziPwjSKm3Rw

http://www.youtube.com/watch?v=4TYySePlfwo",Sun Mar  1 11:30:15 2009,Fri Sep 20 12:59:48 2013
1236288823,Swirl Pool,Luzern,none,Switzerland,,,"<p>Hi all the footbaggers out there.</p>

<p>Swirl Pool, Footbag Lucerne was established in Spring 2009 but has been working with many years with the T.F.H.S. Footbag Club in Wolhusen (LU). Some members are quite experienced (over 4 years) and toghether the members of Swirl Pool they wanna aim high. It's all about pushing the sport of Footbag. Note, Swirl Pool is a Freestyle Club only. The club however welcomes Net players as well.</p>

<p>Historic and beautiful Luzern is definitely worth visiting. It is in fact one of the top visited places in Switzerland (learn more about Tourism in Lucerne <a href=""http://www.luzern.org/de/welcome.cfm?"">here</a>
). If you plan to stay in Switzerland, don't miss to visit the famous town of Lucerne and to have a session with the local players.</p>",Thu Mar 05 21:45:39 2009,Thu Mar 05 22:15:12 2009
1236863126,Prep Kickin Club,Erie,PA,USA,,,Welcome to the Prep Kickin Club's page.,Thu Mar 12 13:05:51 2009,Thu Mar 12 14:31:06 2009
1236990799,San Diego Fury,San Diego,California,USA,77583,,"We represent the footbag net community of San Diego, CA.  We are looking for more players from beginner on up.",Fri Mar 13 17:33:40 2009,Mon Oct 23 12:34:00 2023
1237477211,Koxy Footbag Team Cieszyn,Cieszyn,,Poland,76308,http://www.koxy.cba.pl/,"Koxy Footbag Team Cieszyn! 
Skontaktuj sie z nami ¿eby wspólnie potrenowaæ!
kontakt:
Woras
e mail: 
gg: 

nasz promo film: 
http://www.wrzuta.pl/film/AkDjOwkWcN/koxiarski_shred",Thu Mar 19 08:40:33 2009,Thu Mar 19 08:45:26 2009
1238083918,Tu  Wat,Stadthagen,,Germany,79057,http://www.tuwat.org,"The TuWat is one of the only institution that gives the chance to practice footbag regurlary. We are an association with about 150 members trying to do as much activitys in sports and culture as possible. Our footbag group is regurlary visited by about ten to fifteen persons. If you want to find out more about TuWat check our website ,,tuwat.org''.",Thu Mar 26 09:12:17 2009,Thu Mar 26 09:22:51 2009
1238105181,Georgia College & State University Footbag Club,Milledgeville,GA,USA,,,"Welcome all!

This club as of now consists mostly of future Outdoor Education professionals; although we are happy to let anyone join who desires! 
As of now we generally just play around with your standard free style, but are in the process of broadening our horizons and I will be looking to dive into some foot bag net very soon! 

If anyone is in town or is passing through feel free to shoot me an e-mail and or meet up with us there!

Happy Hackin!",Thu Mar 26 22:07:00 2009,Thu Mar 26 22:12:36 2009
1238163820,Glacier high school footbag Club,Kalispell,MT,USA,,,"Hey Everyone!
I made a club for anybody who loves to play Footbag here in Kalispell 
you can contact me at ( I will get back to you and we can play footbag!",Fri Mar 27 14:24:16 2009,Fri Mar 27 14:26:21 2009
1238253029,The Super SPLASHAROOzzz(Hack Club),Mattydale,NY,USA,,,"Looken for some KILLER Times......
Come join us for a MASSIVE Amount of Sillyness and HARDCORE Excitement!?!?
Got any Experience???....Need to practice???....Wanna Kill a Few Hours???


Just starting this up, so ify youz want to join or just HACK get in touch with me!!!",Sat Mar 28 15:12:55 2009,Sat Mar 28 15:32:55 2009
1238363287,Wichita Footbag Club,Wichita,KS,USA,,,,Sun Mar 29 21:48:15 2009,Sun Mar 29 21:48:15 2009
1238398457,Geneve Footbag Club,Geneve,none,Switzerland,,,"Welcome to Geneva.

Come with me to ""Parc des Bastions"" in Geneva, and play with me in the sun.",Mon Mar 30 07:34:44 2009,Mon Mar 30 08:16:55 2009
1238717920,Footbag players in NL,St. Johns,Newfoundland,Canada,,,"Hey everyone! Thanks so much for joining! 
Now that the snow is gone we are going to be hacking everywhere. 
You will always be able to find us on Water Street or at Bannerman Park!",Fri Apr 03 00:19:30 2009,Tue Apr 07 01:47:09 2009
1239221029,Liberty Footbags Club,Fort Wayne,IN,USA,,,"HELLO!
Fort Wayne hacky sackers join me.  I have a few people playing with me now. more are welcome.",Wed Apr 08 20:04:00 2009,Fri Apr 10 16:37:21 2009
1239233258,Waterloo Footbag Club,Waterloo,IL,USA,,,WELCOME to waterloo hacky sack/foot bag club join up if your in the area!,Wed Apr 08 23:27:46 2009,Wed Apr 08 23:29:00 2009
1239583853,Boulder Footbag Club,Boulder,CO,USA,,,,Mon Apr 13 00:51:06 2009,Mon Apr 13 00:51:06 2009
1239659607,Niagara Footbag,St. Catharines,Ontario,Canada,,http://www.facebook.com/album.php?aid=2001318&id=1000896241&op=12#/group.php?gid=86044275080,"Hey!! Thanks for checking us out, there is already a little following on facebook but if you havn't checked us out there you should.  We are always looking for new people to play with, so don't be shy... we will even teach you how to play if your new.  Come on out and have some fun!  Peace!",Mon Apr 13 21:53:51 2009,Mon Apr 13 21:58:55 2009
