atlas_coord,fiber,dex1,dex2,grammar_status,leg,direction,receiver,carriage,repeat,primary_family,assigned_family,boundary_reason
toe:peak/O.IN.O|O.OUT.O,toe:peak,O.IN.O,O.OUT.O,uncertain,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.S|S.IN.S,toe:peak,O.OUT.S,S.IN.S,uncertain,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.S|S.IN.O,toe:peak,O.OUT.S,S.IN.O,uncertain,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.S|S.OUT.S,toe:peak,O.OUT.S,S.OUT.S,uncertain,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.S|S.OUT.O,toe:peak,O.OUT.S,S.OUT.O,uncertain,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.S|O.IN.S,toe:peak,O.OUT.S,O.IN.S,uncertain,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.S|O.IN.O,toe:peak,O.OUT.S,O.IN.O,uncertain,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.S|O.OUT.S,toe:peak,O.OUT.S,O.OUT.S,uncertain,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.S|O.OUT.O,toe:peak,O.OUT.S,O.OUT.O,uncertain,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.O|S.IN.S,toe:peak,O.OUT.O,S.IN.S,uncertain,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.O|S.IN.O,toe:peak,O.OUT.O,S.IN.O,uncertain,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.O|S.OUT.S,toe:peak,O.OUT.O,S.OUT.S,uncertain,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.O|S.OUT.O,toe:peak,O.OUT.O,S.OUT.O,uncertain,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.O|O.IN.S,toe:peak,O.OUT.O,O.IN.S,uncertain,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.O|O.IN.O,toe:peak,O.OUT.O,O.IN.O,uncertain,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.O|O.OUT.S,toe:peak,O.OUT.O,O.OUT.S,uncertain,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,atlas boundary (unresolved surface)
toe:peak/O.OUT.O|O.OUT.O,toe:peak,O.OUT.O,O.OUT.O,uncertain,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,atlas boundary (unresolved surface)
toe:clipper/S.IN.S|S.IN.S,toe:clipper,S.IN.S,S.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:clipper/S.IN.S|S.IN.O,toe:clipper,S.IN.S,S.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:clipper/S.IN.S|S.OUT.S,toe:clipper,S.IN.S,S.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:clipper/S.IN.S|S.OUT.O,toe:clipper,S.IN.S,S.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:clipper/S.IN.S|O.IN.S,toe:clipper,S.IN.S,O.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:clipper/S.IN.S|O.IN.O,toe:clipper,S.IN.S,O.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:clipper/S.IN.S|O.OUT.S,toe:clipper,S.IN.S,O.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:clipper/S.IN.S|O.OUT.O,toe:clipper,S.IN.S,O.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:clipper/S.IN.O|S.IN.S,toe:clipper,S.IN.O,S.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:clipper/S.IN.O|S.IN.O,toe:clipper,S.IN.O,S.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:clipper/S.IN.O|S.OUT.S,toe:clipper,S.IN.O,S.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:clipper/S.IN.O|S.OUT.O,toe:clipper,S.IN.O,S.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:clipper/S.IN.O|O.IN.S,toe:clipper,S.IN.O,O.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:clipper/S.IN.O|O.IN.O,toe:clipper,S.IN.O,O.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:clipper/S.IN.O|O.OUT.S,toe:clipper,S.IN.O,O.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:clipper/S.IN.O|O.OUT.O,toe:clipper,S.IN.O,O.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:clipper/S.OUT.S|S.IN.S,toe:clipper,S.OUT.S,S.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:clipper/S.OUT.S|S.IN.O,toe:clipper,S.OUT.S,S.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:clipper/S.OUT.S|S.OUT.S,toe:clipper,S.OUT.S,S.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:clipper/S.OUT.S|S.OUT.O,toe:clipper,S.OUT.S,S.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:clipper/S.OUT.S|O.IN.S,toe:clipper,S.OUT.S,O.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:clipper/S.OUT.S|O.IN.O,toe:clipper,S.OUT.S,O.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:clipper/S.OUT.S|O.OUT.S,toe:clipper,S.OUT.S,O.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:clipper/S.OUT.S|O.OUT.O,toe:clipper,S.OUT.S,O.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:clipper/S.OUT.O|S.IN.S,toe:clipper,S.OUT.O,S.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:clipper/S.OUT.O|S.IN.O,toe:clipper,S.OUT.O,S.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:clipper/S.OUT.O|S.OUT.S,toe:clipper,S.OUT.O,S.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:clipper/S.OUT.O|S.OUT.O,toe:clipper,S.OUT.O,S.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:clipper/S.OUT.O|O.IN.S,toe:clipper,S.OUT.O,O.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:clipper/S.OUT.O|O.IN.O,toe:clipper,S.OUT.O,O.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:clipper/S.OUT.O|O.OUT.S,toe:clipper,S.OUT.O,O.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:clipper/S.OUT.O|O.OUT.O,toe:clipper,S.OUT.O,O.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:clipper/O.IN.S|S.IN.S,toe:clipper,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:clipper/O.IN.S|S.IN.O,toe:clipper,O.IN.S,S.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:clipper/O.IN.S|S.OUT.S,toe:clipper,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:clipper/O.IN.S|S.OUT.O,toe:clipper,O.IN.S,S.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:clipper/O.IN.S|O.IN.S,toe:clipper,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:clipper/O.IN.S|O.IN.O,toe:clipper,O.IN.S,O.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:clipper/O.IN.S|O.OUT.S,toe:clipper,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:clipper/O.IN.S|O.OUT.O,toe:clipper,O.IN.S,O.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:clipper/O.IN.O|S.IN.S,toe:clipper,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:clipper/O.IN.O|S.IN.O,toe:clipper,O.IN.O,S.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:clipper/O.IN.O|S.OUT.S,toe:clipper,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:clipper/O.IN.O|S.OUT.O,toe:clipper,O.IN.O,S.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:clipper/O.IN.O|O.IN.S,toe:clipper,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:clipper/O.IN.O|O.IN.O,toe:clipper,O.IN.O,O.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:clipper/O.IN.O|O.OUT.S,toe:clipper,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:clipper/O.IN.O|O.OUT.O,toe:clipper,O.IN.O,O.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:clipper/O.OUT.S|S.IN.S,toe:clipper,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:clipper/O.OUT.S|S.IN.O,toe:clipper,O.OUT.S,S.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:clipper/O.OUT.S|S.OUT.S,toe:clipper,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:clipper/O.OUT.S|S.OUT.O,toe:clipper,O.OUT.S,S.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:clipper/O.OUT.S|O.IN.S,toe:clipper,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:clipper/O.OUT.S|O.IN.O,toe:clipper,O.OUT.S,O.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:clipper/O.OUT.S|O.OUT.S,toe:clipper,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:clipper/O.OUT.S|O.OUT.O,toe:clipper,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:clipper/O.OUT.O|S.IN.S,toe:clipper,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:clipper/O.OUT.O|S.IN.O,toe:clipper,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:clipper/O.OUT.O|S.OUT.S,toe:clipper,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:clipper/O.OUT.O|S.OUT.O,toe:clipper,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:clipper/O.OUT.O|O.IN.S,toe:clipper,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:clipper/O.OUT.O|O.IN.O,toe:clipper,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:clipper/O.OUT.O|O.OUT.S,toe:clipper,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:clipper/O.OUT.O|O.OUT.O,toe:clipper,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:heel/S.IN.S|S.IN.S,toe:heel,S.IN.S,S.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:heel/S.IN.S|S.IN.O,toe:heel,S.IN.S,S.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:heel/S.IN.S|S.OUT.S,toe:heel,S.IN.S,S.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:heel/S.IN.S|S.OUT.O,toe:heel,S.IN.S,S.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:heel/S.IN.S|O.IN.S,toe:heel,S.IN.S,O.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:heel/S.IN.S|O.IN.O,toe:heel,S.IN.S,O.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:heel/S.IN.S|O.OUT.S,toe:heel,S.IN.S,O.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:heel/S.IN.S|O.OUT.O,toe:heel,S.IN.S,O.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:heel/S.IN.O|S.IN.S,toe:heel,S.IN.O,S.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:heel/S.IN.O|S.IN.O,toe:heel,S.IN.O,S.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:heel/S.IN.O|S.OUT.S,toe:heel,S.IN.O,S.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:heel/S.IN.O|S.OUT.O,toe:heel,S.IN.O,S.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:heel/S.IN.O|O.IN.S,toe:heel,S.IN.O,O.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:heel/S.IN.O|O.IN.O,toe:heel,S.IN.O,O.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:heel/S.IN.O|O.OUT.S,toe:heel,S.IN.O,O.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:heel/S.IN.O|O.OUT.O,toe:heel,S.IN.O,O.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:heel/S.OUT.S|S.IN.S,toe:heel,S.OUT.S,S.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:heel/S.OUT.S|S.IN.O,toe:heel,S.OUT.S,S.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:heel/S.OUT.S|S.OUT.S,toe:heel,S.OUT.S,S.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:heel/S.OUT.S|S.OUT.O,toe:heel,S.OUT.S,S.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:heel/S.OUT.S|O.IN.S,toe:heel,S.OUT.S,O.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:heel/S.OUT.S|O.IN.O,toe:heel,S.OUT.S,O.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:heel/S.OUT.S|O.OUT.S,toe:heel,S.OUT.S,O.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:heel/S.OUT.S|O.OUT.O,toe:heel,S.OUT.S,O.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:heel/S.OUT.O|S.IN.S,toe:heel,S.OUT.O,S.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:heel/S.OUT.O|S.IN.O,toe:heel,S.OUT.O,S.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:heel/S.OUT.O|S.OUT.S,toe:heel,S.OUT.O,S.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:heel/S.OUT.O|S.OUT.O,toe:heel,S.OUT.O,S.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:heel/S.OUT.O|O.IN.S,toe:heel,S.OUT.O,O.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:heel/S.OUT.O|O.IN.O,toe:heel,S.OUT.O,O.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:heel/S.OUT.O|O.OUT.S,toe:heel,S.OUT.O,O.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:heel/S.OUT.O|O.OUT.O,toe:heel,S.OUT.O,O.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:heel/O.IN.S|S.IN.S,toe:heel,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:heel/O.IN.S|S.IN.O,toe:heel,O.IN.S,S.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:heel/O.IN.S|S.OUT.S,toe:heel,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:heel/O.IN.S|S.OUT.O,toe:heel,O.IN.S,S.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:heel/O.IN.S|O.IN.S,toe:heel,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:heel/O.IN.S|O.IN.O,toe:heel,O.IN.S,O.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:heel/O.IN.S|O.OUT.S,toe:heel,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:heel/O.IN.S|O.OUT.O,toe:heel,O.IN.S,O.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:heel/O.IN.O|S.IN.S,toe:heel,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:heel/O.IN.O|S.IN.O,toe:heel,O.IN.O,S.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:heel/O.IN.O|S.OUT.S,toe:heel,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:heel/O.IN.O|S.OUT.O,toe:heel,O.IN.O,S.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:heel/O.IN.O|O.IN.S,toe:heel,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:heel/O.IN.O|O.IN.O,toe:heel,O.IN.O,O.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:heel/O.IN.O|O.OUT.S,toe:heel,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:heel/O.IN.O|O.OUT.O,toe:heel,O.IN.O,O.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:heel/O.OUT.S|S.IN.S,toe:heel,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:heel/O.OUT.S|S.IN.O,toe:heel,O.OUT.S,S.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:heel/O.OUT.S|S.OUT.S,toe:heel,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:heel/O.OUT.S|S.OUT.O,toe:heel,O.OUT.S,S.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:heel/O.OUT.S|O.IN.S,toe:heel,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:heel/O.OUT.S|O.IN.O,toe:heel,O.OUT.S,O.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:heel/O.OUT.S|O.OUT.S,toe:heel,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:heel/O.OUT.S|O.OUT.O,toe:heel,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:heel/O.OUT.O|S.IN.S,toe:heel,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:heel/O.OUT.O|S.IN.O,toe:heel,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:heel/O.OUT.O|S.OUT.S,toe:heel,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:heel/O.OUT.O|S.OUT.O,toe:heel,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:heel/O.OUT.O|O.IN.S,toe:heel,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:heel/O.OUT.O|O.IN.O,toe:heel,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
