source_id,event_key,event_year,event_title,page_line,separator,player,placement,raw_trick_1,raw_trick_2,raw_trick_3,raw_total,source_line,canon_1,canon_1_add,conf_1,canon_2,canon_2_add,conf_2,canon_3,canon_3_add,conf_3,current_total_add,resolution
mirror:events/show/1134914723,2006_rnh_contest,2006,RNH Contest 2006,261,>,,,Augustin Tiffaud Atom Smasher,Dimwalk,Leg Over,,3. Augustin Tiffaud Atom Smasher > Dimwalk > Leg Over,,,unresolved,dimwalk,4,canonical,legover,2,alias,,partial
mirror:events/show/1134914723,2006_rnh_contest,2006,RNH Contest 2006,262,>,,,Robinson Sustrac Atom Smasher,Butterfly,Leg Over,,4. Robinson Sustrac Atom Smasher > Butterfly > Leg Over,,,unresolved,butterfly,3,canonical,legover,2,alias,,partial
mirror:events/show/1149763452,2006_de_france_de,2006,8e OPEN de France de Footbag,544,>,,,Pixie Double Switch Over,Pixie Down Double Down,Blurriest,,Pixie Double Switch Over > Pixie Down Double Down > Blurriest,pixie_double_switch_over,4,canonical,,,unresolved,blurriest,5,canonical,,partial
mirror:events/show/1149763452,2006_de_france_de,2006,8e OPEN de France de Footbag,547,>,,,Ducking Paradox Drifter,Tomahawk,Mullet,,Ducking Paradox Drifter > Tomahawk > Mullet,ducking_paradox_drifter,5,canonical,tomahawk,5,canonical,mullet,6,canonical,16,full
mirror:events/show/1149763452,2006_de_france_de,2006,8e OPEN de France de Footbag,550,>,,,Sumo,Pixie Paradon,Blurriest,,Sumo > Pixie Paradon > Blurriest,sumo,5,canonical,pixie_paradon,5,canonical,blurriest,5,canonical,15,full
mirror:events/show/1149763452,2006_de_france_de,2006,8e OPEN de France de Footbag,553,>,,,Pixie Double Legover,Terraging Legover,Paradon,,Pixie Double Legover > Terraging Legover > Paradon,smog,4,alias,terraging_legover,5,canonical,paradon,4,canonical,13,full
mirror:events/show/1157398732,2006_danish,2006,Danish Footbag Championships 2006,224,>,Dexter Struz,,Sumo,Tapdown,PS Whirl,,3. Dexter Struz (Sumo > Tapdown > PS Whirl),sumo,5,canonical,tapdown,4,canonical,paradox_symposium_whirl,5,alias,14,full
mirror:events/show/1157398732,2006_danish,2006,Danish Footbag Championships 2006,225,>,Jakob Wagner,,Zulu Dimwalk,Rev.Swirling Symp.Whirl,Blender,,4. Jakob Wagner (Zulu Dimwalk > Rev.Swirling Symp.Whirl > Blender),,,unresolved,,,unresolved,blender,4,canonical,,partial
mirror:events/show/1157398732,2006_danish,2006,Danish Footbag Championships 2006,226,>,Tobias Larsen,,Blur,Dimwalk,Foodprocessor,,5. Tobias Larsen (Blur > Dimwalk > Foodprocessor),blur,4,canonical,dimwalk,4,canonical,food_processor,6,compact,14,full
mirror:events/show/1157398732,2006_danish,2006,Danish Footbag Championships 2006,228,>,Michael Nielsen,,Smear,Dimwalk,Spinning Clipper,,7. Michael Nielsen (Smear > Dimwalk > Spinning Clipper),smear,3,canonical,dimwalk,4,canonical,spinning_clipper,3,canonical,10,full
mirror:events/show/1157398732,2006_danish,2006,Danish Footbag Championships 2006,229,>,Jasper Johansen,,Ripwalk,Dyno,Mirage,,8. Jasper Johansen (Ripwalk > Dyno > Mirage),ripwalk,4,canonical,dyno,4,canonical,mirage,2,canonical,10,full
mirror:events/show/1157942368,2006_new_years,2006,New Year's Jam 2006,214,>,David Clavens,,Nemesis,Whirlygig,Whirlwind,,1) David Clavens (Nemesis > Whirlygig > Whirlwind),nemesis,6,canonical,stepping_symposium_whirl,5,alias,sole_survivor,5,alias,16,full
mirror:events/show/1157942368,2006_new_years,2006,New Year's Jam 2006,215,>,Eric Siegel,,Ripped Warrior,Tomahawk,PS Whirl,,2) Eric Siegel (Ripped Warrior > Tomahawk > PS Whirl),ripped_warrior,5,canonical,tomahawk,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1157942368,2006_new_years,2006,New Year's Jam 2006,216,>,Justin Dale,,Ripped Warrior,Blurry Whirl,PS Whirl,,3) Justin Dale (Ripped Warrior > Blurry Whirl > PS Whirl),ripped_warrior,5,canonical,blurry_whirl,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1157942368,2006_new_years,2006,New Year's Jam 2006,282,>,David Clavens,,Nemesis,Whirlygig,Whirlwind,,1) David Clavens (Nemesis > Whirlygig > Whirlwind),nemesis,6,canonical,stepping_symposium_whirl,5,alias,sole_survivor,5,alias,16,full
mirror:events/show/1157942368,2006_new_years,2006,New Year's Jam 2006,283,>,Eric Siegel,,Ripped Warrior,Tomahawk,PS Whirl,,2) Eric Siegel (Ripped Warrior > Tomahawk > PS Whirl),ripped_warrior,5,canonical,tomahawk,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1157942368,2006_new_years,2006,New Year's Jam 2006,284,>,Justin Dale,,Ripped Warrior,Blurry Whirl,PS Whirl,,3) Justin Dale (Ripped Warrior > Blurry Whirl > PS Whirl),ripped_warrior,5,canonical,blurry_whirl,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1158263300,2006_zocha,2006,Zocha Jam 2006,323,>,Vasek Klouda,,Frankenstein,Whirlwind,Backside Fission,,1. Vasek Klouda (Frankenstein > Whirlwind > Backside Fission),fairy_swirling_swirl,5,alias,sole_survivor,5,alias,,,unresolved,,partial
mirror:events/show/1158263300,2006_zocha,2006,Zocha Jam 2006,324,>,Damian Gielnicki,,Blurry Drifter,Spinning Swirl,Food Processor,,2. Damian Gielnicki (Blurry Drifter > Spinning Swirl > Food Processor),blurry_drifter,5,canonical,spinning_swirl,4,canonical,food_processor,6,canonical,15,full
mirror:events/show/1158263300,2006_zocha,2006,Zocha Jam 2006,325,>,,,Ripped Warrior,Sumo,Fusion,,3. Kierpca (Ripped Warrior > Sumo > Fusion),ripped_warrior,5,canonical,sumo,5,canonical,fusion,5,canonical,15,full
mirror:events/show/1168634226,2007_todexon_8,2007,Todexon 8,291,>,Vasek Klouda,,Fairy Ripstein,Montage,Furious Flail,,1. Vasek Klouda - Fairy Ripstein > Montage > Furious Flail,fairy_ripstein,5,canonical,montage,7,canonical,,,unresolved,,partial
mirror:events/show/1168634226,2007_todexon_8,2007,Todexon 8,292,>,Jorden Moir,,Whirling Pdx Whirl,Spinning Symposium Whirl,Marius,,2. Jorden Moir - Whirling Pdx Whirl > Spinning Symposium Whirl > Marius,,,unresolved,sole_survivor,5,alias,spinning_torque,5,alias,,partial
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,281,",",,,Jake Wren--Blurriest,Spinning Whirl,Sumo,,"2. Jake Wren--Blurriest, Spinning Whirl, Sumo, Blurry Whirl",,,unresolved,spinning_whirl,4,canonical,sumo,5,canonical,,partial
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,283,",",,,Zeb Jackson--Spinning Ducking Butter,Blurry Whirl,Zulu Osis,,"4. Zeb Jackson--Spinning Ducking Butter, Blurry Whirl, Zulu Osis",,,unresolved,blurry_whirl,5,canonical,zulu_osis,4,canonical,,partial
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,300,>,,,Ripped Warrior,Ripwalk,Blurry Whirl,,"1. Kyle Hewitt -- Ripped Warrior>Ripwalk>Blurry Whirl, Smear>Dimwalk>DLO",ripped_warrior,5,canonical,ripwalk,4,canonical,blurry_whirl,5,canonical,14,full
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,300,>,,,Smear,Dimwalk,DLO,,"1. Kyle Hewitt -- Ripped Warrior>Ripwalk>Blurry Whirl, Smear>Dimwalk>DLO",smear,3,canonical,dimwalk,4,canonical,double_leg_over,3,alias,10,full
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,301,>,,,Fairy Butter,Ripwalk,PS Eggbeater,,"2. Gray Chadwick -- Fairy Butter>Ripwalk>PS Eggbeater, Blur>Dimmiest>Bubbabeater",,,unresolved,ripwalk,4,canonical,paradox_symposium_eggbeater,5,canonical-expanded,,partial
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,301,>,,,Blur,Dimmiest,Bubbabeater,,"2. Gray Chadwick -- Fairy Butter>Ripwalk>PS Eggbeater, Blur>Dimmiest>Bubbabeater",blur,4,canonical,dimmiest,5,canonical,,,unresolved,,partial
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,302,>,,,Ripwalk,Whirl,Spinning Butter,,3. Jacob Wren -- Ripwalk>Whirl>Spinning Butter,ripwalk,4,canonical,whirl,3,canonical,,,unresolved,,partial
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,303,>,,,Ripwalk,Pdx Mirage,Legbeater,,"4. Zac Jackson -- Ripwalk>Pdx Mirage>Legbeater, Ripwalk>Pdx Mirage>DLO",ripwalk,4,canonical,paradox_mirage,3,alias,atomic_butterfly,4,alias,11,full
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,303,>,,,Ripwalk,Pdx Mirage,DLO,,"4. Zac Jackson -- Ripwalk>Pdx Mirage>Legbeater, Ripwalk>Pdx Mirage>DLO",ripwalk,4,canonical,paradox_mirage,3,alias,double_leg_over,3,alias,10,full
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,304,>,,,Smear,Dimwalk,Whirl,,5. Zeb Jackson -- Smear>Dimwalk>Whirl,smear,3,canonical,dimwalk,4,canonical,whirl,3,canonical,10,full
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,305,>,,,Pdx Mirage,Butter,Pdx Mirage,,6. Benjamin Benulis -- Pdx Mirage>Butter>Pdx Mirage,paradox_mirage,3,alias,,,unresolved,paradox_mirage,3,alias,,partial
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,308,>,,,Nemesis,Mullet,Spinning Blender,,"1. Jim Penske -- Nemesis>Mullet>Spinning Blender, Whirlygig>Spinning",nemesis,6,canonical,mullet,6,canonical,spinning_blender,5,canonical,17,full
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,309,>,,,Furious Illusion,Dolomite,PS Whirl,,"Blender>Food Processor, Furious Illusion>Dolomite>PS Whirl",barraging_illusion,4,alias,dolomite,5,canonical,paradox_symposium_whirl,5,alias,14,full
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,310,>,,,Gyro Diving Butter,PS Whirl,Void,,2. Nick Landes -- Gyro Diving Butter>PS Whirl>Void,,,unresolved,paradox_symposium_whirl,5,alias,spinning_drifter,4,alias,,partial
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,311,>,,,Matador,Sumo,Phoenix,,"3. Daryl Genz -- Matador>Sumo>Phoenix, Blurry Whirl>Pdx Torque>Pdx Mirage",matador,5,canonical,sumo,5,canonical,phoenix,5,canonical,15,full
mirror:events/show/1173467292,2007_montana,2007,4th annual Montana Freestyle Jam,311,>,,,Blurry Whirl,Pdx Torque,Pdx Mirage,,"3. Daryl Genz -- Matador>Sumo>Phoenix, Blurry Whirl>Pdx Torque>Pdx Mirage",blurry_whirl,5,canonical,paradox_torque,5,alias,paradox_mirage,3,alias,13,full
mirror:events/show/1177512537,2007_championnats_de_france,2007,Championnats de France de Footbag,329,>,,,Serge Kaldany Sumo,Phoenix,Blurriest,,1. Serge Kaldany Sumo>Phoenix>Blurriest,,,unresolved,phoenix,5,canonical,blurriest,5,canonical,,partial
mirror:events/show/1177512537,2007_championnats_de_france,2007,Championnats de France de Footbag,330,>,,,Crispy Torque,Pdx Drifter,Whirling,,2. Jeremy Masselis : -Crispy Torque>Pdx Drifter>Whirling swirl -Pdx,,,unresolved,paradox_drifter,4,alias,,,unresolved,,partial
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,523,>,,,Quantum Ducking Mirage,Pixie Ducking Whirl,Paradox,,1. Serge Kaldany ? Quantum Ducking Mirage > Pixie Ducking Whirl > Paradox,,,unresolved,pixie_ducking_whirl,5,canonical,paradox,,canonical,,partial
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,525,>,,,Ripped Warrior,Food Processor,Ducking Swirl,,2. Jan Vlcek ? Ripped Warrior > Food Processor > Ducking Swirl,ripped_warrior,5,canonical,food_processor,6,canonical,,,unresolved,,partial
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,526,>,,,Jany Walker,Food Processor,Superfly,,3. Milan Benda ? Jany Walker > Food Processor > Superfly,,,unresolved,food_processor,6,canonical,superfly,5,canonical,,partial
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,527,>,,,Pixie Double Legover,Terraging Legover,Dolomite,,4. Joel Roset ? Pixie Double Legover > Terraging Legover > Dolomite,smog,4,alias,terraging_legover,5,canonical,dolomite,5,canonical,14,full
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,528,>,,,Jany Walker,Blurry Drifter,Blurrier,,5. Max Kerkoff ? Jany Walker > Blurry Drifter > Blurrier,,,unresolved,blurry_drifter,5,canonical,blurrier,5,canonical,,partial
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,529,>,,,Blurry Drifter,Blurry Whirl,Paradox Whirling Swirl,,6. Karim Daouk ? Blurry Drifter > Blurry Whirl > Paradox Whirling Swirl,blurry_drifter,5,canonical,blurry_whirl,5,canonical,paradox_whirling_swirl,5,canonical,15,full
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,530,>,,,Symposium Quantum Mirage,Symposium Whirl,PS Whirl,,7. Dimitar Dimitrov ? Symposium Quantum Mirage > Symposium Whirl > PS Whirl,,,unresolved,symposium_whirl,4,canonical,paradox_symposium_whirl,5,alias,,partial
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,531,>,,,Sumo,Phoenix,PS Whirl,,8. Alexander Trenner ? Sumo > Phoenix > PS Whirl,sumo,5,canonical,phoenix,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,532,>,,,Blurry Whirl,PS Whirl,Whirling Swirl,,9. Tina Aeberli ? Blurry Whirl > PS Whirl > Whirling Swirl,blurry_whirl,5,canonical,paradox_symposium_whirl,5,alias,whirling_swirl,4,canonical,14,full
mirror:events/show/1183729267,2007_de_france_de,2007,9e Open de France de Footbag,535,>,,,Legbeater,Paradox Whirl,Spinning Osis,,11. Paloma Mayo ? Legbeater > Paradox Whirl > Spinning Osis,atomic_butterfly,4,alias,paradox_whirl,4,canonical,spinning_osis,4,canonical,12,full
mirror:events/show/1185458086,2007_footbagmania_polish,2007,Footbagmania 3007 - Polish Footbag Championships,232,>,,,DLO,Dimwalk Swirl,Marius,,1. Gielnicki Damian (Spinning pdx DLO > Dimwalk Swirl > Marius),double_leg_over,3,alias,pixie_butterfly_swirl,5,alias,spinning_torque,5,alias,13,full
mirror:events/show/1185458086,2007_footbagmania_polish,2007,Footbagmania 3007 - Polish Footbag Championships,233,>,,,Dorshatrix,Conpiton City,Pixie Merlin,,2. Biarda Michał (Dorshatrix > Conpiton City > Pixie Merlin),,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1185458086,2007_footbagmania_polish,2007,Footbagmania 3007 - Polish Footbag Championships,234,>,,,Blurry Drifter,Blurriest,PS Eggbeater,,3. Kałwak Szymon (Blurry Drifter > Blurriest > PS Eggbeater),blurry_drifter,5,canonical,blurriest,5,canonical,paradox_symposium_eggbeater,5,canonical-expanded,15,full
mirror:events/show/1195585401,2008_green_chaos,2008,The 2008 Green Cup Presented by Chaos,436,",",,,Lake Merritt,Oakland,California,,"Prelims: Saturday (Lake Merritt, Oakland, California -- Ebell Room, Garden",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1195585401,2008_green_chaos,2008,The 2008 Green Cup Presented by Chaos,439,",",,,Golden Gate Park,SF,CA,,"Jam: Monday (JFK Drive next to Peacock Meadow in Golden Gate Park, SF, CA)",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1195773772,2007_zocha,2007,Zocha Jam 2007,273,>,Damian Gielnicki PL,,Blurry Drifter,Spinning Pdx DLO,Tapping Torque,,1. Damian Gielnicki PL (Blurry Drifter > Spinning Pdx DLO > Tapping Torque),blurry_drifter,5,canonical,,,unresolved,tapping_torque,5,canonical,,partial
mirror:events/show/1195773772,2007_zocha,2007,Zocha Jam 2007,274,>,,,Fury,Reactor,Whirlwind,,2. Arek Dudziński PL (Fury > Reactor > Whirlwind),fury,5,canonical,reactor,5,canonical,sole_survivor,5,alias,15,full
mirror:events/show/1195773772,2007_zocha,2007,Zocha Jam 2007,275,>,Marcin Bujko PL,,Janiwalker,Food Processor,Mobius,,3. Marcin Bujko PL (Janiwalker > Food Processor > Mobius),barraging_butterfly,5,alias,food_processor,6,canonical,mobius,5,canonical,16,full
mirror:events/show/1200325415,2008_greater_rochester_area,2008,Greater Rochester Area Shred Symposium 2008,222,",",,,Jay Boychuk,Matt Cross,Josiah Digges,,"Footbags (Jay Boychuk, Matt Cross, Josiah Digges, Waylon Lew, Hania Mickiewicz)",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1200325415,2008_greater_rochester_area,2008,Greater Rochester Area Shred Symposium 2008,283,",",,,Small,Medium,Large,,"Sizes: Small, Medium, Large",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1200325415,2008_greater_rochester_area,2008,Greater Rochester Area Shred Symposium 2008,303,>,Will Digges,,Alpine Blurry Whirl,Janiwalker,Whirlygig,,1 - Will Digges (Alpine Blurry Whirl > Janiwalker > Whirlygig),,,unresolved,barraging_butterfly,5,alias,stepping_symposium_whirl,5,alias,,partial
mirror:events/show/1200325415,2008_greater_rochester_area,2008,Greater Rochester Area Shred Symposium 2008,304,>,Jorden Moir,,Janiwalker,Bedwetter,Paradon Swirl,,2 - Jorden Moir (Janiwalker > Bedwetter > Paradon Swirl),barraging_butterfly,5,alias,bedwetter,4,canonical,paradon_swirl,5,canonical,14,full
mirror:events/show/1200325415,2008_greater_rochester_area,2008,Greater Rochester Area Shred Symposium 2008,305,>,Matt Kemmer,,Spinning Paradox Mirage,Toe Blur,Symposium Whirl,,3 - Matt Kemmer (Spinning Paradox Mirage > Toe Blur > Symposium Whirl),spinning_paradox_mirage,4,canonical,quantum_mirage,3,alias,symposium_whirl,4,canonical,11,full
mirror:events/show/1201396433,2008_second_nyfa_symposium,2008,Second Annual NYFA Freestyle Symposium,250,>,,,WHIRLING SS BUTTERFLY,FOG,TOBIUS,,1. KEN SOMOLINOS (WHIRLING SS BUTTERFLY > FOG > TOBIUS),,,unresolved,fog,5,canonical,,,unresolved,,partial
mirror:events/show/1201396433,2008_second_nyfa_symposium,2008,Second Annual NYFA Freestyle Symposium,251,>,,,JANI,PDX FLUX,PDX BLENDER,,2. JORDEN MOIR (JANI > PDX FLUX > PDX BLENDER),,,unresolved,,,unresolved,paradox_blender,5,alias,,partial
mirror:events/show/1219405634,2008_polish,2008,8th Annual Polish Footbag Championships 2008,498,>,Damian Gielnicki,,Sumo,Alpine Legbeater,Ducking Pdx Torque,,1. Damian Gielnicki (Sumo>Alpine Legbeater>Ducking Pdx Torque),sumo,5,canonical,,,unresolved,,,unresolved,,partial
mirror:events/show/1219405634,2008_polish,2008,8th Annual Polish Footbag Championships 2008,499,>,Jakub Grabarczyk,,Bluury Drifter,Matador,Pdx Torque,,2. Jakub Grabarczyk (Bluury Drifter>Matador>Pdx Torque),,,unresolved,matador,5,canonical,paradox_torque,5,alias,,partial
mirror:events/show/1219405634,2008_polish,2008,8th Annual Polish Footbag Championships 2008,500,>,,,Legover,Symposium Dlo,Atomic Illusion,,3. Paweł Frączek (barraging ss Legover>Symposium Dlo>Atomic Illusion),legover,2,canonical,,,unresolved,atomic_illusion,3,canonical,,partial
mirror:events/show/1222687523,2008_de_france_de,2008,10e Open de France de Footbag,462,>,,,Whirly Gig,Spining Paradox Blender,Footprocessor,,- Whirly Gig > Spining Paradox Blender > Footprocessor,stepping_symposium_whirl,5,compact,,,unresolved,food_processor,6,compact,,partial
mirror:events/show/1222687523,2008_de_france_de,2008,10e Open de France de Footbag,463,>,,,Leviathan,Paradox Double Legover,Pixie Inspinning Osis,,- Leviathan > Paradox Double Legover > Pixie Inspinning Osis,,,unresolved,paradox_double_leg_over,4,compact,,,unresolved,,partial
mirror:events/show/1222687523,2008_de_france_de,2008,10e Open de France de Footbag,464,>,,,Smoke,Fog,Pixie,,2. Andreas Grandi Peier ? Smoke > Fog > Pixie same Swirl,smoke,4,canonical,fog,5,canonical,pixie,2,canonical,11,full
mirror:events/show/1222687523,2008_de_france_de,2008,10e Open de France de Footbag,465,>,,,Gyro Double Legover,Torque,Paradox Blender,,3. David Hostetter ? Gyro Double Legover > Torque > Paradox Blender,gyro_double_leg_over,4,compact,torque,4,canonical,paradox_blender,5,canonical,13,full
mirror:events/show/1222687523,2008_de_france_de,2008,10e Open de France de Footbag,466,>,,,Leg Beater,Blurry Whirl,PS Whirl,,4. Alexander Trenner ? Leg Beater > Blurry Whirl > PS Whirl,atomic_butterfly,4,alias,blurry_whirl,5,canonical,paradox_symposium_whirl,5,alias,14,full
mirror:events/show/1222687523,2008_de_france_de,2008,10e Open de France de Footbag,467,>,,,Blurry Whirl,Spining Legover,Symposium Mirage,,5. Jan Dexter Struz ? Blurry Whirl > Spining Legover > Symposium Mirage,blurry_whirl,5,canonical,,,unresolved,symposium_mirage,3,canonical,,partial
mirror:events/show/1222687523,2008_de_france_de,2008,10e Open de France de Footbag,468,>,,,Whirl,Paradox Whirl,PS Whirl,,6. Julien Guil Romiti ? Pixie same Whirl > Paradox Whirl > PS Whirl,whirl,3,canonical,paradox_whirl,4,canonical,paradox_symposium_whirl,5,alias,12,full
mirror:events/show/1222687523,2008_de_france_de,2008,10e Open de France de Footbag,469,>,,,Paradox Double Legover,Dimwalk,PS Whirl,,7. Christoph Larndorfer ? Paradox Double Legover > Dimwalk > PS Whirl,paradox_double_leg_over,4,compact,dimwalk,4,canonical,paradox_symposium_whirl,5,alias,13,full
mirror:events/show/1224962900,2008_zocha,2008,Zocha Jam 2008,347,>,Damian Gielnicki,,Sumo,Atomic Drifter,Bedwetter,,1. Damian Gielnicki (Sumo > Atomic Drifter > Bedwetter),sumo,5,canonical,atomic_drifter,4,canonical,bedwetter,4,canonical,13,full
mirror:events/show/1224962900,2008_zocha,2008,Zocha Jam 2008,348,>,,,Fury,Reactor,PS Torque,,2. Arkadiusz Dudziñski (Fury > Reactor > PS Torque),fury,5,canonical,reactor,5,canonical,paradox_symposium_torque,6,canonical-expanded,16,full
mirror:events/show/1224962900,2008_zocha,2008,Zocha Jam 2008,349,>,Milan Benda,,Fury,Fusion,PS Eggbeater,,3. Milan Benda (Fury > Fusion > PS Eggbeater),fury,5,canonical,fusion,5,canonical,paradox_symposium_eggbeater,5,canonical-expanded,15,full
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,655,>,,,Beta Bedwetter,Fusion,Food Processor,,1. Arkadiusz Dudzinski 44.9 (Beta Bedwetter > Fusion > Food Processor),,,unresolved,fusion,5,canonical,food_processor,6,canonical,,partial
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,656,>,,,Fusion,Food Processor,Big Apple,,2. Olaf Piwowar 44.4 (Fusion > Food Processor > Big Apple),fusion,5,canonical,food_processor,6,canonical,big_apple,6,canonical,17,full
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,657,>,,,Tail,Blurry Whirl,Vertigo,,3. Anssi Sundberg 43.2 (Scorpion´s Tail > Blurry Whirl > Vertigo),,,unresolved,blurry_whirl,5,canonical,,,unresolved,,partial
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,658,>,,,Spikehammer,Pixie Spinning Osis,Food Processor,,4. Marcin Bujko 42.8 (Spikehammer > Pixie Spinning Osis > Food Processor),spike_hammer,5,alias,,,unresolved,food_processor,6,canonical,,partial
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,659,>,,,Alpine Food Processor,Locomotion,Superfly,,5. Jan Weber 42.6 (Alpine Food Processor > Locomotion > Superfly),,,unresolved,locomotion,6,canonical,superfly,5,canonical,,partial
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,660,>,,,Nuclear Osis,Spinning Ducking Butterfly,Symp,,6. Nick Landes 42.2 (Nuclear Osis > Spinning Ducking Butterfly > Symp. Whirling,aeon_flux,5,alias,spinning_ducking_butterfly,5,canonical,,,unresolved,,partial
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,662,>,,,Sumo,Atomic Drifter,Gravedigger,,7. Damian Gielnicki 42.1 (Sumo > Atomic Drifter > Gravedigger),sumo,5,canonical,atomic_drifter,4,canonical,grave_digger,5,compact,14,full
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,663,>,,,Pixie Paradon,Blurry Whirl,Mobius,,8. Jay Boychuk 38.7 (Pixie Paradon > Blurry Whirl > Mobius),pixie_paradon,5,canonical,blurry_whirl,5,canonical,mobius,5,canonical,15,full
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,664,>,,,Blurry Drifter,Matador,Pdx Torque,,9. Jakub Grabarczyk 36.8 (Blurry Drifter > Matador > Pdx Torque),blurry_drifter,5,canonical,matador,5,canonical,paradox_torque,5,alias,15,full
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,665,>,,,Rooted Pixie Legover,Quantum Illusion,Pixie Dada Curve,,10. Michal Biarda 36.7 (Rooted Pixie Legover > Quantum Illusion > Pixie Dada Curve),,,unresolved,quantum_illusion,3,canonical,pixie_dada_curve,5,canonical,,partial
mirror:events/show/1226679678,2009_worlds_berlin,2009,30th Annual World Footbag Championships,666,>,,,Fairy Ducking Butterfly,Pdx Torque,Pdx Blender,,11. Michal Ostrowski 34.8 (Fairy Ducking Butterfly > Pdx Torque > Pdx Blender),fairy_ducking_butterfly,5,canonical,paradox_torque,5,alias,paradox_blender,5,alias,15,full
mirror:events/show/1228946926,2008_czech,2008,Czech Footbag Championships,208,>,,,Alpine Legbeater,Fog,Pixie Spining Whirl,,Alpine Legbeater>Fog>Pixie Spining Whirl,,,unresolved,fog,5,canonical,,,unresolved,,partial
mirror:events/show/1228946926,2008_czech,2008,Czech Footbag Championships,210,>,,,Fury,Fusion,PS Eggbeater,,Fury>Fusion>PS Eggbeater,fury,5,canonical,fusion,5,canonical,paradox_symposium_eggbeater,5,canonical-expanded,15,full
mirror:events/show/1228946926,2008_czech,2008,Czech Footbag Championships,212,>,,,Ducking Pdx Mirage,Fairy Ducking Osis,Torque,,Ducking Pdx Mirage>Fairy Ducking Osis>Torque,,,unresolved,fairy_ducking_osis,5,canonical,torque,4,canonical,,partial
mirror:events/show/1228946926,2008_czech,2008,Czech Footbag Championships,214,>,,,Blurry Whirl,Blurry Whirl,PS Whirl,,Blurry Whirl>Blurry Whirl>PS Whirl,blurry_whirl,5,canonical,blurry_whirl,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1228946926,2008_czech,2008,Czech Footbag Championships,216,>,,,Blurry Whirl,Ripwalk,PS Whirl,,Blurry Whirl>Ripwalk>PS Whirl,blurry_whirl,5,canonical,ripwalk,4,canonical,paradox_symposium_whirl,5,alias,14,full
mirror:events/show/1228946926,2008_czech,2008,Czech Footbag Championships,218,>,,,Dimwalk,Ripwalk,Tomahawk,,Dimwalk>Ripwalk>Tomahawk,dimwalk,4,canonical,ripwalk,4,canonical,tomahawk,5,canonical,13,full
