ClubID,in_db,in_mirror,db_approved,db_name,mirror_name,name_match,city_match,country_match,db_has_contact,mirror_has_contact,db_contact_rows
ffa,1,1,1,Suomen Footbag Liitto ry. (Finnish Footbag Association),Suomen Footbag Liitto ry. (Finnish Footbag Association),1,1,1,1,1,2
kits,1,1,1,Kitsilano Footbag Association,Kitsilano Footbag Association,1,1,1,1,1,2
memphis,1,1,1,Memphis Footworks,Memphis Footworks,1,1,1,1,1,4
mfa,1,1,1,MIDWEST FOOTBAG ASSOCIATION,MIDWEST FOOTBAG ASSOCIATION,1,1,1,1,1,1
nyfa,1,1,1,New York Footbag Association,New York Footbag Association,1,1,1,1,1,3
oops,1,1,1,OOPS,OOPS,1,1,1,1,1,2
pihlis-puls,1,1,1,Pihlis Puls,Pihlis Puls,1,1,1,1,1,2
puerto-rico,1,1,1,Boriken Footbag Club of Puerto Rico,Boriken Footbag Club of Puerto Rico,1,1,1,1,1,1
schwa,1,1,1,Chicago Lake Coast Kickers,Chicago Lake Coast Kickers,1,1,1,1,1,4
seattle-freestyle,1,1,1,Rain City Shred,Rain City Shred,1,1,1,1,1,2
sphere,1,1,1,children of the sphere,children of the sphere,1,1,1,1,1,1
sufc,1,1,1,Stanford University Footbag Club,Stanford University Footbag Club,1,1,1,1,1,1
zion-fr,1,1,1,RNH Footbag,RNH Footbag,1,1,1,1,1,3
1015144091,1,0,1,Jersey Hack Connection,,,,,1,,1
1015899063,1,0,1,Hotsteppers,,,,,1,,1
1021482230,1,0,1,tossLife,,,,,1,,1
1024517508,1,0,1,Funky Foot Foundation,,,,,1,,1
1036556903,1,0,1,Messy Temple SF Branch,,,,,1,,1
1036840104,1,0,1,Sydney Freestyle,,,,,1,,2
1037242294,1,0,1,Schwenksville Shredderz,,,,,1,,1
1042934390,1,0,1,Hacky Poo Chapel,,,,,1,,1
1043991541,1,0,1,Missoula Footbag Alliance,,,,,1,,2
1045002396,1,0,1,The Hack Club (THC),,,,,1,,3
1047824067,1,0,1,Dexterity Dortmund e.V.,,,,,1,,2
1049702495,1,0,1,SoftSport,,,,,1,,1
1052037978,1,0,1,Brisbane City Sessions,,,,,1,,3
1055082723,1,0,1,[Belgian Kick Crew],,,,,1,,2
1061893780,1,0,1,Dunedin Footbag Crew,,,,,1,,1
1062613160,1,0,1,Footbag Convergence Collective,,,,,1,,4
1063639044,1,0,1,PROSTO FOOTBAG TEAM,,,,,1,,1
1064102293,1,0,1,Hilton Beach Sackers (HBS),,,,,1,,3
1064294738,1,0,1,The Underground,,,,,1,,3
1073898259,1,0,1,The Free Häcky Style [Wolhusen],,,,,0,,0
1074109040,1,0,1,Naked Ape Foot Bag Club,,,,,1,,1
1078288873,1,0,1,KSHTEcREW,,,,,1,,3
1080281398,1,0,1,Cincinnati Footbag Club,,,,,1,,1
1084350114,1,0,1,The Flouresent Invigorated Turnips hacky union Staring Ryan and his sexy amigos!,,,,,1,,1
1086274096,1,0,1,Munich Footbag,,,,,1,,2
1086895855,1,0,1,Asheville Footbag Club,,,,,1,,1
1087305166,1,0,1,Falkor Hacking corp.,,,,,1,,2
1095660688,1,0,1,Profootbag,,,,,1,,1
1098226750,1,0,1,Globalfootbag,,,,,1,,1
1102995809,1,0,1,Warrnambool Hacketball Association,,,,,1,,1
1107356811,1,0,1,Hackers of the Almighty Sack,,,,,1,,1
1107717889,1,0,1,Footbayerzy Footbag Club Nowe Miasto,,,,,1,,1
1112488607,1,0,1,Traverse City Kickers,,,,,1,,1
1112955097,1,0,1,DS Hack Initiative Club,,,,,1,,1
1114037387,1,0,1,Dancing Ethiopians,,,,,1,,1
1119654210,1,0,1,Boston Footbag Alliance,,,,,1,,1
1121355149,1,0,1,Mansfield 5 Footbag,,,,,1,,2
1122878043,1,0,1,Walpeup Footbag Federation (W.F.F.),,,,,1,,4
1124160185,1,0,1,Lisboa Footbag Club,,,,,1,,1
1124936171,1,0,1,Warwick  kicker's club,,,,,1,,4
1126130433,1,0,1,Mankato Footbag Club,,,,,1,,1
1126609714,1,0,1,Paradox Feet Footbag Club,,,,,1,,1
1126896888,1,0,1,Topo&#318;&#269;any Footbag Club,,,,,1,,1
1129640644,1,0,1,unBAGrenzt Aarau,,,,,1,,1
1136337390,1,0,1,OU Hacky Sack,,,,,1,,1
1137771787,1,0,1,Footbag & Juggling Leipzig e. V.,,,,,1,,1
1143327704,1,0,1,South Brunswick Footbag Club,,,,,1,,3
1144937556,1,0,1,Kent Footbag Club,,,,,1,,1
1146357898,1,0,1,Omaha Footbag Club,,,,,1,,1
1146873565,1,0,1,Melbourne Footbag Club,,,,,1,,1
1147652724,1,0,1,Wellington Footbag Club,,,,,1,,2
1148877891,1,0,1,Burk Kickers,,,,,1,,1
1155383348,1,0,1,Mars at Hack,,,,,1,,1
1156979359,1,0,1,oxford footbag club,,,,,1,,1
1158020014,1,0,1,Athens Footbag Club,,,,,1,,4
1158251820,1,0,1,CCHS Hackers,,,,,1,,1
1158571957,1,0,1,Ninja Jedi Hack Pixie Massif and the Fairland Posse,,,,,1,,1
1159662267,1,0,1,Master Beans,,,,,1,,1
1160711512,1,0,1,we're all mads!,,,,,1,,1
1161216588,1,0,1,River City Footbag,,,,,1,,1
1163636433,1,0,1,Dennis Demolishers,,,,,1,,1
1163965664,1,0,1,Presov Footbag Club,,,,,1,,1
1164587313,1,0,1,Portsmouth Hacky Sack/Footbag Club,,,,,1,,1
1164602161,1,0,1,FCFC,,,,,1,,1
1169241487,1,0,1,"""THC"" The Hackey Club",,,,,1,,1
1172021109,1,0,1,Hilton Head Island Footbag Club,,,,,1,,1
1173998637,1,0,1,SEM-HU,,,,,1,,1
1174418103,1,0,1,Old School Footbag Club,,,,,1,,1
1174552673,1,0,1,Glasgow Finest Footbag Club,,,,,1,,1
1175971605,1,0,1,OU Hackers,,,,,0,,0
1176873524,1,0,1,The Hackers 18 Footbag Club,,,,,1,,1
1177350915,1,0,1,Footloose  Footbaggers,,,,,1,,1
1178825124,1,0,1,Most Extreme Talented Awsome League of Sackers (M.E.T.A.L. Sackers),,,,,1,,1
1180285804,1,0,1,Israel Footbag Association,,,,,1,,1
1180549708,1,0,1,Delmar Footbag Club,,,,,1,,1
1183471611,1,0,1,GISM Footbag Club,,,,,1,,3
1184955283,1,0,1,Gravity Free,,,,,1,,1
1186425610,1,0,1,Topeka Footbag Club,,,,,1,,1
1188861282,1,0,1,Footbag for Anyone,,,,,1,,1
1189274841,1,0,1,Citrus County Footbag Club,,,,,1,,1
1189462997,1,0,1,Freeformers Footbag Club,,,,,1,,2
1190354250,1,0,1,Towson Footbag Club,,,,,1,,1
1191255305,1,0,1,089 Footbag,,,,,1,,2
1195340098,1,0,1,Imperial Beach Hacky Sac Krew (H.S.K.),,,,,1,,1
1196341664,1,0,1,Bodybagger,,,,,1,,1
1196667310,1,0,1,Rogue Valley Footbag Association,,,,,1,,1
1197232826,1,0,1,Cammbas club,,,,,1,,1
1198577084,1,0,1,Happy Feet,,,,,1,,1
1199591758,1,0,1,Bogota Footbag Club,,,,,1,,1
1201296095,1,0,1,Footbag in Burlington,,,,,1,,1
1203344448,1,0,1,Hendersonville Footbag Club,,,,,1,,2
1203554395,1,0,1,Golden Gate Footbag Club,,,,,1,,1
1204290979,1,0,1,Battle Creek Footbag Club,,,,,1,,1
1206012220,1,0,1,Innsbruck's Freestyler,,,,,1,,1
1209935713,1,0,1,Kaneland Footbag Club,,,,,1,,2
1210273358,1,0,1,Kicking Monkeys Footbag Club,,,,,1,,1
1211400078,1,0,1,Footbag.com.ua Club,,,,,1,,1
1212404005,1,0,1,Madbags SG,,,,,1,,3
1212433614,1,0,1,the hackers,,,,,1,,1
1213464246,1,0,1,Pakistan Footbag Federation,,,,,1,,2
1213831431,1,0,1,Bogota Footbag Club,,,,,1,,1
1216271427,1,0,1,FlyD,,,,,1,,1
1218573219,1,0,1,Bushido Footbag Club,,,,,1,,1
1219153681,1,0,1,Dirtbag warriors,,,,,1,,3
1219986581,1,0,1,Citrus Heights Footbag Club,,,,,1,,1
1220119930,1,0,1,Pure Hack,,,,,1,,1
1220327933,1,0,1,Bogotá Footbag Club,,,,,1,,1
1220334790,1,0,1,Tustin/Santa Ana Footbag Club,,,,,1,,1
1220840496,1,0,1,Mapaches Cuautitlán Izcalli Footbag Club,,,,,1,,1
1221359064,1,0,1,Boyaca Footbag Club,,,,,1,,1
1222401746,1,0,1,GHS Footbag,,,,,1,,1
1223513435,1,0,1,Naples Shred Symposium,,,,,1,,2
1225032248,1,0,1,Springfield Footbag Club,,,,,1,,1
1227557053,1,0,1,Tren&#269;ín footbag club,,,,,1,,1
1228246068,1,0,1,Shadow Footbag Club,,,,,1,,1
1228697527,1,0,1,Jacksonville Footbag Club,,,,,1,,1
1229959246,1,0,1,Bemidji Footbag Club,,,,,1,,1
1231889297,1,0,1,hackers,,,,,1,,1
1232213617,1,0,1,Kostanai Footbag Club,,,,,1,,1
1232407845,1,0,1,Cleveland Footbag Club,,,,,1,,1
1232623048,1,0,1,UKZN Hacky Sack Club,,,,,1,,1
1234595498,1,0,1,Day Trippin' Hack Kickin' Crew,,,,,1,,1
1235224973,1,0,1,St. Catharines Footbag Club,,,,,1,,1
1236288823,1,0,1,Swirl Pool,,,,,1,,1
1236863126,1,0,1,Prep Kickin Club,,,,,1,,1
1238105181,1,0,1,Georgia College & State University Footbag Club,,,,,1,,1
1238163820,1,0,1,Glacier high school footbag Club,,,,,1,,1
1238253029,1,0,1,The Super SPLASHAROOzzz(Hack Club),,,,,1,,1
1238363287,1,0,1,Wichita Footbag Club,,,,,1,,1
1238398457,1,0,1,Geneve Footbag Club,,,,,1,,1
1238717920,1,0,1,Footbag players in NL,,,,,1,,1
1239221029,1,0,1,Liberty Footbags Club,,,,,1,,1
1239233258,1,0,1,Waterloo Footbag Club,,,,,1,,1
1239583853,1,0,1,Boulder Footbag Club,,,,,1,,1
1239659607,1,0,1,Niagara Footbag,,,,,1,,1
1241418045,1,0,1,Nelson Footbag Club,,,,,1,,1
1242023526,1,0,1,P. Hackers Illegal Footbag Society,,,,,1,,1
1242438985,1,0,1,Radical Surf Dogs,,,,,1,,1
1242615725,1,0,1,Omaha Footbag Club,,,,,1,,1
1242962147,1,0,1,Halifax Footbag Club,,,,,1,,1
1243809641,1,0,1,Bustin' it Up,,,,,1,,1
1244574344,1,0,1,Groton Footbag Club,,,,,1,,1
1245621402,1,0,1,Madison Footbag Club,,,,,1,,1
1247230700,1,0,1,Inkognito Footbag Club,,,,,1,,1
1247778607,1,0,1,The Pittsburgh Prodigies,,,,,1,,1
1248267603,1,0,1,Putian Footbag Club,,,,,0,,0
1249380339,1,0,1,Follow The Shreder,,,,,1,,1
1251480012,1,0,1,Blackwolf Footbag Club,,,,,1,,1
1252023379,1,0,1,crow river kickers,,,,,1,,1
1252825944,1,0,1,Miami Footbag Club,,,,,1,,1
1253827473,1,0,1,Harford Footbag Crew,,,,,1,,1
1254334426,1,0,1,Orono Footbag Club,,,,,1,,1
1254792618,1,0,1,North Port Footbag Club,,,,,1,,1
1255455078,1,0,1,UNEV Footbag Club,,,,,1,,1
1256071782,1,0,1,Fort Myers Footbag Club,,,,,1,,1
1256146868,1,0,1,Rensselaer Hacky Sack Club,,,,,1,,2
1256954481,1,0,1,Columbia Footbag Club,,,,,1,,1
1257180354,1,0,1,Toronto Footbag Club,,,,,1,,1
1257915147,1,0,1,Cali Footbag Club,,,,,1,,1
1258381553,1,0,1,Medicine Hat Footbag Club,,,,,1,,1
1262499783,1,0,1,Hacky Sack Fiends,,,,,1,,1
1262745702,1,0,1,Bogotá Footbag Club,,,,,1,,1
1263805754,1,0,1,Teton Shredding Academy,,,,,1,,1
1264550537,1,0,1,Yorktown Footbag Club,,,,,1,,1
1265000042,1,0,1,Kansas City Footbag Club,,,,,1,,1
1265230196,1,0,1,Newton Footbag Club,,,,,1,,1
1265268249,1,0,1,Regina Footbag Club,,,,,1,,1
1265475888,1,0,1,Brookhaven Footbag Club,,,,,1,,1
1266718845,1,0,1,Newport News Hackers,,,,,1,,1
1267101982,1,0,1,The H-Town 4 Horsemen,,,,,1,,1
1267488709,1,0,1,St. Paul Footbag Club,,,,,1,,1
1267670553,1,0,1,inferno footbag of BX,,,,,1,,1
1268191438,1,0,1,Eugene Freestyle Footbag Club,,,,,1,,1
1268543453,1,0,1,Avon Footbag (and Yo-Yo) Association,,,,,1,,1
1268839960,1,0,1,Chaparral Footbag Organization,,,,,1,,1
1271492315,1,0,1,Denver Footbag Club,,,,,1,,1
1271648379,1,0,1,Cloquet Footbag Club,,,,,1,,1
1272847389,1,0,1,Durham Footbag Club,,,,,1,,1
1273780941,1,0,1,Blue Springs Hack,,,,,1,,1
1273877087,1,0,1,Seneca Sandblasters,,,,,1,,1
1274025479,1,0,1,Jersey Shore Footbaggers,,,,,1,,1
1274063170,1,0,1,GI Footbag Club,,,,,1,,1
1274115675,1,0,1,Sunnyside Footbag Club,,,,,1,,1
1274715800,1,0,1,Arlington Footbag Club,,,,,1,,1
1275511495,1,0,1,Oklahoma City Footbag Club,,,,,1,,1
1275969076,1,0,1,Almaty Footbag Club,,,,,0,,0
1276204951,1,0,1,St. John's Footbag Club,,,,,1,,1
1276922754,1,0,1,U.D Footbag Club,,,,,1,,1
1280492257,1,0,1,THC C (TheHackCrew Crvenka),,,,,1,,1
1280842047,1,0,1,Mielec Footbag Club,,,,,1,,1
1281333685,1,0,1,Fluorescent Sombrero,,,,,1,,1
1281974411,1,0,1,Xiamen Footbag Club,,,,,1,,1
1282737849,1,0,1,Loganville Kick Squad,,,,,1,,2
1284648892,1,0,1,Step off meh hack club,,,,,1,,1
1285879298,1,0,1,Woodland Jr. High School Footbag Club,,,,,1,,1
1287077651,1,0,1,Boone Footbag Club,,,,,1,,1
1287600231,1,0,1,Boise Footbag Club,,,,,1,,1
1287711564,1,0,1,Footbag in the Woods,,,,,1,,1
1288042779,1,0,1,Homeshool Footbag league,,,,,1,,1
1288259443,1,0,1,Denver footbag club,,,,,1,,1
1288330889,1,0,1,Waukesha Footbag Club,,,,,1,,1
1290139359,1,0,1,Hard Stepping Footbag Club,,,,,1,,1
1292346726,1,0,1, Bucharest Footbag Club,,,,,1,,1
1292459491,1,0,1,Academic Magnet Footbag Club,,,,,1,,1
1292550586,1,0,1,Elite Footbaggers,,,,,1,,1
1294165252,1,0,1,Prince Rupert Footbag Freestyle,,,,,1,,1
1295149949,1,0,1,MFC (Masterman Footbag Club),,,,,1,,1
1295624598,1,0,1,WhirlWind Freestylers,,,,,1,,1
1295995489,1,0,1,Cuesta College Footbag Club,,,,,1,,1
1297113477,1,0,1,Bronco-Busting Super Scrubs,,,,,1,,2
1298091186,1,0,1,Palm Harbor beast kickers,,,,,1,,1
1301011961,1,0,1,Small Town Kickers,,,,,1,,1
1301172104,1,0,1,DnDz Footbag Club,,,,,1,,2
1301848929,1,0,1,Malaysia Footbag Club,,,,,1,,1
1301863023,1,0,1,Sack Masters,,,,,1,,1
1302051163,1,0,1,Footbag Evolution,,,,,1,,1
1303602091,1,0,1,The Sacred Sacker's,,,,,1,,1
1304416116,1,0,1,International Footbag Alliance,,,,,1,,1
1305583421,1,0,1,Ohighoan Footbag Club,,,,,1,,1
1306198829,1,0,1,Tampa Kickerz,,,,,1,,1
1306205759,1,0,1,Guatola Footbag Club,,,,,1,,1
1307606889,1,0,1,Tri-City Sackers Footbag Club,,,,,1,,1
1308237956,1,0,0,China Footbag Club,,,,,1,,1
1310331531,1,0,1,Cold Lake Footbag Club,,,,,1,,1
1310411228,1,0,1,Addicted to Sac,,,,,0,,0
1311091000,1,0,1,Tri-Cities Footbag Club,,,,,0,,0
1311389391,1,0,1,Q-Town Rejects,,,,,1,,3
1312467731,1,0,1,Dutch Kountry Sacks,,,,,1,,1
1317584463,1,0,1,Sterling Heights Footbag Club,,,,,1,,1
1317677906,1,0,1,Centennial Footbag Club,,,,,1,,1
1317744685,1,0,1,Accra Footbag Club,,,,,1,,1
1318026995,1,0,1,Hilo Footbag Club,,,,,1,,2
1318125861,1,0,1,Ellington High School Footbag Club,,,,,1,,1
1318208747,1,0,1,RTR Footbag Club,,,,,1,,1
1320449748,1,0,1,kickin it in good ole' naugy,,,,,1,,1
1321248540,1,0,1,Chita Footbag Club,,,,,1,,1
1321809564,1,0,1,Água Boa Footbag Club,,,,,1,,1
1322104753,1,0,1,Manchester Footbag Club,,,,,1,,1
1324158014,1,0,1,Saint Hacktrick's Incredible Footbag Team,,,,,1,,1
1325802859,1,0,1,Emporia Footbag Club for Older Adults,,,,,1,,1
1328035720,1,0,1,Hacky Sack Club,,,,,1,,1
1329943916,1,0,1,Fonda Footbag Club,,,,,1,,1
1331821065,1,0,1,No Hands!,,,,,1,,7
1331859873,1,0,1,Saltillo Footbag Club,,,,,1,,1
1332131698,1,0,1,Team hackysack,,,,,1,,1
1333429129,1,0,1,Sperry Footbaggers,,,,,1,,1
1333892411,1,0,1,London Jams,,,,,0,,0
1336352505,1,0,1,Firebomb Footbag Club,,,,,1,,1
1336542238,1,0,1,Pasadena Footbag Club,,,,,1,,1
1337223212,1,0,1,Harrison Footbag Club,,,,,1,,1
1337480543,1,0,1,Quinton Footbag Club of The Galactic Foot-Empire,,,,,1,,1
1337502249,1,0,1,NT Footbag Club FlyM,,,,,1,,1
1337570434,1,0,1,Ottawa Kickers Association,,,,,1,,1
1340829366,1,0,1,Anderson University Hack Circle,,,,,1,,1
1341398741,1,0,1,Footbag Brothers,,,,,1,,1
1342070957,1,0,1,Red Wing Footbag Competition,,,,,1,,1
1342344668,1,0,1,Will County Footbag Club,,,,,1,,1
1343153022,1,0,1,Oroville Freestyle Footbag Club,,,,,1,,2
1344889889,1,0,1,Titletown Footbag Net Club,,,,,1,,3
1345782402,1,0,1,Winchester Footbag Club,,,,,1,,1
1346632140,1,0,1,Dansville Footbagging Club,,,,,1,,1
1347509751,1,0,1,Humboldt County Footbag Club,,,,,1,,1
1347734309,1,0,1,Muskegon Footbag Club,,,,,1,,1
1350809114,1,0,1,the clowns of hacky,,,,,1,,1
1351130981,1,0,1,2K Footbag Club,,,,,1,,1
1355202123,1,0,1,Foot solja Footbag Club,,,,,1,,1
1355964195,1,0,1,Schenectady Footbag Club,,,,,1,,1
1359856957,1,0,0,Club Footbag-Net Albacete,,,,,1,,2
1362945652,1,0,1,Palm Coast Footbag Club,,,,,1,,1
1367907384,1,0,1,West Valley Hacky Sack club,,,,,1,,1
1506820563,1,0,1,Indian Footbag Club,,,,,0,,0
1521389374,1,0,0,Cleveland Kicks,,,,,1,,1
1560016293,1,0,0,Greeneville Freestyle Footbag,,,,,0,,0
1779370908,1,0,1,Slinger Footbag Club,,,,,1,,1
928073963,1,0,1,Jyväskylän Footbag-klubi,,,,,1,,2
935422546,1,0,1,Cape fear baggers,,,,,1,,1
938183520,1,0,1,Michigan Footbag Organization,,,,,1,,1
948259011,1,0,1,Reformists of Indianapolis,,,,,1,,1
949225789,1,0,1,FreeStall,,,,,1,,2
958916251,1,0,1,Stop Watching and Play!,,,,,1,,1
960930150,1,0,1,Sunshred Footbag Crew,,,,,1,,2
964199836,1,0,1,Philly Footworks,,,,,1,,1
965995869,1,0,1,Bootfägers Basel,,,,,1,,2
974915571,1,0,1,RAYBAGZ Hacky Club,,,,,1,,1
975548853,1,0,0,Blurred Vision,,,,,1,,1
976634377,1,0,1,Kansai Keriya,,,,,1,,1
985174764,1,0,1,Royal City Footbag Club,,,,,1,,1
995645564,1,0,1,No-Shadow Kick,,,,,1,,1
997479057,1,0,1,FtB,,,,,1,,5
spearfish,1,0,1,S.F.C.,,,,,1,,1
