"ecosystem","tier","name","slug","source_corpus"
"gyro-spyro","tier2","Fairy Gyro Torque","fairy-gyro-torque","passback"
"gyro-spyro","tier2","Fairy Spyro Symposium Torque","fairy-spyro-symposium-torque","footbagmoves"
"gyro-spyro","tier2","Gyro Baroque","gyro-baroque","stanford"
"gyro-spyro","tier2","Gyro Clipper","gyro-clipper","footbagmoves"
"gyro-spyro","tier2","Gyro Diving Butterfly","gyro-diving-butterfly","stanford"
"gyro-spyro","tier2","Gyro Diving Clipper","gyro-diving-clipper","stanford"
"gyro-spyro","tier2","Gyro Reverse Guay","gyro-reverse-guay","stanford"
"gyro-spyro","tier2","Gyro Swivel","gyro-swivel","stanford"
"gyro-spyro","tier2","Gyro Symp Swirl","gyro-symp-swirl","passback"
"gyro-spyro","tier2","Gyro Toe","gyro-toe","passback"
"gyro-spyro","tier2","Gyro Torque","gyro-torque","multi"
"gyro-spyro","tier2","Gyro Torquescrew","gyro-torquescrew","multi"
"gyro-spyro","tier2","Gyro, Spinning, Spinning Gyro, Double Spinning","gyro-spinning-spinning-gyro-double-spinning","passback"
"gyro-spyro","tier2","Inward Gyro Butterfly","inward-gyro-butterfly","stanford"
"gyro-spyro","tier2","Inward Gyro Flail","inward-gyro-flail","stanford"
"gyro-spyro","tier2","Inward Gyro Guay","inward-gyro-guay","stanford"
"gyro-spyro","tier2","Inward Gyro Illusion","inward-gyro-illusion","stanford"
"gyro-spyro","tier2","Inward Gyro Mirage","inward-gyro-mirage","stanford"
"gyro-spyro","tier2","Inward Gyro Reverse Guay","inward-gyro-reverse-guay","stanford"
"gyro-spyro","tier2","Inward Gyro Symposium Mirage","inward-gyro-symposium-mirage","stanford"
"gyro-spyro","tier2","Neutron Drifter (Irish Spring) (Tapping Gyro Drifter)","neutron-drifter-irish-spring-tapping-gyro-drifter","stanford"
"gyro-spyro","tier2","Pixie Gyro Double Legover","pixie-gyro-double-legover","footbagmoves"
"gyro-spyro","tier2","Pixie Inward Gyro Mirage","pixie-inward-gyro-mirage","stanford"
"gyro-spyro","tier2","Sailing Gyro Pickup","sailing-gyro-pickup","footbagmoves"
"gyro-spyro","tier2","Spyro Diving Symposium Whirl","spyro-diving-symposium-whirl","footbagmoves"
"gyro-spyro","tier2","Spyro Nova","spyro-nova","footbagmoves"
"gyro-spyro","tier2","Spyro Symple Drifter","spyro-symple-drifter","footbagmoves"
"gyro-spyro","tier2","Spyro Symposium Mirage","spyro-symposium-mirage","footbagmoves"
"gyro-spyro","tier2","Spyro Symposium Torquescrew","spyro-symposium-torquescrew","footbagmoves"
"gyro-spyro","tier2","Swirling Gyro Inside Stall","swirling-gyro-inside-stall","passback"
"gyro-spyro","tier2","Symp. Swirling Gyro Inside","symp-swirling-gyro-inside","passback"
"gyro-spyro","tier2","Toe Gyro Mirage","toe-gyro-mirage","passback"
"gyro-spyro","tier2","Toe set Gyro Torque","toe-set-gyro-torque","footbagmoves"
"gyro-spyro","tier2","Whirling Gyro Mirage","whirling-gyro-mirage","footbagmoves"
"inspinning","tier1","Inspinning Same Side Butterfly","inspinning-same-side-butterfly","fborg"
"inspinning","tier1","Inspinning Same Side Illusion","inspinning-same-side-illusion","fborg"
"inspinning","tier1","Inspinning Same Side Mirage","inspinning-same-side-mirage","fborg"
"inspinning","tier2","Inspinning","inspinning","fborg"
"inspinning","tier2","Inspinning Guay","inspinning-guay","stanford"
"inspinning","tier2","Inspinning Reverse Guay","inspinning-reverse-guay","stanford"
"inspinning","tier2","Pixie Inspinning","pixie-inspinning","fborg"
"inspinning","tier2","Twinspinning Illusion","twinspinning-illusion","stanford"
"inspinning","tier2","Twinspinning Legover","twinspinning-legover","stanford"
"inspinning","tier2","Twinspinning Pickup","twinspinning-pickup","stanford"
"inspinning","tier2","Twinspinning ss Mirage","twinspinning-ss-mirage","footbagmoves"
"paradox","tier2","Blazing Paradox Whirl","blazing-paradox-whirl","footbagmoves"
"paradox","tier2","Bubba Paradox Flail","bubba-paradox-flail","footbagmoves"
"paradox","tier2","Bubba Paradox Symposium Eggbeater","bubba-paradox-symposium-eggbeater","footbagmoves"
"paradox","tier2","Paradox Delusion","paradox-delusion","stanford"
"paradox","tier2","Paradox Dragster","paradox-dragster","stanford"
"paradox","tier2","Paradox Drifter XBD Rake","paradox-drifter-xbd-rake","footbagmoves"
"paradox","tier2","Paradox Merlin","paradox-merlin","footbagmoves"
"paradox","tier2","Paradox Swifter","paradox-swifter","stanford"
"paradox","tier2","Paradox Symposium Whirling Rake","paradox-symposium-whirling-rake","footbagmoves"
"paradox","tier2","Paradox Toxic","paradox-toxic","footbagmoves"
"paradox","tier2","Paradox Whirling Rake","paradox-whirling-rake","footbagmoves"
"paradox","tier2","Pixie Spinning Paradox Blender","pixie-spinning-paradox-blender","footbagmoves"
"paradox","tier2","Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","footbagmoves"
"paradox","tier2","Pixie Spinning Paradox Whirl","pixie-spinning-paradox-whirl","footbagmoves"
"paradox","tier2","Reverse Swirling Paradox Torque","reverse-swirling-paradox-torque","stanford"
"paradox","tier2","Spinning Paradox Miraging Symposium Torque","spinning-paradox-miraging-symposium-torque","footbagmoves"
"paradox","tier2","Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves"
"paradox","tier2","Splicing Paradox Mirage","splicing-paradox-mirage","stanford"
"paradox","tier2","Surging Ducking Paradox Symposium Whirling Rake","surging-ducking-paradox-symposium-whirling-rake","footbagmoves"
"paradox","tier2","Surging Ducking Paradox Torque","surging-ducking-paradox-torque","footbagmoves"
"paradox","tier2","Surging Paradox Blender","surging-paradox-blender","footbagmoves"
"paradox","tier2","Swirling Paradox Mirage","swirling-paradox-mirage","stanford"
"paradox","tier2","Zulu Paradox Drifter","zulu-paradox-drifter","stanford"
"paradox","tier2","Zulu Paradox Mirage","zulu-paradox-mirage","stanford"
"paradox","tier2","Zulu Paradox Whirl","zulu-paradox-whirl","stanford"
"pixie","tier1","Pixie Leg Over","pixie-leg-over","fborg"
"pixie","tier2","Double Pixie","double-pixie","footbagmoves"
"pixie","tier2","double-dex ""Pixie","double-dex-pixie","passback"
"pixie","tier2","Pixie Blacula","pixie-blacula","stanford"
"pixie","tier2","Pixie Clipper","pixie-clipper","stanford"
"pixie","tier2","Pixie Da Da Curve","pixie-da-da-curve","stanford"
"pixie","tier2","Pixie Diving Butterfly","pixie-diving-butterfly","footbagmoves"
"pixie","tier2","Pixie Diving near Butterfly","pixie-diving-near-butterfly","passback"
"pixie","tier2","Pixie DOD","pixie-dod","passback"
"pixie","tier2","Pixie Dolomite","pixie-dolomite","stanford"
"pixie","tier2","Pixie Double Legover","pixie-double-legover","footbagmoves"
"pixie","tier2","Pixie Double Pickup (ss)","pixie-double-pickup","passback"
"pixie","tier2","Pixie Double Switchover","pixie-double-switchover","stanford"
"pixie","tier2","Pixie DSO","pixie-dso","passback"
"pixie","tier2","Pixie Ducking Butterfly","pixie-ducking-butterfly","multi"
"pixie","tier2","Pixie Ducking Double Legover","pixie-ducking-double-legover","footbagmoves"
"pixie","tier2","Pixie Ducking far DLO","pixie-ducking-far-dlo","passback"
"pixie","tier2","Pixie Ducking far Mirage","pixie-ducking-far-mirage","passback"
"pixie","tier2","Pixie Ducking Spinning Toe","pixie-ducking-spinning-toe","footbagmoves"
"pixie","tier2","Pixie far Butterfly","pixie-far-butterfly","passback"
"pixie","tier2","Pixie far DLO","pixie-far-dlo","passback"
"pixie","tier2","Pixie far Double Down","pixie-far-double-down","passback"
"pixie","tier2","Pixie far Drifter","pixie-far-drifter","passback"
"pixie","tier2","Pixie far Eggbeater","pixie-far-eggbeater","passback"
"pixie","tier2","Pixie far Legover","pixie-far-legover","passback"
"pixie","tier2","Pixie far Pickup","pixie-far-pickup","passback"
"pixie","tier2","Pixie far Symp. Eggbeater","pixie-far-symp-eggbeater","passback"
"pixie","tier2","Pixie Grifter","pixie-grifter","stanford"
"pixie","tier2","Pixie Guay","pixie-guay","stanford"
"pixie","tier2","Pixie Gyro Double Legover","pixie-gyro-double-legover","footbagmoves"
"pixie","tier2","Pixie Inspinning","pixie-inspinning","fborg"
"pixie","tier2","Pixie Inward Gyro Mirage","pixie-inward-gyro-mirage","stanford"
"pixie","tier2","Pixie Massacre","pixie-massacre","stanford"
"pixie","tier2","Pixie Merlin","pixie-merlin","stanford"
"pixie","tier2","Pixie Miraging Symposium Miraging Legover","pixie-miraging-symposium-miraging-legover","footbagmoves"
"pixie","tier2","Pixie near Butterfly","pixie-near-butterfly","passback"
"pixie","tier2","Pixie near Double Down","pixie-near-double-down","passback"
"pixie","tier2","Pixie near Drifter","pixie-near-drifter","passback"
"pixie","tier2","Pixie near Legover","pixie-near-legover","passback"
"pixie","tier2","Pixie Pinching","pixie-pinching","fborg"
"pixie","tier2","Pixie Quantum Double Over Down Swirl","pixie-quantum-double-over-down-swirl","footbagmoves"
"pixie","tier2","Pixie Reverse Guay","pixie-reverse-guay","stanford"
"pixie","tier2","Pixie Reverse Swirl","pixie-reverse-swirl","stanford"
"pixie","tier2","Pixie Reverse Whirl","pixie-reverse-whirl","stanford"
"pixie","tier2","Pixie Same Side Illusion","pixie-same-side-illusion","fborg"
"pixie","tier2","Pixie Spinning Double Over Down","pixie-spinning-double-over-down","footbagmoves"
"pixie","tier2","Pixie Spinning Paradox Blender","pixie-spinning-paradox-blender","footbagmoves"
"pixie","tier2","Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","footbagmoves"
"pixie","tier2","Pixie Spinning Paradox Whirl","pixie-spinning-paradox-whirl","footbagmoves"
"pixie","tier2","Pixie ss Barrage","pixie-ss-barrage","stanford"
"pixie","tier2","Pixie ss Blender","pixie-ss-blender","stanford"
"pixie","tier2","Pixie ss Clipper","pixie-ss-clipper","stanford"
"pixie","tier2","Pixie ss Da Da Curve","pixie-ss-da-da-curve","stanford"
"pixie","tier2","Pixie ss DLO","pixie-ss-dlo","stanford"
"pixie","tier2","Pixie ss Double Over Down","pixie-ss-double-over-down","footbagmoves"
"pixie","tier2","Pixie ss Double Switchover","pixie-ss-double-switchover","stanford"
"pixie","tier2","Pixie ss Drifter","pixie-ss-drifter","footbagmoves"
"pixie","tier2","Pixie ss Dyno","pixie-ss-dyno","footbagmoves"
"pixie","tier2","Pixie ss Eggbeater","pixie-ss-eggbeater","stanford"
"pixie","tier2","Pixie ss Flail","pixie-ss-flail","stanford"
"pixie","tier2","Pixie ss Grifter","pixie-ss-grifter","stanford"
"pixie","tier2","Pixie ss Guay","pixie-ss-guay","stanford"
"pixie","tier2","Pixie ss Illusion","pixie-ss-illusion","stanford"
"pixie","tier2","Pixie ss Mirage","pixie-ss-mirage","passback"
"pixie","tier2","Pixie ss Original Tap","pixie-ss-original-tap","footbagmoves"
"pixie","tier2","Pixie ss Osis","pixie-ss-osis","footbagmoves"
"pixie","tier2","Pixie ss Pickup","pixie-ss-pickup","passback"
"pixie","tier2","Pixie ss Reverse Guay","pixie-ss-reverse-guay","stanford"
"pixie","tier2","Pixie ss Reverse Swirl","pixie-ss-reverse-swirl","stanford"
"pixie","tier2","Pixie ss Reverse Whirl","pixie-ss-reverse-whirl","stanford"
"pixie","tier2","Pixie ss Swirl","pixie-ss-swirl","stanford"
"pixie","tier2","Pixie ss Symposium Eggbeater","pixie-ss-symposium-eggbeater","stanford"
"pixie","tier2","Pixie ss Symposium Mirage","pixie-ss-symposium-mirage","stanford"
"pixie","tier2","Pixie ss Symposium Reverse Whirl","pixie-ss-symposium-reverse-whirl","stanford"
"pixie","tier2","Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","stanford"
"pixie","tier2","Pixie ss Torque","pixie-ss-torque","stanford"
"pixie","tier2","Pixie ss Whirl","pixie-ss-whirl","stanford"
"pixie","tier2","Pixie ss XBD Rake","pixie-ss-xbd-rake","stanford"
"pixie","tier2","Pixie Symposium Reverse Whirl","pixie-symposium-reverse-whirl","stanford"
"pixie","tier2","Pixie Symposium Whirling Swirl","pixie-symposium-whirling-swirl","footbagmoves"
"pixie","tier2","Pixie Wonton Butterfly","pixie-wonton-butterfly","footbagmoves"
"pixie","tier2","Pixie Zulu Butterfly","pixie-zulu-butterfly","stanford"
"pixie","tier2","Pixie Zulu Mirage","pixie-zulu-mirage","stanford"
"pixie","tier2","Pixie Zulu Osis","pixie-zulu-osis","stanford"
"pixie","tier2","Pixie Zulu Symposium Mirage","pixie-zulu-symposium-mirage","stanford"
"pixie","tier2","Pixie Zulu Whirl","pixie-zulu-whirl","stanford"
"pixie","tier2","POD, Pixie Over Down","pod-pixie-over-down","passback"
"pixie","tier2","Triple Pixie","triple-pixie","footbagmoves"
"pixie","tier2","triple-dex ""Pixie","triple-dex-pixie","passback"
"quantum","tier2","Pixie Quantum Double Over Down Swirl","pixie-quantum-double-over-down-swirl","footbagmoves"
"quantum","tier2","Quantum far Butterfly","quantum-far-butterfly","passback"
"quantum","tier2","Quantum far Double Down","quantum-far-double-down","passback"
"quantum","tier2","Quantum far Mirage","quantum-far-mirage","passback"
"quantum","tier2","Quantum far Torque","quantum-far-torque","passback"
"quantum","tier2","Quantum Guay","quantum-guay","stanford"
"quantum","tier2","Quantum near Butterfly","quantum-near-butterfly","passback"
"quantum","tier2","Quantum Reverse Guay","quantum-reverse-guay","stanford"
"rail-rooted","tier2","Rail Warrior","rail-warrior","footbagmoves"
"rail-rooted","tier2","Raildown","raildown","footbagmoves"
"rail-rooted","tier2","Railing Butterfly","railing-butterfly","footbagmoves"
"rail-rooted","tier2","Railing Ducking Butterfly","railing-ducking-butterfly","footbagmoves"
"rail-rooted","tier2","Railing Ducking Legover","railing-ducking-legover","footbagmoves"
"rail-rooted","tier2","Railing Ducking Mirage","railing-ducking-mirage","footbagmoves"
"rail-rooted","tier2","Railing Illusion","railing-illusion","footbagmoves"
"rail-rooted","tier2","Railing Legover","railing-legover","footbagmoves"
"rail-rooted","tier2","Railing Mirage","railing-mirage","footbagmoves"
"rail-rooted","tier2","Railing ss Butterfly","railing-ss-butterfly","footbagmoves"
"rail-rooted","tier2","Railing ss Double Legover","railing-ss-double-legover","footbagmoves"
"rail-rooted","tier2","Railing Symposium Mirage","railing-symposium-mirage","footbagmoves"
"rail-rooted","tier2","Railplant","railplant","footbagmoves"
"rail-rooted","tier2","Railwalk","railwalk","footbagmoves"
"spinning","tier1","Inspinning Same Side Butterfly","inspinning-same-side-butterfly","fborg"
"spinning","tier1","Inspinning Same Side Illusion","inspinning-same-side-illusion","fborg"
"spinning","tier1","Inspinning Same Side Mirage","inspinning-same-side-mirage","fborg"
"spinning","tier2","Alpine Spinning Whirl","alpine-spinning-whirl","passback"
"spinning","tier2","Double Spinning Rake","double-spinning-rake","footbagmoves"
"spinning","tier2","Fairy Spinning","fairy-spinning","fborg"
"spinning","tier2","Fairy Spinning Double Over Down","fairy-spinning-double-over-down","footbagmoves"
"spinning","tier2","Fairy Spinning Ducking Osis","fairy-spinning-ducking-osis","stanford"
"spinning","tier2","Fairy Spinning near Barraging far Buterfly","fairy-spinning-near-barraging-far-buterfly","passback"
"spinning","tier2","Gyro, Spinning, Spinning Gyro, Double Spinning","gyro-spinning-spinning-gyro-double-spinning","passback"
"spinning","tier2","Inspinning","inspinning","fborg"
"spinning","tier2","Inspinning Guay","inspinning-guay","stanford"
"spinning","tier2","Inspinning Reverse Guay","inspinning-reverse-guay","stanford"
"spinning","tier2","Pixie Ducking Spinning Toe","pixie-ducking-spinning-toe","footbagmoves"
"spinning","tier2","Pixie Inspinning","pixie-inspinning","fborg"
"spinning","tier2","Pixie Spinning Double Over Down","pixie-spinning-double-over-down","footbagmoves"
"spinning","tier2","Pixie Spinning Paradox Blender","pixie-spinning-paradox-blender","footbagmoves"
"spinning","tier2","Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","footbagmoves"
"spinning","tier2","Pixie Spinning Paradox Whirl","pixie-spinning-paradox-whirl","footbagmoves"
"spinning","tier2","Spinning Diving near Symp. Whirl","spinning-diving-near-symp-whirl","passback"
"spinning","tier2","Spinning DLO","spinning-dlo","stanford"
"spinning","tier2","Spinning Ducking far Blender","spinning-ducking-far-blender","passback"
"spinning","tier2","Spinning Ducking far Drifter","spinning-ducking-far-drifter","passback"
"spinning","tier2","Spinning Ducking far Symp. Whirl","spinning-ducking-far-symp-whirl","passback"
"spinning","tier2","Spinning Ducking far Symp.Torque","spinning-ducking-far-symp-torque","passback"
"spinning","tier2","Spinning Ducking far Whirl","spinning-ducking-far-whirl","passback"
"spinning","tier2","Spinning Ducking Pdx Mirage","spinning-ducking-pdx-mirage","footbagmoves"
"spinning","tier2","Spinning Ducking Superfly","spinning-ducking-superfly","passback"
"spinning","tier2","Spinning far Blender","spinning-far-blender","passback"
"spinning","tier2","Spinning far Double Down","spinning-far-double-down","passback"
"spinning","tier2","Spinning far Drifter","spinning-far-drifter","passback"
"spinning","tier2","Spinning far Miraging Symp. Miraging Refraction","spinning-far-miraging-symp-miraging-refraction","passback"
"spinning","tier2","Spinning far Miraging Symp. Torque","spinning-far-miraging-symp-torque","passback"
"spinning","tier2","Spinning far Motion","spinning-far-motion","passback"
"spinning","tier2","Spinning far Symp. Torque","spinning-far-symp-torque","passback"
"spinning","tier2","Spinning far Symp. Whirl","spinning-far-symp-whirl","passback"
"spinning","tier2","Spinning far Symp. Whirling Swirl","spinning-far-symp-whirling-swirl","passback"
"spinning","tier2","Spinning Flapper","spinning-flapper","stanford"
"spinning","tier2","Spinning Motion","spinning-motion","footbagmoves"
"spinning","tier2","Spinning near Double Down","spinning-near-double-down","passback"
"spinning","tier2","Spinning near Drifter","spinning-near-drifter","passback"
"spinning","tier2","Spinning near Eggbeater","spinning-near-eggbeater","passback"
"spinning","tier2","Spinning near Symp. Flux","spinning-near-symp-flux","passback"
"spinning","tier2","Spinning near Symp. Torque","spinning-near-symp-torque","passback"
"spinning","tier2","Spinning Paradox Miraging Symposium Torque","spinning-paradox-miraging-symposium-torque","footbagmoves"
"spinning","tier2","Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves"
"spinning","tier2","Spinning Pdx DLO","spinning-pdx-dlo","footbagmoves"
"spinning","tier2","Spinning Pdx Drifter","spinning-pdx-drifter","footbagmoves"
"spinning","tier2","Spinning Pdx Illusion","spinning-pdx-illusion","footbagmoves"
"spinning","tier2","Spinning Pdx Mirage","spinning-pdx-mirage","footbagmoves"
"spinning","tier2","Spinning Pdx Whirl","spinning-pdx-whirl","footbagmoves"
"spinning","tier2","Spinning Reverse Guay","spinning-reverse-guay","stanford"
"spinning","tier2","Spinning Reverse Swirl","spinning-reverse-swirl","stanford"
"spinning","tier2","Spinning Reverse Whirl","spinning-reverse-whirl","stanford"
"spinning","tier2","Spinning Swivel","spinning-swivel","stanford"
"spinning","tier2","Spinning Symp Swirl","spinning-symp-swirl","passback"
"spinning","tier2","Spinning Symposium Double Over Down","spinning-symposium-double-over-down","footbagmoves"
"spinning","tier2","Spinning Symposium Down Double Down","spinning-symposium-down-double-down","fborg"
"spinning","tier2","Spinning Tomahawk","spinning-tomahawk","passback"
"spinning","tier2","Spinning Whirling Swirl","spinning-whirling-swirl","stanford"
"spinning","tier2","Spinning XBD Rake","spinning-xbd-rake","stanford"
"spinning","tier2","Spinning Zulu Butterfly","spinning-zulu-butterfly","stanford"
"spinning","tier2","Toe set Spinning Double Over Down","toe-set-spinning-double-over-down","footbagmoves"
"spinning","tier2","Toe Spinning near Torque","toe-spinning-near-torque","passback"
"spinning","tier2","Toe Spinning Toe","toe-spinning-toe","passback"
"spinning","tier2","Twinspinning Illusion","twinspinning-illusion","stanford"
"spinning","tier2","Twinspinning Legover","twinspinning-legover","stanford"
"spinning","tier2","Twinspinning Pickup","twinspinning-pickup","stanford"
"spinning","tier2","Twinspinning ss Mirage","twinspinning-ss-mirage","footbagmoves"
"stepping","tier2","Dragon set Stepping op Firewalk","dragon-set-stepping-op-firewalk","footbagmoves"
"stepping","tier2","Stepping Baroque","stepping-baroque","stanford"
"stepping","tier2","Stepping Blender (same side)","stepping-blender","footbagmoves"
"stepping","tier2","Stepping Butterfly (same side)","stepping-butterfly-same-side","footbagmoves"
"stepping","tier2","Stepping Butterfly Reverse Swirl","stepping-butterfly-reverse-swirl","stanford"
"stepping","tier2","Stepping Clipper (same side)","stepping-clipper","multi"
"stepping","tier2","Stepping Diving Butterfly","stepping-diving-butterfly","footbagmoves"
"stepping","tier2","Stepping Diving Double Legover","stepping-diving-double-legover","footbagmoves"
"stepping","tier2","Stepping Diving Mirage","stepping-diving-mirage","stanford"
"stepping","tier2","Stepping Diving ss Butterfly","stepping-diving-ss-butterfly","passback"
"stepping","tier2","Stepping Double Legover","stepping-double-legover","footbagmoves"
"stepping","tier2","Stepping Ducking DLO","stepping-ducking-dlo","footbagmoves"
"stepping","tier2","Stepping Ducking Far Butterfly","stepping-ducking-far-butterfly","footbagmoves"
"stepping","tier2","Stepping Ducking Far Butterfly Swirl","stepping-ducking-far-butterfly-swirl","footbagmoves"
"stepping","tier2","Stepping Ducking far Double Down","stepping-ducking-far-double-down","passback"
"stepping","tier2","Stepping Ducking Far Double Over Down","stepping-ducking-far-double-over-down","footbagmoves"
"stepping","tier2","Stepping Ducking Far Double Pickup","stepping-ducking-far-double-pickup","footbagmoves"
"stepping","tier2","Stepping Ducking far Drifter","stepping-ducking-far-drifter","passback"
"stepping","tier2","Stepping Ducking far Grifter","stepping-ducking-far-grifter","passback"
"stepping","tier2","Stepping Ducking Far Motion","stepping-ducking-far-motion","footbagmoves"
"stepping","tier2","Stepping Ducking far Swivel","stepping-ducking-far-swivel","passback"
"stepping","tier2","Stepping Ducking far Symp. Eggbeater","stepping-ducking-far-symp-eggbeater","passback"
"stepping","tier2","Stepping Ducking Pdx Illusion","stepping-ducking-pdx-illusion","footbagmoves"
"stepping","tier2","Stepping far Barrage","stepping-far-barrage","passback"
"stepping","tier2","Stepping far Blender","stepping-far-blender","passback"
"stepping","tier2","Stepping Far Butterfly","stepping-far-butterfly","multi"
"stepping","tier2","Stepping Far Butterfly Swirl","stepping-far-butterfly-swirl","multi"
"stepping","tier2","Stepping far Clipper","stepping-far-clipper","footbagmoves"
"stepping","tier2","Stepping far DLO","stepping-far-dlo","passback"
"stepping","tier2","Stepping far Double Down","stepping-far-double-down","passback"
"stepping","tier2","Stepping Far Dyno","stepping-far-dyno","multi"
"stepping","tier2","Stepping far Eggbeater","stepping-far-eggbeater","passback"
"stepping","tier2","Stepping far Illusion","stepping-far-illusion","passback"
"stepping","tier2","Stepping far Mirage","stepping-far-mirage","passback"
"stepping","tier2","Stepping Far Motion","stepping-far-motion","multi"
"stepping","tier2","Stepping far Swirl","stepping-far-swirl","passback"
"stepping","tier2","Stepping far Symp. Double Down","stepping-far-symp-double-down","passback"
"stepping","tier2","Stepping far Symp. Whirl","stepping-far-symp-whirl","passback"
"stepping","tier2","Stepping Grifter","stepping-grifter","stanford"
"stepping","tier2","Stepping Guay","stepping-guay","stanford"
"stepping","tier2","Stepping Illusion (same side)","stepping-illusion","footbagmoves"
"stepping","tier2","Stepping Legover (same side)","stepping-legover","footbagmoves"
"stepping","tier2","Stepping Massacre","stepping-massacre","stanford"
"stepping","tier2","Stepping Mirage (same side)","stepping-mirage","footbagmoves"
"stepping","tier2","Stepping near Butterfly","stepping-near-butterfly","passback"
"stepping","tier2","Stepping near Butterfly Swirl","stepping-near-butterfly-swirl","passback"
"stepping","tier2","Stepping near Double Down","stepping-near-double-down","passback"
"stepping","tier2","Stepping near Drifter","stepping-near-drifter","passback"
"stepping","tier2","Stepping near Legover","stepping-near-legover","passback"
"stepping","tier2","Stepping near Torque","stepping-near-torque","passback"
"stepping","tier2","Stepping Pdx Torque","stepping-pdx-torque","footbagmoves"
"stepping","tier2","Stepping Reverse Guay","stepping-reverse-guay","stanford"
"stepping","tier2","Stepping Reverse Swirl","stepping-reverse-swirl","stanford"
"stepping","tier2","Zipper Stepping Op Butterfly Zipper","zipper-stepping-op-butterfly-zipper","footbagmoves"
"symposium","tier1","Backside Symposium Smear","backside-symposium-smear","fborg"
"symposium","tier1","Backside Symposium Toe Blizzard","backside-symposium-toe-blizzard","fborg"
"symposium","tier1","Symposium Whirling Swirl","symposium-whirling-swirl","fborg"
"symposium","tier2","Atomic far Symp. Double Down","atomic-far-symp-double-down","passback"
"symposium","tier2","Atomic far Symp. Whirl","atomic-far-symp-whirl","passback"
"symposium","tier2","Atomic os Symposium Double Over Down","atomic-os-symposium-double-over-down","footbagmoves"
"symposium","tier2","Atomic Symposium Mirage","atomic-symposium-mirage","footbagmoves"
"symposium","tier2","Atomic Symposium Whirl","atomic-symposium-whirl","footbagmoves"
"symposium","tier2","Baragging far Symp. Mirage","baragging-far-symp-mirage","passback"
"symposium","tier2","Blazing Symposium Mirage","blazing-symposium-mirage","stanford"
"symposium","tier2","Bubba Paradox Symposium Eggbeater","bubba-paradox-symposium-eggbeater","footbagmoves"
"symposium","tier2","Butterfly Symp. Blink","butterfly-symp-blink","passback"
"symposium","tier2","Butterfly Symp. Twisting near Toe","butterfly-symp-twisting-near-toe","passback"
"symposium","tier2","Butterflying Symposium Reverse Swirling Toe","butterflying-symposium-reverse-swirling-toe","footbagmoves"
"symposium","tier2","Clipper Ducking far Symp. Whirl","clipper-ducking-far-symp-whirl","passback"
"symposium","tier2","Clipper far (downtime) Miraging Symp. Mirage","clipper-far-downtime-miraging-symp-mirage","passback"
"symposium","tier2","Clipper far Symp. Double Down","clipper-far-symp-double-down","passback"
"symposium","tier2","Clipper near Symp. Double Down","clipper-near-symp-double-down","passback"
"symposium","tier2","Clipper set ss Symposium Double Over Down","clipper-set-ss-symposium-double-over-down","footbagmoves"
"symposium","tier2","Diving Symposium Mirage","diving-symposium-mirage","stanford"
"symposium","tier2","Ducking Far Symposium Reverse Whirl","ducking-far-symposium-reverse-whirl","stanford"
"symposium","tier2","Fairy Spyro Symposium Torque","fairy-spyro-symposium-torque","footbagmoves"
"symposium","tier2","Fairy ss Symposium Mirage","fairy-ss-symposium-mirage","stanford"
"symposium","tier2","Fairy ss Symposium Whirl","fairy-ss-symposium-whirl","stanford"
"symposium","tier2","Far Symposium Reverse Whirl","far-symposium-reverse-whirl","stanford"
"symposium","tier2","Far Whirling Bent Symposium Swirling Osis","far-whirling-bent-symposium-swirling-osis","footbagmoves"
"symposium","tier2","Flailing far Symp. Mirage","flailing-far-symp-mirage","passback"
"symposium","tier2","Flailing ss Symposium Double Legover","flailing-ss-symposium-double-legover","footbagmoves"
"symposium","tier2","Flailing ss Symposium Double Over Down","flailing-ss-symposium-double-over-down","footbagmoves"
"symposium","tier2","Flailing ss Symposium Eggbeater","flailing-ss-symposium-eggbeater","footbagmoves"
"symposium","tier2","Flailing ss Symposium Mirage","flailing-ss-symposium-mirage","footbagmoves"
"symposium","tier2","Flailing ss Symposium Whirl","flailing-ss-symposium-whirl","stanford"
"symposium","tier2","Flailing Symposium Mirage","flailing-symposium-mirage","footbagmoves"
"symposium","tier2","Full Symp. Atomsmasher","full-symp-atomsmasher","passback"
"symposium","tier2","Inward Gyro Symposium Mirage","inward-gyro-symposium-mirage","stanford"
"symposium","tier2","Miraging far Symp. Butterfly","miraging-far-symp-butterfly","passback"
"symposium","tier2","Miraging far Symp. Double Down","miraging-far-symp-double-down","passback"
"symposium","tier2","Miraging far Symp. Whirl","miraging-far-symp-whirl","passback"
"symposium","tier2","Miraging Symp. Eggbeater","miraging-symp-eggbeater","passback"
"symposium","tier2","Miraging Symp. Illusion","miraging-symp-illusion","passback"
"symposium","tier2","Miraging Symp.Mirage","miraging-symp-mirage","passback"
