"name","slug","governance_state","category","source_corpus","ecosystems","parent_family","completeness","publication_status","parse_confidence","add_confidence"
"Atomic far Double Down","atomic-far-double-down","3 Observationally represented","C","passback","atomic|dlo-double-down","","name-only","","",""
"Atomic far Eggbeater","atomic-far-eggbeater","3 Observationally represented","A","passback","atomic","","name-only","","",""
"Atomic far Mirage","atomic-far-mirage","3 Observationally represented","A","passback","atomic","","name-only","","",""
"Atomic far Symp. Double Down","atomic-far-symp-double-down","3 Observationally represented","C","passback","symposium|atomic|dlo-double-down","","name-only","","",""
"Atomic far Symp. Whirl","atomic-far-symp-whirl","3 Observationally represented","A","passback","symposium|atomic|whirl-swirl","","name-only","","",""
"Atomic far Whirl","atomic-far-whirl","3 Observationally represented","A","passback","atomic|whirl-swirl","","name-only","","",""
"Atomic Gyro Torque","atomic-gyro-torque","3 Observationally represented","A","passback","gyro-spyro|atomic|blender-torque","","name-only","","",""
"Atomic near Butterfly","atomic-near-butterfly","3 Observationally represented","A","passback","atomic","","name-only","","",""
"Atomic near Mirage","atomic-near-mirage","3 Observationally represented","A","passback","atomic","","name-only","","",""
"Baragging far Symp. Mirage","baragging-far-symp-mirage","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Barraging far DLO","barraging-far-dlo","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Barraging far Double Down","barraging-far-double-down","3 Observationally represented","C","passback","dlo-double-down","","name-only","","",""
"Barraging far Whirl","barraging-far-whirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Barraging near Double Down","barraging-near-double-down","3 Observationally represented","C","passback","dlo-double-down","","name-only","","",""
"Butterfly Gyro Toe","butterfly-gyro-toe","3 Observationally represented","A","passback","gyro-spyro","","name-only","","",""
"Butterfly Symp. Blink","butterfly-symp-blink","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Butterfly Symp. Twisting near Toe","butterfly-symp-twisting-near-toe","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Cardinal Swirl, Tripstein","cardinal-swirl-tripstein","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Clipper Diving near Whirl","clipper-diving-near-whirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Clipper Ducking far Blender","clipper-ducking-far-blender","3 Observationally represented","A","passback","ducking|blender-torque","","name-only","","",""
"Clipper Ducking far Double Down","clipper-ducking-far-double-down","3 Observationally represented","C","passback","ducking|dlo-double-down","","name-only","","",""
"Clipper Ducking far Drifter","clipper-ducking-far-drifter","3 Observationally represented","A","passback","ducking","","name-only","","",""
"Clipper Ducking far Symp. Whirl","clipper-ducking-far-symp-whirl","3 Observationally represented","A","passback","ducking|symposium|whirl-swirl","","name-only","","",""
"Clipper Ducking far Whirl","clipper-ducking-far-whirl","3 Observationally represented","A","passback","ducking|whirl-swirl","","name-only","","",""
"Clipper far (downtime) Miraging Symp. Mirage","clipper-far-downtime-miraging-symp-mirage","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Clipper far Double Down","clipper-far-double-down","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Clipper far DSO","clipper-far-dso","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Clipper far Symp Whirl","clipper-far-symp-whirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Clipper far Symp. Double Down","clipper-far-symp-double-down","3 Observationally represented","A","passback","symposium|dlo-double-down","","name-only","","",""
"Clipper near Double Down","clipper-near-double-down","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Clipper near Symp. Double Down","clipper-near-symp-double-down","3 Observationally represented","A","passback","symposium|dlo-double-down","","name-only","","",""
"DLO (""dee-ell-oh""), Double Legover","dlo-dee-ell-oh-double-legover","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"double-dex ""Pixie","double-dex-pixie","3 Observationally represented","A","passback","pixie","","name-only","","",""
"double-dex Swirl","double-dex-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"double-dex Torque","double-dex-torque","3 Observationally represented","A","passback","blender-torque","","name-only","","",""
"double-dex Whirl","double-dex-whirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Double Down","double-down","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Double Down near Osis","double-down-near-osis","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Drifter Rake","drifter-rake","3 Observationally represented","A","passback","dragon-rake","","name-only","","",""
"DSO, Double Switch, Double Switchover","dso-double-switch-double-switchover","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Fairy Beater, Shutdown","fairy-beater-shutdown","3 Observationally represented","A","passback","fairy","","name-only","","",""
"Fairy far Butterfly","fairy-far-butterfly","3 Observationally represented","A","passback","fairy","","name-only","","",""
"Fairy far Illusion","fairy-far-illusion","3 Observationally represented","A","passback","fairy","","name-only","","",""
"Fairy far Mirage","fairy-far-mirage","3 Observationally represented","A","passback","fairy","","name-only","","",""
"Fairy Gyro Janiwalker","fairy-gyro-janiwalker","3 Observationally represented","A","passback","fairy|gyro-spyro","","name-only","","",""
"Fairy Gyro Torque","fairy-gyro-torque","3 Observationally represented","A","passback","fairy|gyro-spyro|blender-torque","","name-only","","",""
"Fairy near Pickup","fairy-near-pickup","3 Observationally represented","A","passback","fairy","","name-only","","",""
"Fairy near Swirling near Swirl","fairy-near-swirling-near-swirl","3 Observationally represented","A","passback","fairy|whirl-swirl","","name-only","","",""
"Fairy Ripstein","fairy-ripstein","3 Observationally represented","A","passback","fairy","","name-only","","",""
"Fairy Spinning near Barraging far Buterfly","fairy-spinning-near-barraging-far-buterfly","3 Observationally represented","C","passback","fairy|spinning","","name-only","","",""
"Fairy ss Legover","fairy-ss-legover","3 Observationally represented","A","passback","fairy","","name-only","","",""
"Flailing far Symp. Mirage","flailing-far-symp-mirage","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Frantic far Double Down Swirl","frantic-far-double-down-swirl","3 Observationally represented","A","passback","whirl-swirl|dlo-double-down","","name-only","","",""
"Full Symp. Atomsmasher","full-symp-atomsmasher","3 Observationally represented","A","passback","symposium|atomic","","name-only","","",""
"GDLO (""gee-dee-ell-oh""), Whale Tail","gdlo-gee-dee-ell-oh-whale-tail","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Gryo DLO","gryo-dlo","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Gyro, Spinning, Spinning Gyro, Double Spinning","gyro-spinning-spinning-gyro-double-spinning","3 Observationally represented","C","passback","spinning|gyro-spyro","","name-only","","",""
"Miraging far Symp. Butterfly","miraging-far-symp-butterfly","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Miraging far Symp. Double Down","miraging-far-symp-double-down","3 Observationally represented","C","passback","symposium|dlo-double-down","","name-only","","",""
"Miraging far Symp. Whirl","miraging-far-symp-whirl","3 Observationally represented","A","passback","symposium|whirl-swirl","","name-only","","",""
"Miraging Symp. Eggbeater","miraging-symp-eggbeater","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Miraging Symp. Illusion","miraging-symp-illusion","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Miraging Symp.Mirage","miraging-symp-mirage","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Pdx Symp Whirl","pdx-symp-whirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Phasing near Swirl","phasing-near-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Pixie Diving near Butterfly","pixie-diving-near-butterfly","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie DOD","pixie-dod","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie Ducking far DLO","pixie-ducking-far-dlo","3 Observationally represented","C","passback","ducking|pixie|dlo-double-down","","name-only","","",""
"Pixie Ducking far Mirage","pixie-ducking-far-mirage","3 Observationally represented","C","passback","ducking|pixie","","name-only","","",""
"Pixie far Butterfly","pixie-far-butterfly","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie far DLO","pixie-far-dlo","3 Observationally represented","A","passback","pixie|dlo-double-down","","name-only","","",""
"Pixie far Double Down","pixie-far-double-down","3 Observationally represented","C","passback","pixie|dlo-double-down","","name-only","","",""
"Pixie far Drifter","pixie-far-drifter","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie far Eggbeater","pixie-far-eggbeater","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie far Legover","pixie-far-legover","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie far Pickup","pixie-far-pickup","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie far Symp. Eggbeater","pixie-far-symp-eggbeater","3 Observationally represented","A","passback","pixie|symposium","","name-only","","",""
"Pixie near Butterfly","pixie-near-butterfly","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie near Double Down","pixie-near-double-down","3 Observationally represented","C","passback","pixie|dlo-double-down","","name-only","","",""
"Pixie near Drifter","pixie-near-drifter","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie near Legover","pixie-near-legover","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie ss Mirage","pixie-ss-mirage","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Pixie ss Pickup","pixie-ss-pickup","3 Observationally represented","A","passback","pixie","","name-only","","",""
"POD, Pixie Over Down","pod-pixie-over-down","3 Observationally represented","A","passback","pixie","","name-only","","",""
"Quantum far Butterfly","quantum-far-butterfly","3 Observationally represented","A","passback","quantum","","name-only","","",""
"Quantum far Double Down","quantum-far-double-down","3 Observationally represented","C","passback","quantum|dlo-double-down","","name-only","","",""
"Quantum far Mirage","quantum-far-mirage","3 Observationally represented","A","passback","quantum","","name-only","","",""
"Quantum far Torque","quantum-far-torque","3 Observationally represented","A","passback","quantum|blender-torque","","name-only","","",""
"Quantum near Butterfly","quantum-near-butterfly","3 Observationally represented","A","passback","quantum","","name-only","","",""
"Rake, Xbd Rake","rake-xbd-rake","3 Observationally represented","A","passback","dragon-rake","","name-only","","",""
"Rev. Swirl","rev-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Ripwalk Swirl","ripwalk-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Sidewalk Swirl","sidewalk-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Spinning Diving near Symp. Whirl","spinning-diving-near-symp-whirl","3 Observationally represented","A","passback","symposium|spinning|whirl-swirl","","name-only","","",""
"Spinning Ducking far Blender","spinning-ducking-far-blender","3 Observationally represented","C","passback","ducking|spinning|blender-torque","","name-only","","",""
"Spinning Ducking far Drifter","spinning-ducking-far-drifter","3 Observationally represented","C","passback","ducking|spinning","","name-only","","",""
"Spinning Ducking far Symp. Whirl","spinning-ducking-far-symp-whirl","3 Observationally represented","C","passback","ducking|symposium|spinning|whirl-swirl","","name-only","","",""
"Spinning Ducking far Symp.Torque","spinning-ducking-far-symp-torque","3 Observationally represented","C","passback","ducking|symposium|spinning|blender-torque","","name-only","","",""
"Spinning Ducking far Whirl","spinning-ducking-far-whirl","3 Observationally represented","C","passback","ducking|spinning|whirl-swirl","","name-only","","",""
"Spinning Ducking Superfly","spinning-ducking-superfly","3 Observationally represented","A","passback","ducking|spinning","","name-only","","",""
"Spinning far Blender","spinning-far-blender","3 Observationally represented","A","passback","spinning|blender-torque","","name-only","","",""
"Spinning far Double Down","spinning-far-double-down","3 Observationally represented","C","passback","spinning|dlo-double-down","","name-only","","",""
"Spinning far Drifter","spinning-far-drifter","3 Observationally represented","A","passback","spinning","","name-only","","",""
"Spinning far Miraging Symp. Miraging Refraction","spinning-far-miraging-symp-miraging-refraction","3 Observationally represented","C","passback","symposium|spinning","","name-only","","",""
"Spinning far Miraging Symp. Torque","spinning-far-miraging-symp-torque","3 Observationally represented","C","passback","symposium|spinning|blender-torque","","name-only","","",""
"Spinning far Motion","spinning-far-motion","3 Observationally represented","A","passback","spinning","","name-only","","",""
"Spinning far Symp. Torque","spinning-far-symp-torque","3 Observationally represented","A","passback","symposium|spinning|blender-torque","","name-only","","",""
"Spinning far Symp. Whirl","spinning-far-symp-whirl","3 Observationally represented","A","passback","symposium|spinning|whirl-swirl","","name-only","","",""
"Spinning far Symp. Whirling Swirl","spinning-far-symp-whirling-swirl","3 Observationally represented","C","passback","symposium|spinning|whirl-swirl","","name-only","","",""
"Spinning near Double Down","spinning-near-double-down","3 Observationally represented","C","passback","spinning|dlo-double-down","","name-only","","",""
"Spinning near Drifter","spinning-near-drifter","3 Observationally represented","A","passback","spinning","","name-only","","",""
"Spinning near Eggbeater","spinning-near-eggbeater","3 Observationally represented","A","passback","spinning","","name-only","","",""
"Spinning near Symp. Flux","spinning-near-symp-flux","3 Observationally represented","A","passback","symposium|spinning","","name-only","","",""
"Spinning near Symp. Torque","spinning-near-symp-torque","3 Observationally represented","A","passback","symposium|spinning|blender-torque","","name-only","","",""
"Spinning Tomahawk","spinning-tomahawk","3 Observationally represented","A","passback","spinning","","name-only","","",""
"Stepping Diving ss Butterfly","stepping-diving-ss-butterfly","3 Observationally represented","A","passback","stepping","","name-only","","",""
"Stepping Ducking far Double Down","stepping-ducking-far-double-down","3 Observationally represented","C","passback","ducking|stepping|dlo-double-down","","name-only","","",""
"Stepping Ducking far Drifter","stepping-ducking-far-drifter","3 Observationally represented","C","passback","ducking|stepping","","name-only","","",""
"Stepping Ducking far Grifter","stepping-ducking-far-grifter","3 Observationally represented","C","passback","ducking|stepping","","name-only","","",""
"Stepping Ducking far Swivel","stepping-ducking-far-swivel","3 Observationally represented","C","passback","ducking|stepping","","name-only","","",""
"Stepping Ducking far Symp. Eggbeater","stepping-ducking-far-symp-eggbeater","3 Observationally represented","C","passback","ducking|stepping|symposium","","name-only","","",""
"Stepping far Barrage","stepping-far-barrage","3 Observationally represented","A","passback","stepping","","name-only","","",""
"Stepping far Blender","stepping-far-blender","3 Observationally represented","A","passback","stepping|blender-torque","","name-only","","",""
"Stepping far DLO","stepping-far-dlo","3 Observationally represented","A","passback","stepping|dlo-double-down","","name-only","","",""
"Stepping far Double Down","stepping-far-double-down","3 Observationally represented","C","passback","stepping|dlo-double-down","","name-only","","",""
"Stepping far Eggbeater","stepping-far-eggbeater","3 Observationally represented","A","passback","stepping","","name-only","","",""
"Stepping far Illusion","stepping-far-illusion","3 Observationally represented","A","passback","stepping","","name-only","","",""
"Stepping far Mirage","stepping-far-mirage","3 Observationally represented","A","passback","stepping","","name-only","","",""
"Stepping far Swirl","stepping-far-swirl","3 Observationally represented","A","passback","stepping|whirl-swirl","","name-only","","",""
"Stepping far Symp. Double Down","stepping-far-symp-double-down","3 Observationally represented","C","passback","stepping|symposium|dlo-double-down","","name-only","","",""
"Stepping far Symp. Whirl","stepping-far-symp-whirl","3 Observationally represented","A","passback","stepping|symposium|whirl-swirl","","name-only","","",""
"Stepping near Butterfly","stepping-near-butterfly","3 Observationally represented","A","passback","stepping","","name-only","","",""
"Stepping near Butterfly Swirl","stepping-near-butterfly-swirl","3 Observationally represented","A","passback","stepping|whirl-swirl","","name-only","","",""
"Stepping near Double Down","stepping-near-double-down","3 Observationally represented","C","passback","stepping|dlo-double-down","","name-only","","",""
"Stepping near Drifter","stepping-near-drifter","3 Observationally represented","A","passback","stepping","","name-only","","",""
"Stepping near Legover","stepping-near-legover","3 Observationally represented","A","passback","stepping","","name-only","","",""
"Stepping near Torque","stepping-near-torque","3 Observationally represented","A","passback","stepping|blender-torque","","name-only","","",""
"Surging Ducking far Blender","surging-ducking-far-blender","3 Observationally represented","C","passback","ducking|blender-torque","","name-only","","",""
"Surging far Double Down","surging-far-double-down","3 Observationally represented","C","passback","dlo-double-down","","name-only","","",""
"Surging far Whirl","surging-far-whirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Swirling Gyro Inside Stall","swirling-gyro-inside-stall","3 Observationally represented","A","passback","gyro-spyro|whirl-swirl","","name-only","","",""
"Swirling near Swirl","swirling-near-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Symp. Atomic far Butterfly","symp-atomic-far-butterfly","3 Observationally represented","A","passback","symposium|atomic","","name-only","","",""
"Symp. Butterfly Swirl","symp-butterfly-swirl","3 Observationally represented","A","passback","symposium|whirl-swirl","","name-only","","",""
"Symp. DDD","symp-ddd","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Symp. DLO","symp-dlo","3 Observationally represented","A","passback","symposium|dlo-double-down","","name-only","","",""
"Symp. Eggbeating Mirage","symp-eggbeating-mirage","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Symp. Illusion","symp-illusion","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Symp. Marius","symp-marius","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Symp. Miraging far Mirage","symp-miraging-far-mirage","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Symp. Mobius","symp-mobius","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Symp. Swirling Gyro Inside","symp-swirling-gyro-inside","3 Observationally represented","A","passback","symposium|gyro-spyro|whirl-swirl","","name-only","","",""
"Symp. Tomahwak","symp-tomahwak","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Symp. Twirl","symp-twirl","3 Observationally represented","A","passback","symposium","","name-only","","",""
"Symp. Whirling far Mirage","symp-whirling-far-mirage","3 Observationally represented","A","passback","symposium|whirl-swirl","","name-only","","",""
"Tapping Double Down","tapping-double-down","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Terrawhirl","terrawhirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Toe far Double Down","toe-far-double-down","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Toe far Symp. Double Down","toe-far-symp-double-down","3 Observationally represented","A","passback","symposium|dlo-double-down","","name-only","","",""
"Toe near Double Down","toe-near-double-down","3 Observationally represented","A","passback","dlo-double-down","","name-only","","",""
"Toe near Symp. Double Down","toe-near-symp-double-down","3 Observationally represented","A","passback","symposium|dlo-double-down","","name-only","","",""
"Toe Spinning near Torque","toe-spinning-near-torque","3 Observationally represented","A","passback","spinning|blender-torque","","name-only","","",""
"Toe ss Symp Swirl","toe-ss-symp-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Torque Dyno","torque-dyno","3 Observationally represented","A","passback","blender-torque","","name-only","","",""
"triple-dex ""Pixie","triple-dex-pixie","3 Observationally represented","A","passback","pixie","","name-only","","",""
"triple-dex Swirl","triple-dex-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Whirling far Mirage","whirling-far-mirage","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Whirling far Whirl","whirling-far-whirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Whirling near Whip","whirling-near-whip","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Whirlwind Swirl","whirlwind-swirl","3 Observationally represented","A","passback","whirl-swirl","","name-only","","",""
"Arctic Whirl","arctic-whirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Atomic Blender","atomic-blender","3 Observationally represented","A","stanford","atomic|blender-torque","","name-only","","",""
"Atomic Ducking Mirage (Rasmus) (Skull Smasher)","atomic-ducking-mirage-rasmus-skull-smasher","3 Observationally represented","A","stanford","ducking|atomic","","name-only","","",""
"Atomic Ducking Whirl (Ego) (Tamboura)","atomic-ducking-whirl-ego-tamboura","3 Observationally represented","A","stanford","ducking|atomic|whirl-swirl","","name-only","","",""
"Atomic Guay","atomic-guay","3 Observationally represented","A","stanford","atomic","","name-only","","",""
"Atomic Reverse Guay","atomic-reverse-guay","3 Observationally represented","A","stanford","atomic","","name-only","","",""
"Atomic Reverse Swirl","atomic-reverse-swirl","3 Observationally represented","A","stanford","atomic|whirl-swirl","","name-only","","",""
"Atomic Swirl","atomic-swirl","3 Observationally represented","A","stanford","atomic|whirl-swirl","","name-only","","",""
"Atomic Zulu Mirage","atomic-zulu-mirage","3 Observationally represented","A","stanford","atomic","","name-only","","",""
"Barfly Reverse Swirl","barfly-reverse-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Blazing Symposium Mirage","blazing-symposium-mirage","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Blazing Torque","blazing-torque","3 Observationally represented","A","stanford","blender-torque","","name-only","","",""
"Butterfly Reverse Swirl","butterfly-reverse-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Butterfly XBD Rake","butterfly-xbd-rake","3 Observationally represented","A","stanford","dragon-rake","","name-only","","",""
"Da Da Curve Swirl","da-da-curve-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Da Da Curve XBD Rake","da-da-curve-xbd-rake","3 Observationally represented","A","stanford","dragon-rake","","name-only","","",""
"Diving Eclipse","diving-eclipse","3 Observationally represented","A","stanford","eclipse-hop-over","","name-only","","",""
"Diving Reverse Swirl","diving-reverse-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Diving Swirl","diving-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Diving Symposium Mirage","diving-symposium-mirage","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"DOD Reverse Swirl","dod-reverse-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"DOD Swirl","dod-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Ducking DLO","ducking-dlo","3 Observationally represented","A","stanford","ducking|dlo-double-down","","name-only","","",""
"Ducking Far Legover","ducking-far-legover","3 Observationally represented","A","stanford","ducking","","name-only","","",""
"Ducking Far Osis","ducking-far-osis","3 Observationally represented","A","stanford","ducking","","name-only","","",""
"Ducking Far Pickup","ducking-far-pickup","3 Observationally represented","A","stanford","ducking","","name-only","","",""
"Ducking Far Symposium Reverse Whirl","ducking-far-symposium-reverse-whirl","3 Observationally represented","C","stanford","ducking|symposium|whirl-swirl","","name-only","","",""
"Ducking Reverse Guay","ducking-reverse-guay","3 Observationally represented","A","stanford","ducking","","name-only","","",""
"Fairy DOD","fairy-dod","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy Ducking DLO","fairy-ducking-dlo","3 Observationally represented","A","stanford","ducking|fairy|dlo-double-down","","name-only","","",""
"Fairy Ducking Mirage (Guillotine) (Cower)","fairy-ducking-mirage-guillotine-cower","3 Observationally represented","A","stanford","ducking|fairy","","name-only","","",""
"Fairy Guay","fairy-guay","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy Gyro Drifter","fairy-gyro-drifter","3 Observationally represented","A","stanford","fairy|gyro-spyro","","name-only","","",""
"Fairy Reverse Guay","fairy-reverse-guay","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy Reverse Swirl","fairy-reverse-swirl","3 Observationally represented","A","stanford","fairy|whirl-swirl","","name-only","","",""
"Fairy Reverse Whirl","fairy-reverse-whirl","3 Observationally represented","A","stanford","fairy|whirl-swirl","","name-only","","",""
"Fairy Spinning Ducking Osis","fairy-spinning-ducking-osis","3 Observationally represented","C","stanford","ducking|fairy|spinning","","name-only","","",""
"Fairy ss Barrage","fairy-ss-barrage","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy ss Blender","fairy-ss-blender","3 Observationally represented","A","stanford","fairy|blender-torque","","name-only","","",""
"Fairy ss Clipper","fairy-ss-clipper","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy ss Double Pickup","fairy-ss-double-pickup","3 Observationally represented","C","stanford","fairy","","name-only","","",""
"Fairy ss Dyno","fairy-ss-dyno","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy ss Guay","fairy-ss-guay","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy ss Illusion","fairy-ss-illusion","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy ss Mirage","fairy-ss-mirage","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy ss Reverse Guay","fairy-ss-reverse-guay","3 Observationally represented","C","stanford","fairy","","name-only","","",""
"Fairy ss Reverse Swirl","fairy-ss-reverse-swirl","3 Observationally represented","C","stanford","fairy|whirl-swirl","","name-only","","",""
"Fairy ss Reverse Whirl","fairy-ss-reverse-whirl","3 Observationally represented","C","stanford","fairy|whirl-swirl","","name-only","","",""
"Fairy ss Swirl","fairy-ss-swirl","3 Observationally represented","A","stanford","fairy|whirl-swirl","","name-only","","",""
"Fairy ss Symposium Mirage","fairy-ss-symposium-mirage","3 Observationally represented","C","stanford","fairy|symposium","","name-only","","",""
"Fairy ss Symposium Whirl","fairy-ss-symposium-whirl","3 Observationally represented","C","stanford","fairy|symposium|whirl-swirl","","name-only","","",""
"Fairy ss Whirl","fairy-ss-whirl","3 Observationally represented","A","stanford","fairy|whirl-swirl","","name-only","","",""
"Fairy Torque (Forque) (Ferocious)","fairy-torque-forque-ferocious","3 Observationally represented","A","stanford","fairy|blender-torque","","name-only","","",""
"Fairy Zulu Butterfly","fairy-zulu-butterfly","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Fairy Zulu Mirage","fairy-zulu-mirage","3 Observationally represented","A","stanford","fairy","","name-only","","",""
"Far Crossbody Rake","far-crossbody-rake","3 Observationally represented","A","stanford","dragon-rake","","name-only","","",""
"Far Reverse Swirl","far-reverse-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Far Swirl","far-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Far Symposium Reverse Whirl","far-symposium-reverse-whirl","3 Observationally represented","C","stanford","symposium|whirl-swirl","","name-only","","",""
"Flailing ss Symposium Whirl","flailing-ss-symposium-whirl","3 Observationally represented","A","stanford","symposium|whirl-swirl","","name-only","","",""
"Gyro Baroque","gyro-baroque","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Gyro Diving Butterfly","gyro-diving-butterfly","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Gyro Diving Clipper","gyro-diving-clipper","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Gyro Reverse Guay","gyro-reverse-guay","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Gyro Swivel","gyro-swivel","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Hopover","hopover","3 Observationally represented","A","stanford","eclipse-hop-over","","name-only","","",""
"Hopover Swirl","hopover-swirl","3 Observationally represented","A","stanford","whirl-swirl|eclipse-hop-over","","name-only","","",""
"Inspinning Guay","inspinning-guay","3 Observationally represented","A","stanford","spinning|inspinning","","name-only","","",""
"Inspinning Reverse Guay","inspinning-reverse-guay","3 Observationally represented","A","stanford","spinning|inspinning","","name-only","","",""
"Inward Gyro Butterfly","inward-gyro-butterfly","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Inward Gyro Flail","inward-gyro-flail","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Inward Gyro Guay","inward-gyro-guay","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Inward Gyro Illusion","inward-gyro-illusion","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Inward Gyro Mirage","inward-gyro-mirage","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Inward Gyro Reverse Guay","inward-gyro-reverse-guay","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
"Inward Gyro Symposium Mirage","inward-gyro-symposium-mirage","3 Observationally represented","A","stanford","symposium|gyro-spyro","","name-only","","",""
"Neutron Drifter (Irish Spring) (Tapping Gyro Drifter)","neutron-drifter-irish-spring-tapping-gyro-drifter","3 Observationally represented","A","stanford","gyro-spyro","","name-only","","",""
