dimension,base_formula,symbolic_formula,status,failure_class,reason
rotation,TOE > OP IN [DEX] > NECK [DEL],TOE > OP IN [DEX:swirl] > NECK [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > NECK [DEL],TOE > OP OUT [DEX:whirl] > NECK [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > NECK [DEL],TOE > OP OUT [DEX:swirl] > NECK [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > SAME CLIPPER [XBD] [DEL],TOE > SAME IN [DEX:whirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > SAME CLIPPER [XBD] [DEL],TOE > SAME IN [DEX:swirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > OP CLIPPER [XBD] [DEL],TOE > SAME IN [DEX:whirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > OP CLIPPER [XBD] [DEL],TOE > SAME IN [DEX:swirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > SAME CLIPPER [XBD] [DEL],TOE > SAME OUT [DEX:whirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > SAME CLIPPER [XBD] [DEL],TOE > SAME OUT [DEX:swirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > OP CLIPPER [XBD] [DEL],TOE > SAME OUT [DEX:whirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > OP CLIPPER [XBD] [DEL],TOE > SAME OUT [DEX:swirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > SAME CLIPPER [XBD] [DEL],TOE > OP IN [DEX:whirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > SAME CLIPPER [XBD] [DEL],TOE > OP IN [DEX:swirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > OP CLIPPER [XBD] [DEL],TOE > OP IN [DEX:whirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > OP CLIPPER [XBD] [DEL],TOE > OP IN [DEX:swirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > SAME CLIPPER [XBD] [DEL],TOE > OP OUT [DEX:whirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > SAME CLIPPER [XBD] [DEL],TOE > OP OUT [DEX:swirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > OP CLIPPER [XBD] [DEL],TOE > OP OUT [DEX:whirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > OP CLIPPER [XBD] [DEL],TOE > OP OUT [DEX:swirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > SAME HEEL [UNS] [DEL],TOE > SAME IN [DEX:whirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > SAME HEEL [UNS] [DEL],TOE > SAME IN [DEX:swirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > OP HEEL [UNS] [DEL],TOE > SAME IN [DEX:whirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > OP HEEL [UNS] [DEL],TOE > SAME IN [DEX:swirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > SAME HEEL [UNS] [DEL],TOE > SAME OUT [DEX:whirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > SAME HEEL [UNS] [DEL],TOE > SAME OUT [DEX:swirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > OP HEEL [UNS] [DEL],TOE > SAME OUT [DEX:whirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > OP HEEL [UNS] [DEL],TOE > SAME OUT [DEX:swirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > SAME HEEL [UNS] [DEL],TOE > OP IN [DEX:whirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > SAME HEEL [UNS] [DEL],TOE > OP IN [DEX:swirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > OP HEEL [UNS] [DEL],TOE > OP IN [DEX:whirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > OP HEEL [UNS] [DEL],TOE > OP IN [DEX:swirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > SAME HEEL [UNS] [DEL],TOE > OP OUT [DEX:whirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > SAME HEEL [UNS] [DEL],TOE > OP OUT [DEX:swirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > OP HEEL [UNS] [DEL],TOE > OP OUT [DEX:whirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > OP HEEL [UNS] [DEL],TOE > OP OUT [DEX:swirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > SAME SOLE [UNS] [DEL],TOE > SAME IN [DEX:whirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > SAME SOLE [UNS] [DEL],TOE > SAME IN [DEX:swirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > OP SOLE [UNS] [DEL],TOE > SAME IN [DEX:whirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > OP SOLE [UNS] [DEL],TOE > SAME IN [DEX:swirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > SAME SOLE [UNS] [DEL],TOE > SAME OUT [DEX:whirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > SAME SOLE [UNS] [DEL],TOE > SAME OUT [DEX:swirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > OP SOLE [UNS] [DEL],TOE > SAME OUT [DEX:whirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > OP SOLE [UNS] [DEL],TOE > SAME OUT [DEX:swirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > SAME SOLE [UNS] [DEL],TOE > OP IN [DEX:whirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > SAME SOLE [UNS] [DEL],TOE > OP IN [DEX:swirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > OP SOLE [UNS] [DEL],TOE > OP IN [DEX:whirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > OP SOLE [UNS] [DEL],TOE > OP IN [DEX:swirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > SAME SOLE [UNS] [DEL],TOE > OP OUT [DEX:whirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > SAME SOLE [UNS] [DEL],TOE > OP OUT [DEX:swirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > OP SOLE [UNS] [DEL],TOE > OP OUT [DEX:whirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > OP SOLE [UNS] [DEL],TOE > OP OUT [DEX:swirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > CLOUD [UNS] [DEL],TOE > SAME IN [DEX:whirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME IN [DEX] > CLOUD [UNS] [DEL],TOE > SAME IN [DEX:swirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > CLOUD [UNS] [DEL],TOE > SAME OUT [DEX:whirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > SAME OUT [DEX] > CLOUD [UNS] [DEL],TOE > SAME OUT [DEX:swirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > CLOUD [UNS] [DEL],TOE > OP IN [DEX:whirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP IN [DEX] > CLOUD [UNS] [DEL],TOE > OP IN [DEX:swirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > CLOUD [UNS] [DEL],TOE > OP OUT [DEX:whirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,TOE > OP OUT [DEX] > CLOUD [UNS] [DEL],TOE > OP OUT [DEX:swirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME TOE [DEL],CLIP > OP IN [DEX:whirl] > SAME TOE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME TOE [DEL],CLIP > OP IN [DEX:swirl] > SAME TOE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP TOE [DEL],CLIP > OP IN [DEX:whirl] > OP TOE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP TOE [DEL],CLIP > OP IN [DEX:swirl] > OP TOE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME TOE [DEL],CLIP > OP OUT [DEX:whirl] > SAME TOE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME TOE [DEL],CLIP > OP OUT [DEX:swirl] > SAME TOE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP TOE [DEL],CLIP > OP OUT [DEX:whirl] > OP TOE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP TOE [DEL],CLIP > OP OUT [DEX:swirl] > OP TOE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME INSIDE [DEL],CLIP > OP IN [DEX:whirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME INSIDE [DEL],CLIP > OP IN [DEX:swirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP INSIDE [DEL],CLIP > OP IN [DEX:whirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP INSIDE [DEL],CLIP > OP IN [DEX:swirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME INSIDE [DEL],CLIP > OP OUT [DEX:whirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME INSIDE [DEL],CLIP > OP OUT [DEX:swirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP INSIDE [DEL],CLIP > OP OUT [DEX:whirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP INSIDE [DEL],CLIP > OP OUT [DEX:swirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME OUTSIDE [DEL],CLIP > OP IN [DEX:whirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME OUTSIDE [DEL],CLIP > OP IN [DEX:swirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP OUTSIDE [DEL],CLIP > OP IN [DEX:whirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP OUTSIDE [DEL],CLIP > OP IN [DEX:swirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME OUTSIDE [DEL],CLIP > OP OUT [DEX:whirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME OUTSIDE [DEL],CLIP > OP OUT [DEX:swirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP OUTSIDE [DEL],CLIP > OP OUT [DEX:whirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP OUTSIDE [DEL],CLIP > OP OUT [DEX:swirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME KNEE [DEL],CLIP > OP IN [DEX:whirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME KNEE [DEL],CLIP > OP IN [DEX:swirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP KNEE [DEL],CLIP > OP IN [DEX:whirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP KNEE [DEL],CLIP > OP IN [DEX:swirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME KNEE [DEL],CLIP > OP OUT [DEX:whirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME KNEE [DEL],CLIP > OP OUT [DEX:swirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP KNEE [DEL],CLIP > OP OUT [DEX:whirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP KNEE [DEL],CLIP > OP OUT [DEX:swirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME SHOULDER [DEL],CLIP > OP IN [DEX:whirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME SHOULDER [DEL],CLIP > OP IN [DEX:swirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP SHOULDER [DEL],CLIP > OP IN [DEX:whirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP SHOULDER [DEL],CLIP > OP IN [DEX:swirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME SHOULDER [DEL],CLIP > OP OUT [DEX:whirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
