source,move_name,technical_name,token_count,modifier_count,positional_count,quantifier_count,terminal_token,terminal_class,has_temporal_flag,has_q4_blocked_token,has_operational_leak,source_adds,derived_adds
footbagmoves,Phase,Phasing ss Mirage,3,2,1,0,Mirage,base_or_unknown,no,no,no,4,4
footbagmoves,Philibuster,Fusing Mirage,2,0,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,Phobia,Fyro Torque,2,0,0,0,Torque,base_or_unknown,no,no,no,6,6
footbagmoves,Phoenix,Pixie Ducking Butterfly,3,2,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Pigbeater,Pixie Eggbeater,2,1,0,0,Eggbeater,base_or_unknown,no,no,no,4,4
footbagmoves,Pixie Symposium Illusion,Pixie Flail,2,1,0,0,Flail,base_or_unknown,no,no,no,4,
footbagmoves,Plasma,Quantum Double Over Down,4,1,0,1,Down,base_or_unknown,no,no,no,5,6
footbagmoves,Porque,Pixie Torque,2,1,0,0,Torque,base_or_unknown,no,no,no,5,5
footbagmoves,Predator,Atomic Double Legover,3,1,0,1,Legover,base_or_unknown,no,no,no,5,5
footbagmoves,Pteradon,Toe set os Double Over Down Dragon,7,3,2,1,Dragon,q4_blocked,no,yes,no,4,4
footbagmoves,Puck,Pixie Ducking Legover,3,2,0,0,Legover,base_or_unknown,no,no,no,4,4
footbagmoves,Quagmire,Quantum Gyro Mirage,3,2,0,0,Mirage,base_or_unknown,no,yes,no,4,4
footbagmoves,Quantanamera,Quantum Weaving Butterfly,3,1,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Quark,Quantum Torque,2,1,0,0,Torque,base_or_unknown,no,no,no,6,6
footbagmoves,Rage,Furious Symposium Mirage,3,2,0,0,Mirage,base_or_unknown,no,yes,no,7,7
footbagmoves,Rail Warrior,Railing Ducking Butterfly,3,2,0,0,Butterfly,base_or_unknown,no,yes,no,7,7
footbagmoves,Raildown,Railing ss Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,yes,no,6,6
footbagmoves,Railplant,Railing Legover,2,1,0,0,Legover,base_or_unknown,no,yes,no,5,5
footbagmoves,Railwalk,Railing Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,yes,no,6,3
footbagmoves,Rasmus,Atomic Ducking Mirage,3,2,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,Reactor,Atomic Whirl,2,1,0,0,Whirl,base_or_unknown,no,no,no,5,5
footbagmoves,Reaper,Far Double Switchover,3,1,1,1,Switchover,base_or_unknown,no,no,no,3,3
footbagmoves,Red Ribbon,Zulu Clipper,2,0,0,0,Clipper,surface,no,no,no,3,3
footbagmoves,Redwetter,Shooting Eggbeater,2,0,0,0,Eggbeater,base_or_unknown,no,no,no,7,7
footbagmoves,Revstein,Double Reverse Swirl,3,1,0,1,Swirl,base_or_unknown,no,no,no,4,5
footbagmoves,Revup,Reverse Swirling Pickup,3,1,0,0,Pickup,base_or_unknown,no,no,no,3,
footbagmoves,Ricochet,Toe set os Double Over Down Flapper,7,2,2,1,Flapper,base_or_unknown,no,no,no,5,4
footbagmoves,Ripcurl,Stepping Butterfly Swirl,3,1,0,0,Swirl,base_or_unknown,no,no,no,5,5
footbagmoves,Ripped Warrior,Stepping Ducking Far Butterfly,4,3,1,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Ripstein,Double Swirl,2,0,0,1,Swirl,base_or_unknown,no,no,no,4,4
footbagmoves,Riptide,Stepping Far Butterfly Swirl,4,2,1,0,Swirl,base_or_unknown,no,no,no,5,5
footbagmoves,Ripwalk,Stepping Far Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Ropaduleo,Railing Ducking Legover,3,2,0,0,Legover,base_or_unknown,no,yes,no,6,6
footbagmoves,Royale,Paradox Grifter,2,1,0,0,Grifter,base_or_unknown,no,no,no,4,4
footbagmoves,Royall Assassin,Pixie Ducking Symposium Mirage,4,3,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,S&M Smasher,Atomic Barrage,2,1,0,0,Barrage,base_or_unknown,no,no,no,6,6
footbagmoves,Sabotage,Toe Flurry,2,0,0,0,Flurry,base_or_unknown,no,no,no,5,5
footbagmoves,Saildown,Sailing ss Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Sasquatch,Blurry Symposium Whirling XBD Rake,5,3,0,0,Rake,base_or_unknown,no,no,no,7,7
footbagmoves,Scorpions Tail,Spinning Barfly,2,1,0,0,Barfly,base_or_unknown,no,no,no,5,5
footbagmoves,Scorpions Toe Nail,Toe set Spinning Double Over Down,6,2,1,1,Down,base_or_unknown,no,no,no,5,
footbagmoves,Scrambled Eggbeater,Atomic Pickup,2,1,0,0,Pickup,base_or_unknown,no,no,no,3,3
footbagmoves,Shaft,Clipper set ss Symposium Double Over Down,7,3,2,1,Down,base_or_unknown,no,no,no,5,5
footbagmoves,Shmoe,Stepping Legover,2,1,0,0,Legover,base_or_unknown,no,no,no,3,3
footbagmoves,Sidewalk,Stepping Butterfly (same side),2,1,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Singularity,Symposium Whirling Flapper,3,2,0,0,Flapper,base_or_unknown,no,no,no,5,4
footbagmoves,Slap,Slapping Mirage,2,0,0,0,Mirage,base_or_unknown,no,no,no,4,4
footbagmoves,Slapdown,Slapping Butterfly,2,0,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Slapstick,Pixie Spinning Paradox Whirl,4,3,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Smashwalk,Atomic Miraging Butterfly,3,2,0,0,Butterfly,base_or_unknown,no,no,no,6,6
footbagmoves,Smear,Pixie Mirage,2,1,0,0,Mirage,base_or_unknown,no,no,no,3,3
footbagmoves,Smile,Smiling Far Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,yes,no,5,5
footbagmoves,Smog,Pixie Double Legover,3,1,0,1,Legover,base_or_unknown,no,no,no,4,4
footbagmoves,Smoke,Pixie Drifter,2,1,0,0,Drifter,base_or_unknown,no,no,no,4,4
footbagmoves,Smudge,Pixie Illusion,2,1,0,0,Illusion,base_or_unknown,no,no,no,3,3
footbagmoves,Snapdragon,Reverse Swirl Dragon,3,2,0,0,Dragon,q4_blocked,no,yes,no,3,3
footbagmoves,Snowflake,Paradox Drifter XBD Rake,4,1,0,0,Rake,base_or_unknown,no,no,no,5,4
footbagmoves,Spanish Fly,Ducking Barfly,2,1,0,0,Barfly,base_or_unknown,no,no,no,5,5
footbagmoves,Spender,Spinning Paradox Blender,3,2,0,0,Blender,base_or_unknown,no,no,no,6,6
footbagmoves,Spikehammer,Blurry Ducking Mirage,3,2,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,Spinal Tap,Tapping Torque,2,1,0,0,Torque,base_or_unknown,no,no,no,5,5
footbagmoves,Spitfire,Swirl Dragon,2,1,0,0,Dragon,q4_blocked,no,yes,no,3,3
footbagmoves,Spyro Gyro,Gyro Butterfly Swirl,3,1,0,0,Swirl,base_or_unknown,no,yes,no,5,5
footbagmoves,Stampede,Flailing ss Symposium Mirage,4,3,1,0,Mirage,base_or_unknown,no,yes,no,5,5
footbagmoves,Sumo,Nuclear Mirage,2,1,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,Sumo Thong,Nuclear Ducking Mirage,3,2,0,0,Mirage,base_or_unknown,no,no,no,6,6
footbagmoves,Sunilwalker,Barraging Butterfly (same side),2,1,0,0,Butterfly,base_or_unknown,no,yes,no,5,5
footbagmoves,Super Ego,Atomic Ducking Blender,3,2,0,0,Blender,base_or_unknown,no,no,no,7,7
footbagmoves,Superdeeduperfly,Spinning Ducking Symposium Double Over Down,6,3,0,1,Down,base_or_unknown,no,no,no,7,7
footbagmoves,Superduperfly,Spinning Symposium Double Over Down,5,2,0,1,Down,base_or_unknown,no,no,no,6,6
footbagmoves,Superfly,Symposium Barfly,2,1,0,0,Barfly,base_or_unknown,no,no,no,5,5
footbagmoves,Supernova,Spyro Nova,2,1,0,0,Nova,base_or_unknown,no,yes,no,5,5
footbagmoves,Surge,Surging Paradox Mirage,3,2,0,0,Mirage,base_or_unknown,no,yes,no,5,5
footbagmoves,Surgery,Surging Symposium Reverse Whirl,4,3,0,0,Whirl,base_or_unknown,no,yes,no,6,6
footbagmoves,Surreal,Surging Paradox Whirl,3,2,0,0,Whirl,base_or_unknown,no,yes,no,6,6
footbagmoves,Swifter,Drifter Swirl,2,0,0,0,Swirl,base_or_unknown,no,no,no,4,5
footbagmoves,Swirlwind,Spinning Paradox Symposium Whirling Swirl,5,4,0,0,Swirl,base_or_unknown,no,no,no,7,7
footbagmoves,Swivel,Symposium Twirl,2,1,0,0,Twirl,base_or_unknown,no,no,no,5,5
footbagmoves,Syberian Express,Stepping Ducking Far Motion,4,3,1,0,Motion,base_or_unknown,no,no,no,7,7
footbagmoves,Tap,Tapping Mirage,2,1,0,0,Mirage,base_or_unknown,no,no,no,3,3
footbagmoves,Tap Dance,Pixie ss Original Tap,4,2,1,0,Tap,base_or_unknown,no,no,no,4,4
footbagmoves,Tapdown,Tapping Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Tapwater,Tapping Twirl,2,1,0,0,Twirl,base_or_unknown,no,no,no,5,5
footbagmoves,Terminator,Nuclear Double Legover,3,1,0,1,Legover,base_or_unknown,no,no,no,6,6
footbagmoves,Terrage,Double Pixie,2,1,0,1,Pixie,locked,no,no,no,3,3
footbagmoves,Timberwulff,Leaning Torque,2,1,0,0,Torque,base_or_unknown,no,no,no,6,6
footbagmoves,Tobius,Toe set Gyro Torque,4,2,1,0,Torque,base_or_unknown,no,yes,no,5,5
footbagmoves,Tofu,Quantum Blender,2,1,0,0,Blender,base_or_unknown,no,no,no,6,6
footbagmoves,Tomahawk,Ducking Paradox Whirl,3,2,0,0,Whirl,base_or_unknown,no,no,no,5,5
footbagmoves,Tombstone,Stepping Drifter (same side),2,1,0,0,Drifter,base_or_unknown,no,no,no,4,4
footbagmoves,Torch-r Rack,Stepping Superfly,2,1,0,0,Superfly,base_or_unknown,no,no,no,6,6
footbagmoves,Tornado,Twinspinning ss Mirage,3,2,1,0,Mirage,base_or_unknown,no,yes,no,5,5
footbagmoves,Torque,Miraging Osis,2,1,0,0,Osis,base_or_unknown,no,no,no,4,4
footbagmoves,Torque (same side),Miraging Osis,2,1,0,0,Osis,base_or_unknown,no,no,no,4,4
footbagmoves,Torquescrew,Miraging Dyno,2,1,0,0,Dyno,base_or_unknown,no,no,no,5,5
footbagmoves,Torus,Fyro Mirage,2,0,0,0,Mirage,base_or_unknown,no,no,no,4,4
footbagmoves,Tremor,Tapping Drifter,2,1,0,0,Drifter,base_or_unknown,no,no,no,4,4
footbagmoves,Triadon,Toe set os Triple Over Down,6,2,2,1,Down,base_or_unknown,no,no,no,6,6
footbagmoves,Triage,Triple Mirage,2,0,0,1,Mirage,base_or_unknown,no,no,no,6,6
footbagmoves,Trifly,Far Triple Over Down,4,1,1,1,Down,base_or_unknown,no,no,no,6,6
footbagmoves,Tripwalk,Quantum Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Trixie,Triple Pixie,2,1,0,1,Pixie,locked,no,no,no,5,5
footbagmoves,Trixie,Triple Pixie,2,1,0,1,Pixie,locked,no,no,no,5,5
footbagmoves,Trochus,Atomic Flail,2,1,0,0,Flail,base_or_unknown,no,no,no,5,5
footbagmoves,Trochus,Atomic Flail,2,1,0,0,Flail,base_or_unknown,no,no,no,5,5
footbagmoves,Tunguska,Atomic Ducking Double Legover,4,2,0,1,Legover,base_or_unknown,no,no,no,6,6
footbagmoves,Tutifruti,Frootie Legover,2,0,0,0,Legover,base_or_unknown,no,no,no,5,5
footbagmoves,Tutifruti,Frootie Legover,2,0,0,0,Legover,base_or_unknown,no,no,no,5,5
footbagmoves,Twirl,Reverse Swirling Osis,3,1,0,0,Osis,base_or_unknown,no,no,no,4,4
footbagmoves,Venom,Surging Barfly,2,1,0,0,Barfly,base_or_unknown,no,yes,no,6,6
footbagmoves,Vertigo,Ducking Paradox Drifter,3,2,0,0,Drifter,base_or_unknown,no,no,no,5,5
footbagmoves,Vertigo,Ducking Paradox Drifter,3,2,0,0,Drifter,base_or_unknown,no,no,no,5,5
footbagmoves,Voodoo,Paradox Merlin,2,1,0,0,Merlin,base_or_unknown,no,no,no,6,6
footbagmoves,Vortex,Gyro Drifter,2,1,0,0,Drifter,base_or_unknown,no,yes,no,4,4
footbagmoves,Wahnsinn,Pixie Ducking Spinning Toe,4,3,0,0,Toe,surface,no,no,no,4,4
footbagmoves,Warp,Warping Mirage,2,0,0,0,Mirage,base_or_unknown,no,no,no,7,7
footbagmoves,Wentletrappe,Fyro Double Legover,3,0,0,1,Legover,base_or_unknown,no,no,no,5,5
footbagmoves,Wentletrappe,Fyro Double Legover,3,0,0,1,Legover,base_or_unknown,no,no,no,5,5
footbagmoves,Whale Tail,Surging Legover,2,1,0,0,Legover,base_or_unknown,no,yes,no,4,4
footbagmoves,What!?,Butterflying Symposium Reverse Swirling Toe,5,2,0,0,Toe,surface,no,no,no,4,
footbagmoves,Whirlwalk,Blazing Paradox Whirl,3,2,0,0,Whirl,base_or_unknown,no,yes,no,5,5
footbagmoves,Whirlwalk,Blazing Paradox Whirl,3,2,0,0,Whirl,base_or_unknown,no,yes,no,5,5
footbagmoves,Whirlwind,Spinning Paradox Symposium Whirl,4,3,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Whirlygig,Blurry Symposium Whirl,3,2,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Whirr,Double Whirl,2,0,0,1,Whirl,base_or_unknown,no,no,no,4,5
footbagmoves,Whisk,Paradox Symposium Eggbeater,3,2,0,0,Eggbeater,base_or_unknown,no,no,no,5,5
footbagmoves,Whisk,Paradox Symposium Eggbeater,3,2,0,0,Eggbeater,base_or_unknown,no,no,no,5,5
footbagmoves,Witchdoctor,Atomic Symposium Mirage,3,2,0,0,Mirage,base_or_unknown,no,no,no,4,5
footbagmoves,Wookie,Pixie Wonton Butterfly,3,1,0,0,Butterfly,base_or_unknown,no,no,no,6,6
footbagmoves,Yoda,Pixie Quantum Butterfly,3,2,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Yoda,Pixie Quantum Butterfly,3,2,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Your Mom,Atomic os Symposium Double Over Down,6,3,1,1,Down,base_or_unknown,no,no,no,7,7
footbagmoves,Your Sister,Flailing ss Symposium Double Over Down,6,3,1,1,Down,base_or_unknown,no,yes,no,8,8
footbagmoves,Zig Zag,Swirling Reverse Swirl,3,1,0,0,Swirl,base_or_unknown,no,no,no,4,4
footbagmoves,Zipwalk,Zipper Stepping Op Butterfly Zipper,5,2,1,0,Zipper,base_or_unknown,no,no,no,4,4
footbagmoves,Zulu Le Loup,Zulu Butterfly,2,0,0,0,Butterfly,base_or_unknown,no,no,no,4,4
passback,Alpine Blurry Whirl,Stepping Whirl (op) (ducking),2,1,0,0,Whirl,base_or_unknown,no,no,no,6,
passback,Alpine Magellan,Pixie Legover (ss) (diving),2,1,0,0,Legover,base_or_unknown,no,no,no,4,
passback,Alpine PLO,Pixie Legover (op) (ducking),2,1,0,0,Legover,base_or_unknown,no,no,no,4,
passback,Alpine Paste,Pixie Pickup (op) (ducking),2,1,0,0,Pickup,base_or_unknown,no,no,no,3,
passback,Alpine Paste,Pixie Pickup (op) (ducking),2,1,0,0,Pickup,base_or_unknown,no,no,no,4,
passback,Alpine Pigbeater,Pixie Eggbeager (ducking) (op),2,1,0,0,Eggbeager,base_or_unknown,no,no,no,5,
passback,Alpine Smog,Pixie DLO (op) (ducking),2,1,0,0,DLO,base_or_unknown,no,no,no,5,
passback,Alpine Smudge,Pixie Illusion (ducking) (op),2,1,0,0,Illusion,base_or_unknown,no,no,no,4,
passback,Assassin,Pixie Mirage (op) (ducking),2,1,0,0,Mirage,base_or_unknown,no,no,no,4,
passback,Assassin (ss),Pixie Mirage (ss) (diving),2,1,0,0,Mirage,base_or_unknown,no,no,no,8,
passback,Atomic Pickup,Atomic Pickup (op),2,1,0,0,Pickup,base_or_unknown,no,no,no,5,
passback,BS Magellan,Pixie Legover (ss) (symp),2,1,0,0,Legover,base_or_unknown,no,no,no,3,
passback,BS Paste,Pixie Pickup (op) (symp),2,1,0,0,Pickup,base_or_unknown,no,no,no,3,
passback,Bladerunner,Atomic Eggbeater (op),2,1,0,0,Eggbeater,base_or_unknown,no,no,no,5,
passback,Blazing Butterfly,Whirling Butterfly (ss),2,1,0,0,Butterfly,base_or_unknown,no,no,no,4,
passback,Blink,Swirling Toe (op) (rev),2,0,0,0,Toe,surface,no,no,no,2,
passback,Blurry Drifter,Stepping Drifter (op),2,1,0,0,Drifter,base_or_unknown,no,no,no,5,
passback,Butterfly Swirl,Butterfly Swirl (ss),2,0,0,0,Swirl,base_or_unknown,no,no,no,4,
passback,DDD,Double down (ss),2,0,0,1,down,base_or_unknown,no,no,no,4,
passback,DSO,Legover (double) (op),1,0,0,0,Legover,base_or_unknown,no,no,no,3,
passback,DSO,Legover (double) (op),1,0,0,0,Legover,base_or_unknown,no,no,no,3,
passback,Diving Clipper,Diving Clipper (ss),2,0,0,0,Clipper,surface,no,no,no,3,
passback,Diving Mirage,Mirage (diving) (ss),1,0,0,0,Mirage,base_or_unknown,no,no,no,3,
passback,Diving Osis,Osis (diving) (ss),1,0,0,0,Osis,base_or_unknown,no,no,no,4,
passback,Diving Smudge,Pixie Illusion (diving) (ss),2,1,0,0,Illusion,base_or_unknown,no,no,no,6,
passback,Double Dyno,Blender (ss) (rev) (double),1,0,0,0,Blender,base_or_unknown,no,no,no,5,
passback,Double Fairy,Illusion (ss) (double),1,0,0,0,Illusion,base_or_unknown,no,no,no,3,
passback,Double Orbit,ATW (out) (double),1,0,0,0,ATW,base_or_unknown,no,no,no,2,
passback,Double Spinning Butterfly,Double Spinning Butterfly (op),3,1,0,1,Butterfly,base_or_unknown,no,no,no,5,
passback,Double Spinning Clipper,Double Spinning Clipper (op),3,1,0,1,Clipper,surface,no,no,no,4,
passback,Double Spinning Clipper,Double Spinning Clipper (op),3,1,0,1,Clipper,surface,no,no,no,4,
passback,Double Spinning Osis,Double Spinning Osis (op),3,1,0,1,Osis,base_or_unknown,no,no,no,5,
passback,Double Whip,Whirl (rev) (ss) (double),1,0,0,0,Whirl,base_or_unknown,no,no,no,4,
passback,Ducking Pdx Torque,Torque (ducking) (op),1,0,0,0,Torque,base_or_unknown,no,no,no,6,
passback,Enterrage,Terraging Legover (op),2,1,0,0,Legover,base_or_unknown,no,yes,no,4,
passback,Fairy DLO (ss),Fairy DLO (ss),2,1,0,0,DLO,base_or_unknown,no,yes,no,4,
passback,Fairy Legover (ss),Fairy Legover (ss),2,1,0,0,Legover,base_or_unknown,no,yes,no,3,
passback,Fairy Pickup (ss),Fairy Pickup (ss),2,1,0,0,Pickup,base_or_unknown,no,yes,no,3,
passback,Fracture,Sailing DLO (ss),2,1,0,0,DLO,base_or_unknown,no,no,no,5,
passback,Frantic Legover,Pixie Quantum Legover (op),3,2,0,0,Legover,base_or_unknown,no,no,no,4,
passback,Genesis,Barraging Whirl (op),2,1,0,0,Whirl,base_or_unknown,no,yes,no,6,
passback,Grifter,Grifter (ss),1,0,0,0,Grifter,base_or_unknown,no,no,no,3,
passback,Grifter,Grifter (ss),1,0,0,0,Grifter,base_or_unknown,no,no,no,3,
passback,Gyro Symp Swirl,Spinning Swirl (ss) (symp),2,1,0,0,Swirl,base_or_unknown,no,no,no,4,
passback,Gyro Toe,Gyro Toe (op),2,1,0,0,Toe,surface,no,yes,no,2,
passback,Gyro Whirling Swirl,Spinning Whirling Swirl (ss),3,2,0,0,Swirl,base_or_unknown,no,no,no,4,
passback,Hatchet,Diving Whirl (ss),2,0,0,0,Whirl,base_or_unknown,no,no,no,4,
passback,Infinity,Butterfly (op),1,0,0,0,Butterfly,base_or_unknown,no,no,no,3,
passback,Infinity Swirl,Butterfly Swirl (op),2,0,0,0,Swirl,base_or_unknown,no,no,no,4,
passback,Inspinning Clipper,Inspinning Clipper (op),2,1,0,0,Clipper,surface,no,no,no,4,
passback,Inspinning Osis,Inspinning Osis (op),2,1,0,0,Osis,base_or_unknown,no,no,no,4,
passback,Janiwalker,Barraging Butterfly (op),2,1,0,0,Butterfly,base_or_unknown,no,yes,no,5,
passback,Janiwalker,Barraging Butterfly (op),2,1,0,0,Butterfly,base_or_unknown,no,yes,no,5,
passback,Locomotion,Stepping Motion (far),2,1,0,0,Motion,base_or_unknown,no,no,no,6,
passback,Locomotion,Stepping Motion (far),2,1,0,0,Motion,base_or_unknown,no,no,no,6,
passback,Matador,Nuclear Butterfly (op),2,1,0,0,Butterfly,base_or_unknown,no,no,no,5,
passback,Merlin,Miraging Symp Mirage (op),3,2,0,0,Mirage,base_or_unknown,no,no,no,4,
passback,Montage,Spinning Whirl (op) (symp) (ducking),2,1,0,0,Whirl,base_or_unknown,no,no,no,7,
passback,Motion,Motion (op),1,0,0,0,Motion,base_or_unknown,no,no,no,5,
passback,Motion,Motion (op),1,0,0,0,Motion,base_or_unknown,no,no,no,5,
passback,Motion,Motion (op),1,0,0,0,Motion,base_or_unknown,no,no,no,5,
passback,Mullet,Whirl (op) (ducking) (symp),1,0,0,0,Whirl,base_or_unknown,no,no,no,6,
passback,Mullet,Whirl (op) (ducking) (symp),1,0,0,0,Whirl,base_or_unknown,no,no,no,6,
passback,PLO,Pixie Legover (op),2,1,0,0,Legover,base_or_unknown,no,no,no,3,
passback,Paste,Pixie Pickup (op),2,1,0,0,Pickup,base_or_unknown,no,no,no,3,
passback,Paste,Pixie Pickup (op),2,1,0,0,Pickup,base_or_unknown,no,no,no,3,
passback,Paste (ss),Pixie Pickup (ss),2,1,0,0,Pickup,base_or_unknown,no,no,no,3,
passback,Pigbeater,Pixie Eggbeater,2,1,0,0,Eggbeater,base_or_unknown,no,no,no,4,
passback,Pigbeater (ss),Pixie Eggbeater (ss),2,1,0,0,Eggbeater,base_or_unknown,no,no,no,4,
passback,Pixie DSO,Pixie DSO (op),2,1,0,0,DSO,base_or_unknown,no,no,no,4,
passback,Pixie DSO (ss),Pixie DSO (ss),2,1,0,0,DSO,base_or_unknown,no,no,no,4,
passback,Pixie Double Pickup (ss),Pixie Double Pickup (ss),3,1,0,1,Pickup,base_or_unknown,no,no,no,4,
passback,Ripped Warrior,Stepping Butterfly (ducking) (op),2,1,0,0,Butterfly,base_or_unknown,no,no,no,5,
passback,Scorpion's Tail,Spinning Double Down (op),3,1,0,1,Down,base_or_unknown,no,no,no,5,
passback,Solestice,Osis Flapper,2,0,0,0,Flapper,base_or_unknown,no,no,no,4,
passback,Spanishfly,Ducking Double Down (op),3,1,0,1,Down,base_or_unknown,no,no,no,5,
passback,Spender,Spinning Blender (op),2,1,0,0,Blender,base_or_unknown,no,no,no,6,
passback,Spender,Spinning Blender (op),2,1,0,0,Blender,base_or_unknown,no,no,no,6,
passback,Spinning Ducking Butterfly,Spinning Butterfly (op) (ducking),2,1,0,0,Butterfly,base_or_unknown,no,no,no,5,
passback,Spinning Ducking Osis,Spinning Osis (ducking) (op),2,1,0,0,Osis,base_or_unknown,no,no,no,5,
passback,Spinning Symp Swirl,Spinning Swirl (op) (symp),2,1,0,0,Swirl,base_or_unknown,no,no,no,4,
passback,Stepping Clipper,Stepping Clipper (ss),2,1,0,0,Clipper,surface,no,no,no,3,
passback,Stepping Ducking Osis,Stepping Osis (op) (ducking),2,1,0,0,Osis,base_or_unknown,no,no,no,5,
passback,Swifter,Stepping Swirl (op),2,1,0,0,Swirl,base_or_unknown,no,no,no,4,
passback,Swifter,Stepping Swirl (op),2,1,0,0,Swirl,base_or_unknown,no,no,no,4,
passback,Symp Eggbeater,Eggbeater (op) (symp),1,0,0,0,Eggbeater,base_or_unknown,no,no,no,4,
passback,Symp Eggbeater,Eggbeater (op) (symp),1,0,0,0,Eggbeater,base_or_unknown,no,no,no,4,
passback,Symp Swirl (op),Swirl (symp) (op),1,0,0,0,Swirl,base_or_unknown,no,no,no,3,
passback,Symp Whirling Swirl,Whirling Swirl (ss) (symp),2,1,0,0,Swirl,base_or_unknown,no,no,no,5,
passback,Tap,Atomic Mirage (ss),2,1,0,0,Mirage,base_or_unknown,no,no,no,3,
passback,Tapping Legover,Atomic Legover (ss),2,1,0,0,Legover,base_or_unknown,no,no,no,3,
passback,Tapping Pickup,Atomic Pickup (ss),2,1,0,0,Pickup,base_or_unknown,no,no,no,3,
passback,Toe Blur,Quantum Mirage (op),2,1,0,0,Mirage,base_or_unknown,no,no,no,4,
passback,Toe Ducking Legover,Toe Ducking Legover (op),3,1,0,0,Legover,base_or_unknown,no,no,no,3,
passback,Toe Gyro Mirage,Toe Spinning Mirage (ss),3,1,0,0,Mirage,base_or_unknown,no,no,no,3,
passback,Toe Spinning Toe,Toe Spinning Toe (op),3,1,0,0,Toe,surface,no,no,no,2,
passback,Triple Orbit,ATW (out) (triple),1,0,0,0,ATW,base_or_unknown,no,no,no,4,
passback,Void,Spinning Drifter (op),2,1,0,0,Drifter,base_or_unknown,no,no,no,5,
passback,Void,Spinning Drifter (op),2,1,0,0,Drifter,base_or_unknown,no,no,no,5,
passback,Weaving Magellan,Pixie Legover (ducking) (ss),2,1,0,0,Legover,base_or_unknown,no,no,no,3,
passback,Weaving Pigbeater,Pixie Eggbeater (ducking) (ss),2,1,0,0,Eggbeater,base_or_unknown,no,no,no,5,
passback,Whirlygig,Stepping Whirl (op) (symp),2,1,0,0,Whirl,base_or_unknown,no,no,no,6,
passback,Whirr,Whirl (ss) (double),1,0,0,0,Whirl,base_or_unknown,no,no,no,4,
passback,Whirr,Whirl (ss) (double),1,0,0,0,Whirl,base_or_unknown,no,no,no,4,
passback,Zulu Clipper,Diving Clipper (op),2,0,0,0,Clipper,surface,no,no,no,3,
passback,Zulu Clipper,Diving Clipper (op),2,0,0,0,Clipper,surface,no,no,no,3,
passback_augment,ATW,toe>ss leggy in dex>ss toe,7,2,2,0,toe,surface,no,no,yes,1,
passback_augment,Anonymous,Spinning far Miraging Symp. Miraging Refraction,6,5,1,0,Refraction,base_or_unknown,no,no,no,3,
passback_augment,Archnemesis,Barraging near Double Down,4,2,1,1,Down,base_or_unknown,no,yes,no,4,
passback_augment,Armaggedon,Miraging Symp. Eggbeater,3,2,0,0,Eggbeater,base_or_unknown,no,no,no,3,
passback_augment,Badger,Symp. Butterfly Swirl,3,1,0,0,Swirl,base_or_unknown,no,no,no,2,
passback_augment,Big Applesauce,Spinning far Miraging Symp. Torque,5,4,1,0,Torque,base_or_unknown,no,no,no,2,
passback_augment,Big Orange,"Spinning near Symp. Flux, Rev. Big Apple",7,3,1,0,Apple,base_or_unknown,no,no,no,1,
passback_augment,Blackula,"Toe near Symp. Double Down, Symp DOD",7,3,1,1,DOD,base_or_unknown,no,no,no,2,
passback_augment,Blurtigo,Stepping Ducking far Drifter,4,3,1,0,Drifter,base_or_unknown,no,no,no,2,
passback_augment,Cardinal Swirl,triple-dex Swirl,2,0,0,1,Swirl,base_or_unknown,no,no,no,3,
passback_augment,Cheese Processor,Surging Ducking far Blender,4,3,1,0,Blender,base_or_unknown,no,yes,no,2,
passback_augment,Clipper,xbd inside stall,3,0,0,0,stall,base_or_unknown,no,no,no,0,
passback_augment,Cloud,"Calf Stall w/ leg in ""Whirl"" position",7,0,0,0,position,base_or_unknown,no,no,yes,,
passback_augment,Clownface,Barraging far Eggbeater,3,2,1,0,Eggbeater,base_or_unknown,no,yes,no,4,
