slug,name,add,contact_count,scored_event_count,classification
inspinning_butterfly,"inspinning butterfly",4,4,4,fully-explained
inspinning_clipper,"inspinning clipper",3,3,3,fully-explained
inspinning_flail,"inspinning flail",4,4,4,fully-explained
inspinning_guay,"inspinning guay",3,4,3,fully-explained
inspinning_illusion,"inspinning illusion",3,4,3,fully-explained
inspinning_legover,"inspinning legover",3,4,3,fully-explained
inspinning_mirage,"inspinning mirage",3,4,3,fully-explained
inspinning_osis,"inspinning osis",4,4,4,fully-explained
inspinning_reverse_guay,"inspinning reverse guay",2,3,2,fully-explained
inspinning_symposium_mirage,"inspinning symposium mirage",4,4,4,fully-explained
inspinning_toe_stall,"inspinning toe stall",2,3,2,fully-explained
irish_cream,"irish cream",6,6,6,fully-explained
irish_spring,"irish spring",5,5,5,fully-explained
jani_walker,"jani walker",5,5,5,fully-explained
knee_clipper,"knee clipper",2,2,2,fully-explained
knee_stall,"knee stall",1,2,1,fully-explained
leg_over_flapper_stall,"Leg Over Flapper Stall",4,3,4,fully-explained
legeater,legeater,3,4,3,fully-explained
legover,legover,2,3,2,fully-explained
legover_kick,"legover kick",1,2,1,fully-explained
leviathon,leviathon,6,6,6,fully-explained
liquifier,liquifier,6,6,6,fully-explained
locomotion,locomotion,6,6,6,fully-explained
magellan,magellan,3,4,3,fully-explained
mantis,mantis,4,5,4,fully-explained
merkon,merkon,3,4,3,fully-explained
mirage,mirage,2,3,2,fully-explained
miraging_dyno,"miraging dyno",5,5,5,fully-explained
miraging_eclipse,"miraging eclipse",4,5,4,fully-explained
miraging_flail,"miraging flail",4,4,4,fully-explained
miraging_kick,"miraging kick",1,2,1,fully-explained
miraging_pickup,"miraging pickup",3,4,3,fully-explained
miraging_symposium_butterfly,"miraging symposium butterfly",5,4,5,fully-explained
miraging_symposium_double_over_down,"miraging symposium double over down",6,5,6,fully-explained
miraging_symposium_eggbeater,"miraging symposium eggbeater",5,5,5,fully-explained
miraging_symposium_illusion,"miraging symposium illusion",4,4,4,fully-explained
miraging_symposium_mirage,"miraging symposium mirage",4,4,4,fully-explained
miraging_symposium_whirl,"miraging symposium whirl",5,4,5,fully-explained
mobius,mobius,5,5,5,fully-explained
moby_dick,"moby dick",6,6,6,fully-explained
mofly,mofly,6,5,6,fully-explained
motion,motion,5,5,5,fully-explained
motion_sickness,"motion sickness",6,6,6,fully-explained
nebula,nebula,5,6,5,fully-explained
neck_stall,"neck stall",1,2,1,fully-explained
nemesis,nemesis,6,6,6,fully-explained
nova,nova,4,4,4,fully-explained
omelette,omelette,3,4,3,fully-explained
orbit,orbit,2,3,2,fully-explained
orbit_kick,"orbit kick",1,2,1,fully-explained
osis,osis,3,3,3,fully-explained
outside_around_the_world,"outside around the world",2,3,2,fully-explained
outside_stall,"outside stall",1,2,1,fully-explained
pandemonium,pandemonium,5,5,5,fully-explained
paradon,paradon,4,4,4,fully-explained
paradon_swirl,"paradon swirl",5,5,5,fully-explained
parallax,parallax,3,4,3,fully-explained
parkwalk,parkwalk,4,4,4,fully-explained
paste,paste,3,4,3,fully-explained
paste_same_side,"paste same side",3,4,3,fully-explained
peak_delay,"peak delay",1,2,1,fully-explained
phoenix,phoenix,5,5,5,fully-explained
pickup,pickup,2,3,2,fully-explained
pigbeater,pigbeater,4,5,4,fully-explained
pixie,pixie,2,3,2,fully-explained
pixie_barfly,"pixie barfly",5,5,5,fully-explained
pixie_barrage,"pixie barrage",4,5,4,fully-explained
pixie_blender,"pixie blender",5,5,5,fully-explained
pixie_butterfly_swirl,"pixie butterfly swirl",5,5,5,fully-explained
pixie_clipper,"pixie clipper",3,3,3,fully-explained
pixie_dada_curve,"pixie dada curve",5,5,5,fully-explained
pixie_diving_mirage,"pixie diving mirage",4,5,4,fully-explained
pixie_diving_osis,"pixie diving osis",5,5,5,fully-explained
pixie_diving_pickup,"pixie diving pickup",4,5,4,fully-explained
pixie_diving_symposium_mirage,"pixie diving symposium mirage",5,5,5,fully-explained
pixie_diving_whirl,"pixie diving whirl",5,5,5,fully-explained
pixie_dolomite,"pixie dolomite",6,5,6,fully-explained
pixie_double_over_down,"pixie double over down",5,5,5,fully-explained
pixie_double_pickup,"pixie double pickup",4,5,4,fully-explained
pixie_double_pickup_same_side,"pixie double pickup same side",4,5,4,fully-explained
pixie_double_switch_over,"pixie double switch over",4,5,4,fully-explained
pixie_ducking_butterfly,"pixie ducking butterfly",5,5,5,fully-explained
pixie_ducking_butterfly_swirl,"pixie ducking butterfly swirl",6,6,6,fully-explained
pixie_ducking_clipper,"pixie ducking clipper",4,4,4,fully-explained
pixie_ducking_eggbeater,"pixie ducking eggbeater",5,6,5,fully-explained
pixie_ducking_illusion,"pixie ducking illusion",4,5,4,fully-explained
pixie_ducking_legover,"pixie ducking legover",4,5,4,fully-explained
pixie_ducking_osis,"pixie ducking osis",5,5,5,fully-explained
pixie_ducking_pickup,"pixie ducking pickup",4,5,4,fully-explained
pixie_ducking_symposium_mirage,"pixie ducking symposium mirage",5,5,5,fully-explained
pixie_ducking_whirl,"pixie ducking whirl",5,5,5,fully-explained
pixie_dyno,"pixie dyno",5,5,5,fully-explained
pixie_eclipse,"pixie eclipse",4,4,4,fully-explained
pixie_eggbeater,"pixie eggbeater",4,5,4,fully-explained
pixie_flail,"pixie flail",4,4,4,fully-explained
pixie_guay,"pixie guay",3,4,3,fully-explained
pixie_gyro_double_leg_over,"pixie gyro double leg over",5,6,5,fully-explained
pixie_kick,"pixie kick",1,2,1,fully-explained
pixie_legover,"pixie legover",3,4,3,fully-explained
pixie_mirage,"pixie mirage",3,4,3,fully-explained
pixie_miraging_flail,"pixie miraging flail",5,5,5,fully-explained
pixie_miraging_symposium_eggbeater,"pixie miraging symposium eggbeater",6,6,6,fully-explained
pixie_mobius,"pixie mobius",6,6,6,fully-explained
pixie_opposite_clipper,"pixie opposite clipper",3,3,3,fully-explained
pixie_osis,"pixie osis",4,4,4,fully-explained
pixie_paradon,"pixie paradon",5,6,5,fully-explained
pixie_pickup,"pixie pickup",3,4,3,fully-explained
pixie_quantum_butterfly,"pixie quantum butterfly",5,5,5,fully-explained
pixie_quantum_legover,"Pixie Quantum Legover",4,5,4,fully-explained
pixie_rev_whirl,"pixie rev whirl",4,4,4,fully-explained
pixie_reverse_guay,"pixie reverse guay",3,4,3,fully-explained
pixie_reverse_swirl,"pixie reverse swirl",4,4,4,fully-explained
pixie_reverse_whirl,"pixie reverse whirl",4,4,4,fully-explained
pixie_same_clipper,"pixie same clipper",3,3,3,fully-explained
pixie_same_side_illusion,"pixie same side illusion",3,4,3,fully-explained
pixie_swirl,"pixie swirl",4,4,4,fully-explained
pixie_symposium_illusion,"pixie symposium illusion",4,4,4,fully-explained
pixie_symposium_mirage,"pixie symposium mirage",4,4,4,fully-explained
pixie_symposium_rev_whirl,"pixie symposium rev whirl",5,4,5,fully-explained
pixie_symposium_reverse_whirl,"pixie symposium reverse whirl",5,4,5,fully-explained
pixie_symposium_whirl,"pixie symposium whirl",5,4,5,fully-explained
pixie_symposium_whirling_swirl,"pixie symposium whirling swirl",6,5,6,fully-explained
pixie_torque,"pixie torque",5,5,5,fully-explained
pixie_weaving_butterfly,"pixie weaving butterfly",5,5,5,fully-explained
pixie_weaving_mirage,"pixie weaving mirage",4,5,4,fully-explained
pixie_weaving_osis,"pixie weaving osis",5,5,5,fully-explained
pixie_weaving_symposium_mirage,"pixie weaving symposium mirage",5,5,5,fully-explained
pixie_weaving_whirl,"pixie weaving whirl",5,5,5,fully-explained
pixie_whirl,"pixie whirl",4,4,4,fully-explained
plasma,plasma,5,5,5,fully-explained
pogo_barfly,"Pogo Barfly",5,5,5,fully-explained
pogo_barrage,"Pogo Barrage",4,5,4,fully-explained
pogo_blender,"Pogo Blender",5,5,5,fully-explained
pogo_butterfly,"Pogo Butterfly",4,4,4,fully-explained
pogo_da_da_curve,"pogo da da curve",5,5,5,fully-explained
pogo_double_leg_over,"pogo double leg over",4,5,4,fully-explained
pogo_drifter,"Pogo Drifter",4,4,4,fully-explained
pogo_eggbeater,"Pogo Eggbeater",4,5,4,fully-explained
pogo_illusion,"Pogo Illusion",3,4,3,fully-explained
pogo_legover,"Pogo Legover",3,4,3,fully-explained
pogo_mirage,"Pogo Mirage",3,4,3,fully-explained
pogo_motion,"pogo motion",6,6,6,fully-explained
pogo_paradox_mirage,"Pogo Paradox Mirage",4,4,4,fully-explained
pogo_pickup,"Pogo Pickup",3,4,3,fully-explained
pogo_torque,"Pogo Torque",5,5,5,fully-explained
pogo_whirl,"Pogo Whirl",4,4,4,fully-explained
pogo_whirling_swirl,"Pogo Whirling Swirl",5,5,5,fully-explained
predator,predator,4,5,4,fully-explained
probe,probe,2,2,2,fully-explained
puck,puck,4,5,4,fully-explained
quagmire,quagmire,4,5,4,fully-explained
quantanamera,quantanamera,5,5,5,fully-explained
quantum_blender,"quantum blender",5,5,5,fully-explained
quantum_butterfly,"quantum butterfly",4,4,4,fully-explained
quantum_butterfly_swirl,"quantum butterfly swirl",5,5,5,fully-explained
quantum_double_leg_over,"quantum double leg over",4,5,4,fully-explained
quantum_drifter,"quantum drifter",4,4,4,fully-explained
quantum_ducking_whirl,"quantum ducking whirl",5,5,5,fully-explained
quantum_eclipse,"quantum eclipse",4,4,4,fully-explained
quantum_eggbeater,"quantum eggbeater",4,5,4,fully-explained
quantum_flail,"quantum flail",4,4,4,fully-explained
quantum_guay,"quantum guay",3,4,3,fully-explained
quantum_gyro_mirage,"quantum gyro mirage",4,5,4,fully-explained
quantum_illusion,"quantum illusion",3,4,3,fully-explained
quantum_legover,"quantum legover",3,4,3,fully-explained
quantum_mirage,"quantum mirage",3,4,3,fully-explained
quantum_osis,"quantum osis",4,4,4,fully-explained
quantum_pickup,"quantum pickup",3,4,3,fully-explained
quantum_reverse_guay,"quantum reverse guay",3,4,3,fully-explained
quantum_symposium_mirage,"quantum symposium mirage",4,4,4,fully-explained
quantum_symposium_whirl,"quantum symposium whirl",5,4,5,fully-explained
quantum_torque,"quantum torque",5,5,5,fully-explained
quantum_whirl,"quantum whirl",4,4,4,fully-explained
rage,rage,5,5,5,fully-explained
rail_warrior,"rail warrior",6,6,6,fully-explained
reaper,reaper,3,4,3,fully-explained
refraction,refraction,3,4,3,fully-explained
rev_swirl,"rev swirl",3,3,3,fully-explained
rev_whirl,"rev whirl",3,3,3,fully-explained
reverse_blender,"reverse blender",4,4,4,fully-explained
reverse_drifter,"reverse drifter",3,3,3,fully-explained
reverse_guay,"reverse guay",2,3,2,fully-explained
reverse_magellan,"reverse magellan",3,4,3,fully-explained
reverse_swirling_blender,"reverse swirling blender",5,5,5,fully-explained
reverse_swirling_osis,"reverse swirling osis",4,4,4,fully-explained
reverse_swirling_pickup,"reverse swirling pickup",3,4,3,fully-explained
reverse_torque,"reverse torque",4,4,4,fully-explained
reverse_whirling_twirl,"reverse whirling twirl",5,5,5,fully-explained
ricochet,ricochet,5,4,5,fully-explained
ripped_warrior,"ripped warrior",5,5,5,fully-explained
ripstein,ripstein,4,4,4,fully-explained
ripwalk,ripwalk,4,4,4,fully-explained
sailing_butterfly,"Sailing Butterfly",5,5,5,fully-explained
sailing_clipper,"sailing clipper",4,4,4,fully-explained
sailing_double_leg_over,"Sailing Double Leg Over",5,6,5,fully-explained
sailing_eggbeater,"Sailing Eggbeater",5,6,5,fully-explained
sailing_legover,"Sailing Legover",4,5,4,fully-explained
sailing_mirage,"Sailing Mirage",4,5,4,fully-explained
sailing_pickup,"sailing pickup",4,5,4,fully-explained
sailing_whirl,"Sailing Whirl",5,5,5,fully-explained
schmoe,schmoe,3,4,3,fully-explained
scorpions_tail,"scorpions tail",5,5,5,fully-explained
scrambled_eggbeater,"scrambled eggbeater",3,4,3,fully-explained
shaft,shaft,5,4,5,fully-explained
shoulder_stall,"shoulder stall",1,2,1,fully-explained
sidewalk,sidewalk,4,4,4,fully-explained
smear,smear,3,4,3,fully-explained
smear_same_side,"smear same side",3,4,3,fully-explained
smog,smog,4,5,4,fully-explained
smoke,smoke,4,4,4,fully-explained
smudge,smudge,3,4,3,fully-explained
smudge_same_side,"smudge same side",3,4,3,fully-explained
sole_kick,"sole kick",1,2,1,fully-explained
sole_stall,"sole stall",2,2,2,fully-explained
sole_survivor,"sole survivor",5,4,5,fully-explained
spanishfly,spanishfly,5,5,5,fully-explained
spin,spin,1,2,1,fully-explained
spinal_tap,"spinal tap",5,5,5,fully-explained
spinning_barfly,"spinning barfly",5,5,5,fully-explained
spinning_blender,"spinning blender",5,5,5,fully-explained
spinning_butterfly,"spinning butterfly",4,4,4,fully-explained
spinning_butterfly_kick,"spinning butterfly kick",3,3,3,fully-explained
spinning_butterfly_swirl,"spinning butterfly swirl",5,5,5,fully-explained
spinning_clipper,"spinning clipper",3,3,3,fully-explained
spinning_diving_symposium_whirl,"spinning diving symposium whirl",6,5,6,fully-explained
spinning_double_leg_over,"spinning double leg over",4,5,4,fully-explained
spinning_drifter,"spinning drifter",4,4,4,fully-explained
spinning_ducking_blender,"spinning ducking blender",6,6,6,fully-explained
spinning_ducking_butterfly,"spinning ducking butterfly",5,5,5,fully-explained
spinning_ducking_clipper,"spinning ducking clipper",4,4,4,fully-explained
spinning_ducking_drifter,"spinning ducking drifter",5,5,5,fully-explained
spinning_ducking_illusion,"spinning ducking illusion",4,5,4,fully-explained
spinning_ducking_legover,"spinning ducking legover",4,5,4,fully-explained
spinning_ducking_mirage,"spinning ducking mirage",4,5,4,fully-explained
spinning_ducking_osis,"spinning ducking osis",5,5,5,fully-explained
spinning_ducking_pickup,"spinning ducking pickup",4,5,4,fully-explained
spinning_ducking_superfly,"spinning ducking superfly",7,6,7,fully-explained
spinning_ducking_symposium_double_over_down,"spinning ducking symposium double over down",7,6,7,fully-explained
spinning_ducking_symposium_torque,"spinning ducking symposium torque",7,6,7,fully-explained
spinning_ducking_symposium_whirl,"spinning ducking symposium whirl",6,5,6,fully-explained
spinning_ducking_whirl,"spinning ducking whirl",5,5,5,fully-explained
spinning_eggbeater,"spinning eggbeater",4,5,4,fully-explained
spinning_guay,"spinning guay",3,4,3,fully-explained
spinning_illusion,"spinning illusion",3,4,3,fully-explained
spinning_legover,"spinning legover",3,4,3,fully-explained
spinning_mirage,"spinning mirage",3,4,3,fully-explained
spinning_miraging_symposium_torque,"spinning miraging symposium torque",7,6,7,fully-explained
spinning_osis,"spinning osis",4,4,4,fully-explained
spinning_pickup,"spinning pickup",3,4,3,fully-explained
spinning_rev_whirl,"spinning rev whirl",4,4,4,fully-explained
spinning_reverse_guay,"spinning reverse guay",3,4,3,fully-explained
spinning_reverse_swirl,"spinning reverse swirl",4,4,4,fully-explained
spinning_reverse_whirl,"spinning reverse whirl",4,4,4,fully-explained
spinning_superfly,"spinning superfly",6,5,6,fully-explained
spinning_swirl,"spinning swirl",4,4,4,fully-explained
spinning_symposium_down_double_down,"spinning symposium down double down",6,5,6,fully-explained
spinning_symposium_eggbeater,"spinning symposium eggbeater",5,5,5,fully-explained
spinning_symposium_flux,"spinning symposium flux",6,5,6,fully-explained
spinning_symposium_illusion,"spinning symposium illusion",4,4,4,fully-explained
spinning_symposium_mirage,"spinning symposium mirage",4,4,4,fully-explained
spinning_symposium_pickup,"spinning symposium pickup",4,4,4,fully-explained
spinning_symposium_swirl,"spinning symposium swirl",5,4,5,fully-explained
spinning_symposium_torque,"spinning symposium torque",6,5,6,fully-explained
spinning_symposium_whirling_swirl,"spinning symposium whirling swirl",6,5,6,fully-explained
spinning_toe_stall,"spinning toe stall",2,3,2,fully-explained
spinning_torque,"spinning torque",5,5,5,fully-explained
spinning_whirl,"spinning whirl",4,4,4,fully-explained
spinning_whirling_swirl,"spinning whirling swirl",5,5,5,fully-explained
spinning_whirling_symposium_swirl,"spinning whirling symposium swirl",6,5,6,fully-explained
spyro,spyro,1,3,1,fully-explained
squeeze,squeeze,2,1,2,fully-explained
stepping_barfly,"stepping barfly",5,5,5,fully-explained
stepping_blender,"stepping blender",5,5,5,fully-explained
stepping_butterfly,"stepping butterfly",4,4,4,fully-explained
stepping_butterfly_swirl,"stepping butterfly swirl",5,5,5,fully-explained
stepping_clipper,"stepping clipper",3,3,3,fully-explained
stepping_clipper_same_side,"Stepping Clipper Same Side",3,3,3,fully-explained
stepping_diving_butterfly,"stepping diving butterfly",5,5,5,fully-explained
stepping_diving_double_leg_over,"stepping diving double leg over",5,6,5,fully-explained
stepping_diving_mirage,"stepping diving mirage",4,5,4,fully-explained
stepping_double_over_down,"stepping double over down",5,5,5,fully-explained
stepping_double_switch_over,"stepping double switch over",4,5,4,fully-explained
stepping_ducking_butterfly,"stepping ducking butterfly",5,5,5,fully-explained
stepping_ducking_butterfly_swirl,"stepping ducking butterfly swirl",6,6,6,fully-explained
stepping_ducking_double_leg_over,"stepping ducking double leg over",5,6,5,fully-explained
stepping_ducking_double_pickup,"stepping ducking double pickup",5,6,5,fully-explained
stepping_ducking_drifter,"stepping ducking drifter",5,5,5,fully-explained
stepping_ducking_magellan,"stepping ducking magellan",5,6,5,fully-explained
stepping_ducking_mirage,"stepping ducking mirage",4,5,4,fully-explained
stepping_ducking_osis,"stepping ducking osis",5,5,5,fully-explained
stepping_ducking_paste,"stepping ducking paste",5,6,5,fully-explained
stepping_ducking_pigbeater,"stepping ducking pigbeater",6,7,6,fully-explained
stepping_ducking_smog,"stepping ducking smog",6,7,6,fully-explained
stepping_ducking_smudge,"stepping ducking smudge",5,6,5,fully-explained
stepping_ducking_symposium_eggbeater,"stepping ducking symposium eggbeater",6,6,6,fully-explained
stepping_ducking_torque,"stepping ducking torque",6,6,6,fully-explained
stepping_dyno,"stepping dyno",5,5,5,fully-explained
stepping_eggbeater,"stepping eggbeater",4,5,4,fully-explained
stepping_flail,"stepping flail",4,4,4,fully-explained
stepping_guay,"stepping guay",3,4,3,fully-explained
stepping_mirage,"stepping mirage",3,4,3,fully-explained
stepping_osis,"stepping osis",4,4,4,fully-explained
stepping_osis_same_side,"Stepping Osis Same Side",4,4,4,fully-explained
stepping_pickup,"stepping pickup",3,4,3,fully-explained
stepping_reaper,"stepping reaper",4,5,4,fully-explained
stepping_rev_whirl,"stepping rev whirl",4,4,4,fully-explained
stepping_reverse_guay,"stepping reverse guay",3,4,3,fully-explained
stepping_reverse_swirl,"stepping reverse swirl",4,4,4,fully-explained
stepping_reverse_whirl,"stepping reverse whirl",4,4,4,fully-explained
stepping_superfly,"stepping superfly",6,5,6,fully-explained
stepping_swirl,"stepping swirl",4,4,4,fully-explained
stepping_symposium_mirage,"stepping symposium mirage",4,4,4,fully-explained
stepping_symposium_whirl,"stepping symposium whirl",5,4,5,fully-explained
stepping_weaving_butterfly,"stepping weaving butterfly",5,5,5,fully-explained
stepping_weaving_mirage,"stepping weaving mirage",4,5,4,fully-explained
stepping_whirl,"stepping whirl",4,4,4,fully-explained
stepping_whirling_swirl,"stepping whirling swirl",5,5,5,fully-explained
superfly,superfly,5,4,5,fully-explained
surgery,surgery,6,5,6,fully-explained
surging,surging,3,4,3,fully-explained
surging_ducking_blender,"Surging Ducking Blender",7,7,7,fully-explained
surging_ducking_torque,"Surging Ducking Torque",7,7,7,fully-explained
surging_legover,"surging legover",4,5,4,fully-explained
surging_mirage,"surging mirage",4,5,4,fully-explained
surging_osis,"surging osis",5,5,5,fully-explained
surging_same_side_osis,"Surging Same Side Osis",5,5,5,fully-explained
surging_whirl,"surging whirl",5,5,5,fully-explained
swirl,swirl,3,3,3,fully-explained
swirling_butterfly,"swirling butterfly",4,4,4,fully-explained
swirling_mirage,"swirling mirage",3,4,3,fully-explained
swirling_reverse_swirl,"swirling reverse swirl",4,4,4,fully-explained
swirling_swirl,"swirling swirl",4,4,4,fully-explained
swirling_symposium_whirl,"swirling symposium whirl",5,4,5,fully-explained
swirling_whirl,"swirling whirl",4,4,4,fully-explained
swirling_whirling_swirl,"swirling whirling swirl",5,5,5,fully-explained
symposium_atomic_butterfly,"symposium atomic butterfly",5,4,5,fully-explained
symposium_blizzard,"symposium blizzard",4,4,4,fully-explained
symposium_bubba,"symposium bubba",3,3,3,fully-explained
symposium_butterfly,"symposium butterfly",4,3,4,fully-explained
symposium_double_over_down,"symposium double over down",5,4,5,fully-explained
symposium_eggbeater,"symposium eggbeater",4,4,4,fully-explained
symposium_mirage,"symposium mirage",3,3,3,fully-explained
symposium_miraging_mirage,"symposium miraging mirage",4,4,4,fully-explained
symposium_mobius,"symposium mobius",6,5,6,fully-explained
symposium_paradon,"symposium paradon",5,4,5,fully-explained
symposium_pixie,"symposium pixie",3,3,3,fully-explained
symposium_reverse_whirl,"symposium reverse whirl",4,3,4,fully-explained
symposium_swirl,"symposium swirl",4,3,4,fully-explained
symposium_torque,"symposium torque",5,4,5,fully-explained
symposium_twirl,"symposium twirl",5,4,5,fully-explained
symposium_whirl,"symposium whirl",4,3,4,fully-explained
symposium_whirling_mirage,"symposium whirling mirage",4,4,4,fully-explained
symposium_whirling_swirl,"symposium whirling swirl",5,4,5,fully-explained
tap,tap,3,4,3,fully-explained
tapdown,tapdown,4,4,4,fully-explained
tapping_butterfly,"tapping butterfly",4,4,4,fully-explained
tapping_clipper,"tapping clipper",3,3,3,fully-explained
tapping_diving_mirage,"tapping diving mirage",4,5,4,fully-explained
tapping_double_leg_over,"tapping double leg over",4,5,4,fully-explained
tapping_double_over_down,"tapping double over down",5,5,5,fully-explained
tapping_drifter,"tapping drifter",4,4,4,fully-explained
tapping_eggbeater,"tapping eggbeater",4,5,4,fully-explained
tapping_guay,"tapping guay",3,4,3,fully-explained
tapping_illusion,"tapping illusion",3,4,3,fully-explained
tapping_leg_over,"tapping leg over",3,4,3,fully-explained
tapping_legover,"tapping legover",3,4,3,fully-explained
tapping_mirage,"tapping mirage",3,4,3,fully-explained
tapping_mobius,"tapping mobius",6,6,6,fully-explained
tapping_osis,"tapping osis",4,4,4,fully-explained
tapping_pickup,"tapping pickup",3,4,3,fully-explained
tapping_reverse_guay,"tapping reverse guay",3,4,3,fully-explained
tapping_symposium_whirl,"tapping symposium whirl",5,4,5,fully-explained
tapping_torque,"tapping torque",5,5,5,fully-explained
tapping_twirl,"tapping twirl",5,5,5,fully-explained
tapping_whirl,"tapping whirl",4,4,4,fully-explained
tapping_whirling_swirl,"tapping whirling swirl",5,5,5,fully-explained
terraging_opposite_clipper,"Terraging Opposite Clipper",4,4,4,fully-explained
terraging_same_clipper,"Terraging Same Clipper",4,4,4,fully-explained
toe_clipper,"toe clipper",2,2,2,fully-explained
toe_double_drifter,"Toe Double Drifter",4,4,4,fully-explained
toe_ducking_legover,"toe ducking legover",3,4,3,fully-explained
toe_flurry,"toe flurry",4,5,4,fully-explained
toe_gyro_mirage,"toe gyro mirage",3,4,3,fully-explained
toe_ripwalk,"toe ripwalk",4,4,4,fully-explained
toe_spinning_torque,"toe spinning torque",5,5,5,fully-explained
toe_whirling_swirl,"toe whirling swirl",4,4,4,fully-explained
toe_whirr,"Toe Whirr",4,4,4,fully-explained
tombstone,tombstone,4,4,4,fully-explained
torque,torque,4,4,4,fully-explained
triple_around_the_world,"triple around the world",4,5,4,fully-explained
triple_mirage,"triple mirage",4,5,4,fully-explained
triple_orbit,"triple orbit",4,5,4,fully-explained
triple_spin,"triple spin",3,3,3,fully-explained
triple_swirl,"triple swirl",5,5,5,fully-explained
tripwalk,tripwalk,4,4,4,fully-explained
twirl,twirl,4,4,4,fully-explained
venom,venom,6,6,6,fully-explained
voodoo,Voodoo,5,4,5,fully-explained
vortex,vortex,4,4,4,fully-explained
walk_over,"walk over",2,5,2,fully-explained
warp,warp,5,5,5,fully-explained
weaving_butterfly,"weaving butterfly",4,4,4,fully-explained
weaving_clipper,"weaving clipper",3,3,3,fully-explained
weaving_double_leg_over,"weaving double leg over",4,5,4,fully-explained
weaving_drifter,"weaving drifter",4,4,4,fully-explained
weaving_eclipse,"weaving eclipse",4,4,4,fully-explained
weaving_guay,"weaving guay",3,4,3,fully-explained
weaving_illusion,"weaving illusion",3,4,3,fully-explained
weaving_legover,"weaving legover",3,4,3,fully-explained
weaving_mirage,"weaving mirage",3,4,3,fully-explained
weaving_pickup,"weaving pickup",3,4,3,fully-explained
weaving_reverse_guay,"weaving reverse guay",3,4,3,fully-explained
weaving_symposium_mirage,"weaving symposium mirage",4,4,4,fully-explained
weaving_toe_stall,"weaving toe stall",2,3,2,fully-explained
weaving_whirl,"weaving whirl",4,4,4,fully-explained
whirl,whirl,3,3,3,fully-explained
whirling_butterfly,"whirling butterfly",4,4,4,fully-explained
whirling_gyro_mirage,"whirling gyro mirage",4,5,4,fully-explained
whirling_pickup,"whirling pickup",3,4,3,fully-explained
whirling_reverse_whirl,"whirling reverse whirl",4,4,4,fully-explained
whirling_swirl,"whirling swirl",4,4,4,fully-explained
whirling_whirl,"whirling whirl",4,4,4,fully-explained
wrap,wrap,2,4,2,fully-explained
yoda,yoda,5,6,5,fully-explained
zulu_butterfly,"zulu butterfly",4,4,4,fully-explained
zulu_clipper,"zulu clipper",3,3,3,fully-explained
zulu_double_leg_over,"zulu double leg over",4,5,4,fully-explained
zulu_drifter,"zulu drifter",4,4,4,fully-explained
zulu_guay,"zulu guay",3,4,3,fully-explained
zulu_illusion,"zulu illusion",3,4,3,fully-explained
zulu_legover,"zulu legover",3,4,3,fully-explained
zulu_mirage,"zulu mirage",3,4,3,fully-explained
zulu_pickup,"zulu pickup",3,4,3,fully-explained
zulu_toe_stall,"zulu toe stall",2,3,2,fully-explained
zulu_whirl,"zulu whirl",4,4,4,fully-explained
