"action","match_method","canonical_slug","display_name","db_match_slug","db_match_adds","source","source_adds","add_formula","symbolic_notation_raw","doctrine_status","equivalent_to","provenance_notes"
"UPDATE","slug","barrage","Barrage","barrage","3","footbagmoves","3","dex(1) + dex(1) + stall(1) --> 3 ADDs","Clip >> Op In (DEX) > Same In (DEX) >> Op Toe (DEL)","settled","barrage (live DB; pt4+followup)","FB.org 3-ADD confirms 'Barrage' (source_adds=3; jobs_notation_raw='SET > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL]'; co"
"UPDATE","slug","butterfly","Butterfly","butterfly","3","footbagmoves","3","dex(1) + xbody(1) + stall(1) --> 3 ADDs","SET > SAME or OP OUT [DEX] > OP CLIP [XBD] [DEL]","settled","butterfly (live DB; family-anchor)","FB.org 3-ADD confirms 'Butterfly*' (source_adds=3; jobs_notation_raw='SET > SAME or OP OUT [DEX] > OP CLIP [XBD] [DEL]';"
"UPDATE","slug","double-around-the-world","Double Around the World","double-around-the-world","3","fborg","3","dex(1) + dex(1) + stall(1) --> 3 ADDs","TOE > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL]","settled","double-around-the-world (live DB; pt8 multiplicity exception)",""
"UPDATE","slug","double-leg-over","Double Leg Over","double-leg-over","3","fborg","3","dex(1) + dex(1) + stall(1) --> 3 ADDs (= miraging legover per pt4)","SET > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]","settled","double-leg-over (live DB; pt4)",""
"UPDATE","slug","drifter","Drifter","drifter","3","footbagmoves","3","dex(1) + xbody(1) + stall(1) --> 3 ADDs (= miraging clipper per pt11)","Clip >> Op In (DEX) > Same Clip (XBD)(DEL)","settled","drifter (live DB; pt11 = miraging clipper)","FB.org 3-ADD confirms 'Drifter' (source_adds=3; jobs_notation_raw='SET > OP IN [DEX] > SAME CLIP [XBD] [DEL]'; component"
"UPDATE","slug","eclipse","Eclipse","eclipse","3","fborg","3","flying(1) + stall(1) + dex(1) --> 3 ADDs","SET > (jump) [BOD] > SAME or OP INSIDE [DEL] > OP OUT [DEX] > (land)","settled","eclipse (live DB; pt1 jump-bearing 3-ADD)",""
"UPDATE","slug","eggbeater","Eggbeater","eggbeater","3","footbagmoves","3","atomic(+1) + legover(2) --> 3 ADDs","Toe >> Op Out (DEX) > Op Out (DEX) > Same Toe (DEL)","settled","eggbeater (live DB; pt4 = Atomic Legover)","FB.org 3-ADD confirms 'Eggbeater' (source_adds=3; jobs_notation_raw='TOE > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL]'"
"UPDATE","slug","flail","Flail","flail","3","footbagmoves","3","symposium(+1) + illusion(2) --> 3 ADDs","SET > (no plant while) [BOD] OP OUT [DEX] > OP TOE [DEL]","settled","flail (live DB; pt6+followup = Symposium Illusion)","FB.org 3-ADD confirms 'Flail' (source_adds=3; jobs_notation_raw='SET > (no plant while) [BOD] OP OUT [DEX] > OP TOE [DEL"
"UPDATE","norm-name/alias","flapper-delay","Flapper Delay","cross-body-sole-stall","3","fborg","3","cross-body(1) + unusual surface(1) + stall(1) --> 3 ADDs","SET > FLAP [UNS] [XBD] [DEL]","settled","","source explicitly notes parenthetical alt-name: ""Cross-Body Sole Delay"""
"UPDATE","slug","magellan","Magellan","magellan","3","footbagmoves","3","pixie(+1) + same-legover(2) --> 3 ADDs","Toe > Same In (DEX) >> Same Out (DEX) > Same Toe (DEL)","settled","magellan (live DB; alternate name ""Pixie Same Legover"")","FB.org 3-ADD confirms 'Magellan' (source_adds=3; jobs_notation_raw='TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > SAME "
"UPDATE","slug","merkon","Merkon","merkon","3","footbagmoves","3","spinning(+1) + legover(2) --> 3 ADDs","Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Toe (DEL)","settled","merkon (live DB; pt4 spinning-legover; pt4+followup standalone dex)","FB.org 3-ADD confirms 'Merkon' (source_adds=3; jobs_notation_raw='CLIP > (back) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DE"
"UPDATE","slug","osis","Osis","osis","3","fborg","3","spin(1) + xbody(1) + stall(1) --> 3 ADDs","SET > (back or front) SPIN [BOD] > SAME or OP CLIP [XBD] [DEL]","settled","osis (live DB; FIRST_CLASS_TIER_1; family-anchor)",""
"UPDATE","slug","paradox-mirage","Paradox Mirage","paradox-mirage","3","fborg","3","paradox(+1) + mirage(2) --> 3 ADDs","CLIP > SAME IN [PDX] [DEX] > OP TOE [DEL]","settled","paradox-mirage (live DB; FIRST_CLASS_TIER_2)",""
"UPDATE","slug","refraction","Refraction","refraction","3","fborg","3","stall(1) + dex(1) + xbody(1) --> 3 ADDs","SET > OP INSIDE [DEL] > OP OUT [DEX] > OP CLIP [XBD]","settled","refraction (live DB; pt6 dex classification)",""
"UPDATE","slug","reverse-drifter","Reverse Drifter","reverse-drifter","3","fborg","3","dex(1) + xbody(1) + stall(1) --> 3 ADDs","SET > OP OUT [DEX] > SAME CLIP [XBD] [DEL]","settled","reverse-drifter (live DB; pt6 separate canonical)",""
"UPDATE","norm-name/alias","reverse-swirl","Reverse Swirl","swirl","3","footbagmoves","3","dex(1) + xbody(1) + stall(1) --> 3 ADDs","","settled","","FB.org 3-ADD confirms 'Reverse Swirl' (source_adds=3; jobs_notation_raw='CLIP > SAME FRONT SWIRL [DEX] > SAME CLIP [XBD]"
"UPDATE","norm-name/alias","reverse-whirl","Reverse Whirl","rev-whirl","3","footbagmoves","3","dex(1) + xbody(1) + stall(1) --> 3 ADDs","","settled","rev-whirl (live DB; sibling terminal family)","FB.org 3-ADD confirms 'Reverse Whirl' (source_adds=3; jobs_notation_raw='SET > OP OUT [DEX] > OP CLIP [XBD] [DEL]'; comp"
"UPDATE","slug","smear","Smear","smear","3","footbagmoves","3","pixie(+1) + mirage(2) --> 3 ADDs","Toe > Same In (DEX) >> Op In (DEX) > Op Toe (DEL)","settled","smear (live DB; Pixie Mirage)","FB.org 3-ADD confirms 'Smear' (source_adds=3; jobs_notation_raw='TOE > SAME IN [DEX] > OP IN [DEX] > OP TOE [DEL]'; comp"
"UPDATE","slug","smudge","Smudge","smudge","3","footbagmoves","3","pixie(+1) + illusion(2) --> 3 ADDs","Toe > Same In (DEX) > Op Out (DEX) > Op Toe (DEL)","settled","smudge (live DB; pt7 = Pixie Illusion)","FB.org 3-ADD confirms 'Smudge' (source_adds=3; jobs_notation_raw='TOE > SAME IN [DEX] > OP OUT [DEX] > OP TOE [DEL]'; co"
"UPDATE","slug","spinning-clipper","Spinning Clipper","spinning-clipper","3","footbagmoves","3","spinning(+1) + clipper-stall(2) --> 3 ADDs","","settled","spinning-clipper (live DB)","FB.org 3-ADD confirms 'Spinning Clipper' (source_adds=3; jobs_notation_raw='CLIP > (back) SPIN [BOD] > SAME CLIP [XBD] ["
"UPDATE","slug","swirl","Swirl","swirl","3","footbagmoves","3","dex(1) + xbody(1) + stall(1) --> 3 ADDs","","settled","swirl (live DB; FIRST_CLASS_TIER_1; family-anchor)","FB.org 3-ADD confirms 'Swirl' (source_adds=3; jobs_notation_raw='CLIP > SAME BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL]'; "
"UPDATE","slug","symposium-mirage","Symposium Mirage","symposium-mirage","3","fborg","3","symposium(+1) + mirage(2) --> 3 ADDs","SET > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL]","settled","symposium-mirage (live DB; FIRST_CLASS_TIER_2)",""
"UPDATE","slug","tap","Tap","tap","3","footbagmoves","3","tapping(+1) + mirage(2) --> 3 ADDs","Toe > Op Out (DEX) >> Same In (DEX) > Op Toe (DEL)","settled","tap (live DB; Tapping Mirage)","FB.org 3-ADD confirms 'Tap' (source_adds=3; jobs_notation_raw='TOE > OP OUT [DEX] (plant) > SAME IN [DEX] > OP TOE [DEL]"
"UPDATE","slug","whirl","Whirl","whirl","3","footbagmoves","3","dex(1) + xbody(1) + stall(1) --> 3 ADDs","SET > OP IN [DEX] > OP CLIP [XBD] [DEL]","settled","whirl (live DB; FIRST_CLASS_TIER_1; family-anchor)","FB.org 3-ADD confirms 'Whirl' (source_adds=3; jobs_notation_raw='SET > OP IN [DEX] > OP CLIP [XBD] [DEL]'; component_fla"
"UPDATE","slug","barfly","Barfly","barfly","4","footbagmoves","4","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Clip >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","settled","barfly (live DB; clipper-set double-out compound)","FB.org 4-ADD confirms 'Barfly' (source_adds=4; jobs='CLIP > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'; comp"
"UPDATE","slug","blender","Blender","blender","4","footbagmoves","4","whirling(+1) + osis(3) --> 4 ADDs (= Whirling Osis per pt11)","Clip >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","settled","blender (live DB; pt11 Whirling Osis; branch family-anchor)","FB.org 4-ADD confirms 'Blender' (source_adds=4; jobs='SET > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]'; co"
"UPDATE","slug","blur","Blur","blur","4","footbagmoves","4","stepping(+1) + paradox(+1) + mirage(2) --> 4 ADDs","Clip > Op In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL)","settled","blur (live DB; pt10 Stepping Paradox Mirage)","FB.org 4-ADD confirms 'Blur' (source_adds=4; jobs='CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > OP TOE [DEL]'; component_fla"
"UPDATE","slug","dimwalk","Dimwalk","dimwalk","4","footbagmoves","4","pixie(+1) + butterfly(3) --> 4 ADDs","Toe > Same In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","settled","dimwalk (live DB; SCALE-4 pilot; Pixie Opposite Butterfly)","FB.org 4-ADD confirms 'Dimwalk' (source_adds=4; jobs='TOE > SAME IN [DEX] (plant) > OP OUT [DEX] > OP CLIP [XBD] [DEL].'"
"UPDATE","slug","ducking-butterfly","Ducking Butterfly","ducking-butterfly","4","footbagmoves","4","ducking(+1) + butterfly(3) --> 4 ADDs","","settled","ducking-butterfly (live DB; FIRST_CLASS_TIER_2)","FB.org 4-ADD confirms 'Ducking Butterfly' (source_adds=4; jobs='SET > (DUCK) [BOD] > SAME/OP OUT [DEX] > OP CLIP [XBD] ["
"UPDATE","slug","ducking-osis","Ducking Osis","ducking-osis","4","footbagmoves","4","ducking(+1) + osis(3) --> 4 ADDs","","settled","ducking-osis (live DB; FIRST_CLASS_TIER_2)","FB.org 4-ADD confirms 'Ducking Osis' (source_adds=4; jobs='SET > DUCK [BOD] > SAME or OP OSIS [BOD] [XBD] [DEL]'; compon"
"UPDATE","slug","dyno","Dyno","dyno","4","fborg","4","spinning(+1) + dyno-base(3?) --> 4 ADDs (= reverse-blender)","SET > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]","settled","dyno (live DB; reverse-blender)",""
"UPDATE","slug","flurry","Flurry","flurry","4","footbagmoves","4","dex(1) + dex(1) + dex(1) + stall(1) --> 4 ADDs (= barraging legover)","Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL)","settled","flurry (live DB; equivalence-topology pilot; barraging legover)","FB.org 4-ADD confirms 'Flurry' (source_adds=4; jobs='CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]'"
"UPDATE","slug","haze","Haze","haze","4","footbagmoves","4","stepping(+1) + DLO(3) --> 4 ADDs (= flurry with mid-plant)","Clip > Op In (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL)","settled","haze (live DB; SCALE-8 pilot; Stepping DLO)","FB.org 4-ADD confirms 'Haze' (source_adds=4; jobs='CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > OP OUT [DEX] > SAME TOE "
"UPDATE","slug","high-plains-drifter","High Plains Drifter","high-plains-drifter","4","footbagmoves","4","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Clip >> Op In (DEX) > Same In (DEX) > Same Clip (XBD)(DEL)","settled","high-plains-drifter (live DB; clipper-set double-in compound)","FB.org 4-ADD confirms 'High Plains Drifter' (source_adds=4; jobs='CLIP > OP IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] ["
"UPDATE","norm-name/alias","legbeater","Legbeater","atomic-butterfly","4","footbagmoves","4","atomic(+1) + butterfly(3) --> 4 ADDs","Toe > Op Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","settled","atomic-butterfly (live DB; FIRST_CLASS_TIER_2; pt10 demo of non-rotational atomic)","FB.org 4-ADD confirms 'Legbeater' (source_adds=4; jobs='TOE > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]'; compon"
"UPDATE","slug","omelette","Omelette","omelette","3","footbagmoves","4","atomic(+1) + illusion(2) --> 3 ADDs","Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Op Toe (DEL)","settled","omelette (live DB; pt2+followup-2026-04 = Atomic Illusion = 3 ADD)","FM source has Omelette at 4 ADD; FB.org and IFPA canonical both at 3 ADD (atomic non-rotational + illusion). | FB.org 3-"
"UPDATE","slug","paradon","Paradon","paradon","4","footbagmoves","4","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Toe >> Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","settled","paradon (live DB; opposite-leg sibling to Double-Over Down)","FB.org 4-ADD confirms 'Paradon' (source_adds=4; jobs='TOE > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'; compon"
"UPDATE","slug","paradox-drifter","Paradox Drifter","paradox-drifter","4","fborg","4","paradox(+1) + drifter(3) --> 4 ADDs","CLIP > SAME IN [PDX] [DEX] > SAME CLIP [XBD] [DEL]","settled","",""
"UPDATE","slug","paradox-whirl","Paradox Whirl","paradox-whirl","4","fborg","4","paradox(+1) + whirl(3) --> 4 ADDs","CLIP > SAME IN [PDX] [DEX] > OP CLIP [XBD] [DEL]","settled","paradox-whirl (live DB)",""
"UPDATE","slug","parkwalk","Parkwalk","parkwalk","4","footbagmoves","4","pixie(+1) + ss-butterfly(3) --> 4 ADDs","Toe > Same In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","settled","parkwalk (live DB; SCALE-11 pilot)","FB.org 4-ADD confirms 'Parkwalk' (source_adds=4; jobs='TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > OP CLIP [XBD] [DEL"
"UPDATE","slug","ripstein","Ripstein","ripstein","4","footbagmoves","4","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs (= Swirl (ss) (double))","Clip >> Same Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL)","settled","ripstein (live DB; pt2 ruling)","FB.org 4-ADD confirms 'Ripstein' (source_adds=4; jobs='CLIP > SAME FRONT/BACK SWIRL [DEX] > SAME FRONT/BACK SWIRL [DEX] "
"UPDATE","slug","ripwalk","Ripwalk","ripwalk","4","footbagmoves","4","stepping(+1) + butterfly(3) --> 4 ADDs (= Stepping Butterfly per pt11; jobs reading = BLURRY BUTTERFLY)","Clip > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL)","settled","ripwalk (live DB; SCALE-5 pilot; Stepping Butterfly per pt11)","FB.org 4-ADD confirms 'Ripwalk' (source_adds=4; jobs='CLIP > OP IN [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]'; componen"
"UPDATE","slug","royale","Royale","royale","4","footbagmoves","4","paradox(+1) + reverse-drifter(3) --> 4 ADDs","Clip >> Same Out (DEX)(PDX) >> Same Clip (XBD)(DEL)","settled","royale (live DB; pt4 = Paradox Reverse Drifter)","FB.org 4-ADD confirms 'Royale' (source_adds=4; jobs='CLIP > SAME OUT [PDX] [DEX] > SAME CLIP [XBD] [DEL]'; component_fla"
"UPDATE","slug","sidewalk","Sidewalk","sidewalk","4","footbagmoves","4","stepping(+1) + butterfly(3) --> 4 ADDs","Clip > Op In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL)","settled","sidewalk (live DB; SCALE-8 pilot; Stepping Butterfly)","FB.org 4-ADD confirms 'Sidewalk' (source_adds=4; jobs='CLIP > OP IN [DEX] (plant) > SAME OUT [DEX] > OP CLIP [XBD] [DEL]"
"UPDATE","slug","smog","Smog","smog","4","footbagmoves","4","pixie(+1) + DLO(3) --> 4 ADDs","Toe > Same In (DEX) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL)","settled","smog (live DB; SCALE-7 pilot)","FB.org 4-ADD confirms 'Smog' (source_adds=4; jobs='TOE > SAME IN [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]'; c"
"UPDATE","slug","smoke","Smoke","smoke","4","footbagmoves","4","pixie(+1) + drifter(3) --> 4 ADDs","Toe > Same In (DEX) >> Op In (DEX) > Same Clip (XBD)(DEL)","settled","smoke (live DB; SCALE-7 pilot; Pixie Drifter)","FB.org 4-ADD confirms 'Smoke' (source_adds=4; jobs='TOE > SAME IN [DEX] > OP IN [DEX] > SAME CLIP [XBD] [DEL]'; componen"
"UPDATE","slug","spinning-butterfly","Spinning Butterfly","spinning-butterfly","4","footbagmoves","4","spinning(+1) + butterfly(3) --> 4 ADDs","","settled","spinning-butterfly (live DB; FIRST_CLASS_TIER_2)","FB.org 4-ADD confirms 'Spinning Butterfly' (source_adds=4; jobs='CLIP > (back) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD]"
"UPDATE","slug","spinning-osis","Spinning Osis","spinning-osis","4","footbagmoves","4","spinning(+1) + osis(3) --> 4 ADDs","","settled","spinning-osis (live DB)","FB.org 4-ADD confirms 'Spinning Osis' (source_adds=4; jobs='CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > OP CLIP [XBD]"
"UPDATE","slug","stepping-osis","Stepping Osis","stepping-osis","4","footbagmoves","4","stepping(+1) + osis(3) --> 4 ADDs","","settled","stepping-osis (live DB; FIRST_CLASS_TIER_2)","FB.org 4-ADD confirms 'Stepping Osis' (source_adds=4; jobs='CLIP > OP IN [DEX] (plant) > (front) SPIN [BOD] > SAME CLIP "
"UPDATE","slug","symposium-whirl","Symposium Whirl","symposium-whirl","4","fborg","4","symposium(+1) + whirl(3) --> 4 ADDs","SET > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL]","settled","",""
"UPDATE","norm-name/alias","toe-blur","Toe Blur","quantum","2","passback","4","quantum(+1) + mirage(2) --> 3 ADDs","","settled","toe-blur (live DB; Red pt2 = Quantum Mirage)","FB.org parenthetical ""(Quantum Mirage)"" + Red pt2 ruling agree. | FB.org 3-ADD confirms 'Toe Blur' (source_adds=3; jobs_"
"UPDATE","slug","tombstone","Tombstone","tombstone","4","footbagmoves","4","stepping(+1) + drifter(3) --> 4 ADDs","Clip > Op In (DEX) >> Same In (DEX) > Same Clip (XBD)(DEL)","settled","tombstone (live DB; Stepping Drifter)","FB.org 4-ADD confirms 'Tombstone' (source_adds=4; jobs='CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > SAME CLIP [XBD] [DE"
"UPDATE","slug","torque","Torque","torque","4","footbagmoves","4","stepping(+1) + osis(3) --> 4 ADDs (= miraging osis per pt11)","Clip >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","settled","torque (live DB; pt11 = Miraging Osis; branch family-anchor)","FB.org 4-ADD confirms 'Torque' (source_adds=4; jobs='CLIP > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]'; comp"
"UPDATE","slug","vortex","Vortex","vortex","4","footbagmoves","4","gyro(+1) + drifter(3) --> 4 ADDs","Clip >> (back) Spin (BOD) >> Same In (DEX) > Same Clip (XBD)(DEL)","settled","vortex (live DB; SCALE-9 pilot)","FB.org 4-ADD confirms 'Vortex' (source_adds=4; jobs='CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME CLIP [XBD] [DEL]'; "
"UPDATE","slug","whirling-swirl","Whirling Swirl","whirling-swirl","4","footbagmoves","4","whirling(+1) + swirl(3) --> 4 ADDs","","settled","whirling-swirl (live DB; SCALE-9 pilot)","FB.org 4-ADD confirms 'Whirling Swirl' (source_adds=4; jobs='CLIP > OP IN [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] "
"UPDATE","slug","witchdoctor","Witchdoctor","witchdoctor","5","footbagmoves","4","atomic(+2 rotational) + symposium(+1) + mirage(2) --> 5 ADDs (IFPA canonical)","Toe > Op Out (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL)","settled","witchdoctor (live DB; 5 ADD per R1 2026-05-20 ruling)","FB.org reads witchdoctor as 4-ADD (atomic non-rotational); IFPA R1 2026-05-20 ruled 5-ADD (atomic-rotational + symposium"
"UPDATE","slug","bigwalk","Bigwalk","bigwalk","5","footbagmoves","5","surging(+2) + butterfly(3) --> 5 ADDs (pt2)","","settled","bigwalk (live DB; SCALE-8 pilot; pt2 = Surging Butterfly = 5)","FB.org 5-ADD confirms 'Bigwalk' (source_adds=5; jobs='CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP OUT [DEX] > OP CLIP "
"UPDATE","slug","blurry-whirl","Blurry Whirl","blurry-whirl","5","footbagmoves","5","stepping(+1) + paradox(+1) + whirl(3) --> 5 ADDs (Red 2026-05-15)","","settled","blurry-whirl (live DB; Red 2026-05-15 = Stepping Paradox Whirl = 5)","FB.org 5-ADD confirms 'Blurry Whirl' (source_adds=5; jobs='CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL]'"
"UPDATE","slug","fog","Fog","fog","5","footbagmoves","5","stepping(+1) + paradox(+1) + DLO(3) --> 5 ADDs","Clip > Op In (DEX) >> Op In (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL)","settled","fog (live DB; SCALE-8 pilot; Stepping Paradox DLO)","FB.org 5-ADD confirms 'Fog' (source_adds=5; jobs='CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL]"
"UPDATE","slug","fusion","Fusion","fusion","5","footbagmoves","5","atomic(+1) + double-over-down(4) --> 5 ADDs","Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","settled","fusion (live DB; Atomic Double Over Down)","FB.org 5-ADD confirms 'Fusion' (source_adds=5; jobs='TOE > OP OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] "
"UPDATE","slug","grave-digger","Grave Digger","grave-digger","5","footbagmoves","5","stepping(+1) + torque(4) --> 5 ADDs","Clip > Op In (DEX) >> Same In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","settled","grave-digger (live DB; SCALE-8 pilot; Stepping Torque)","FB.org 5-ADD confirms 'Grave Digger' (source_adds=5; jobs='CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > (back) SPIN [BOD"
"UPDATE","slug","jani-walker","Jani Walker","jani-walker","5","fborg","5","barraging(+2 two-dex) + butterfly(3) --> 5 ADDs","CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]","settled","jani-walker (live DB; §3.2 stated-ADD-without-stated-structure trio)",""
"UPDATE","slug","paradox-blender","Paradox Blender","paradox-blender","5","fborg","5","paradox(+1) + blender(4) --> 5 ADDs","CLIP > SAME IN [PDX] [DEX] > (BACK) SPIN [BOD] > SAME CLIP [XBD] [DEL]","settled","",""
"UPDATE","slug","paradox-torque","Paradox Torque","paradox-torque","5","fborg","5","paradox(+1) + torque(4) --> 5 ADDs","CLIP > SAME IN [PDX] [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL]","settled","paradox-torque (live DB)",""
"UPDATE","slug","plasma","Plasma","plasma","5","footbagmoves","5","quantum(+1) + double-over-down(4) --> 5 ADDs","Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","settled","plasma (live DB; SCALE-9 pilot; Quantum Double Over Down)","FB.org 5-ADD confirms 'Plasma' (source_adds=5; jobs='TOE > OP IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] ["
"UPDATE","norm-name/alias","ps-whirl","PS Whirl","paradox-symposium-whirl","5","footbagmoves","5","paradox(+1) + symposium(+1) + whirl(3) --> 5 ADDs","","settled","paradox-symposium-whirl (live DB; FIRST_CLASS_TIER_2)","FB.org 5-ADD confirms 'PS Whirl' (source_adds=5; jobs='CLIP (plant) > (no plant while) SAME IN [BOD] [PDX] [DEX] > OP CL"
"UPDATE","slug","superfly","Superfly","superfly","5","footbagmoves","5","symposium(+1) + barfly(4) --> 5 ADDs","Clip >> (no plant while) Same Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","settled","superfly (live DB; SCALE-9 pilot; Symposium Barfly)","FB.org 5-ADD confirms 'Superfly' (source_adds=5; jobs='CLIP (plant) > (no plant while) SAME OUT [BOD] [DEX] > SAME OUT ["
"UPDATE","slug","surge","Surge","surge","5","footbagmoves","5","surging(+2) + paradox(+1) + mirage(2) --> 5 ADDs","Clip > (back) Spin (BOD) > Same In (DEX) >> Op In (DEX)(PDX) > Op Toe (DEL)","settled","surge (live DB; SCALE-8 pilot flagship; Surging Paradox Mirage)","FB.org 5-ADD confirms 'Surge' (source_adds=5; jobs='CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP IN [PDX] [DEX] > OP TO"
"UPDATE","slug","blurry-torque","Blurry Torque","blurry-torque","6","fborg","6","stepping(+1) + paradox(+1) + torque(4) --> 6 ADDs (Red 2026-05-15)","CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]","settled","blurry-torque (live DB; Red 2026-05-15 = Stepping Paradox Torque = 6)",""
"UPDATE","slug","food-processor","Food Processor","food-processor","6","footbagmoves","6","stepping(+1) + paradox(+1) + blender(4) --> 6 ADDs (Red 2026-05-15)","Clip > Op In (DEX) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","settled","food-processor (live DB; Red 2026-05-15 = Stepping Paradox Blender = 6)","FB.org 6-ADD confirms 'Food Processor' (source_adds=6; jobs='CLIP > OP IN [DEX] > OP IN [DEX] [BOD] > (BACK) SPIN [BOD] "
"UPDATE","slug","fury","Fury","fury","5","footbagmoves","6","furious(+2 rotational) + paradox(+1) + mirage(2) --> 5 ADDs (IFPA pt6)","Clip > Op In (DEX) > Same In (DEX) >> Op In (DEX)(PDX)(XDEX) > Op Toe (DEL)","settled","fury (live DB; pt6 = furious+paradox+mirage = 5)","FM source has Fury at 6 ADD; FB.org + IFPA pt6 both at 5. | FB.org 5-ADD confirms 'Fury' (source_adds=5; jobs='CLIP > OP"
"UPDATE","norm-name/alias","marius","Marius","spinning-torque","5","footbagmoves","6","spinning(+1) + paradox(+1) + torque(4) --> 6 ADDs","Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","settled","marius (live DB; Spinning Paradox Torque)","FB.org 6-ADD confirms 'Marius' (source_adds=6; jobs='CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > (BACK) SPIN [BOD] > "
