event_id,event_name,year,event_type,location,start_date,end_date,city,region,country,host_club,status,validation_status,num_placements,source_types,data_source
2001_vancouver,Vancouver Open Footbag Tournament,2001,mixed,"Vancouver, British Columbia, Canada",2001-08-25,2001-08-26,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,completed,N/A,39,MIRROR,POST1997
2001_vienna,Vienna Footbag Festival,2001,freestyle,"Vienna, Austria",2001-08-19,2001-08-19,Vienna,,Austria,Footbag-Vienna,completed,N/A,5,MIRROR,POST1997
2001_westregion,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,2001,mixed,"Palo Alto, California, United States",2001-05-26,2001-05-28,Palo Alto,California,United States,Stanford University Footbag Club,completed,N/A,88,MIRROR,POST1997
2001_worlds_san_francisco_bay_area,WORLD FOOTBAG CHAMPIONSHIPS,2001,worlds,"San Francisco Bay Area, California, United States",2001-08-06,2001-08-12,San Francisco Bay Area,California,United States,,completed,N/A,178,MIRROR,POST1997
2002_queensland_challenge,1st Queensland Footbag Challenge,2002,freestyle,"Logan City, Queensland, Australia",2002-08-18,2002-08-18,Logan City,Queensland,Australia,,completed,N/A,5,MIRROR,POST1997
2002_eastregion,2002 East Coast Footbag Championships,2002,freestyle,"Laurel, Maryland, United States",2002-06-15,2002-06-16,Laurel,Maryland,United States,D.C. All-Stars,completed,N/A,23,MIRROR,POST1997
2002_texas_state,2002 Texas State Footbag Championships,2002,mixed,"Houston, Texas, United States",2002-10-19,2002-10-20,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,N/A,49,MIRROR,POST1997
2002_westregion,2002 WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,2002,mixed,"Palo Alto, California, United States",2002-05-25,2002-05-27,Palo Alto,California,United States,Stanford University Footbag Club,completed,N/A,75,MIRROR,POST1997
2002_worlds_san_francisco,23rd Annual WORLD FOOTBAG CHAMPIONSHIPS,2002,worlds,"San Francisco, California, United States",2002-08-05,2002-08-11,San Francisco,California,United States,Bay Area Footbag League,completed,N/A,78,MIRROR,POST1997
2002_footbagjam_frankfurt,3. Frankfurt Footbag Open,2002,mixed,"Frankfurt, Hesse, Germany",2002-08-24,2002-08-25,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,23,MIRROR,POST1997
2002_de_france_de,4e Open de France de Footbag,2002,mixed,"Montpellier, Occitanie, France",2002-11-09,2002-11-11,Montpellier,Occitanie,France,Icarus Footbag,completed,N/A,46,MIRROR,POST1997
2002_cinco_de_mayo,Cinco de Mayo Footbag Fest,2002,freestyle,"Augusta, Georgia, United States",2002-05-05,2002-05-05,Augusta,Georgia,United States,,completed,N/A,15,MIRROR,POST1997
2002_czech,Czech Footbag Championships,2002,freestyle,"Prague, Czech Republic",2002-08-31,2002-09-01,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,30,MIRROR,POST1997
2002_footjam_meets_3borderscup,FOOTJAM meets 3BORDERSCUP,2002,mixed,"Basel, Basel-Stadt, Switzerland",2002-06-01,2002-06-02,Basel,Basel-Stadt,Switzerland,Bootfägers Basel,completed,N/A,12,MIRROR,POST1997
2002_finnish,Finnish Footbag Championships 2002,2002,mixed,"Helsinki, Uusimaa, Finland",2002-09-28,2002-09-29,Helsinki,Uusimaa,Finland,Finnsta,completed,N/A,44,MIRROR,POST1997
2002_finnsta_city,Finnsta City Jam,2002,freestyle,"Helsinki, Uusimaa, Finland",2002-06-15,2002-06-16,Helsinki,Uusimaa,Finland,Finnsta,completed,N/A,15,MIRROR,POST1997
2002_hungarian,III. Hungarian Footbag Festival,2002,freestyle,"Kiskunfélegyháza, Bács-Kiskun, Hungary",2002-07-13,2002-07-13,Kiskunfélegyháza,Bács-Kiskun,Hungary,Sunshred Footbag Crew,completed,N/A,14,MIRROR,POST1997
2002_new_south_wales,New South Wales Footbag Championships,2002,freestyle,"Sydney, New South Wales, Australia",2002-12-07,2002-12-07,Sydney,New South Wales,Australia,,completed,N/A,8,MIRROR,POST1997
2002_pennstatetrios_o_f,PennStateTrio's O.F.F. 2,2002,freestyle,"State College, Pennsylvania, United States",2002-03-02,2002-03-03,State College,Pennsylvania,United States,,completed,N/A,12,MIRROR,POST1997
2002_quebec_city,Quebec City Footbag Net Championships 2002,2002,net,"Quebec City, Quebec, Canada",2002-07-12,2002-07-14,Quebec City,Quebec,Canada,,completed,N/A,36,MIRROR,POST1997
2002_s_l_o,S.L.O. Kickin's 1st annual footbag net tournament,2002,net,"Luis Obispo, California, United States",2002-06-22,2002-06-22,Luis Obispo,California,United States,,completed,N/A,10,MIRROR,POST1997
2002_shred_zero_summer,Shred Zero Summer Open 2002,2002,freestyle,"Calgary, Alberta, Canada",2002-07-05,2002-07-07,Calgary,Alberta,Canada,,completed,N/A,6,MIRROR,POST1997
2002_footbagjam_portersville,Tri-State Area Footbag Jam,2002,freestyle,"Portersville, Pennsylvania, United States",2002-05-18,2002-05-18,Portersville,Pennsylvania,United States,,completed,N/A,4,MIRROR,POST1997
2002_usopen_chicago,US Open Freestyle Championships,2002,freestyle,"Chicago, Illinois, United States",2002-12-27,2002-12-29,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,N/A,30,MIRROR,POST1997
2002_victorian,Victorian Footbag Championships,2002,freestyle,"Melbourne, Victoria, Australia",2002-10-05,2002-10-05,Melbourne,Victoria,Australia,,completed,N/A,14,MIRROR,POST1997
2003_kick_til_youre,"""Kick Til You're Sick"" Fall Freestyle Fest",2003,freestyle,"Newtown, Pennsylvania, United States",2003-10-17,2003-10-18,Newtown,Pennsylvania,United States,Philly Footworks,completed,N/A,9,MIRROR,POST1997
2003_midwest_exhibition,19th Annual Midwest Regional Championships and Exhibition,2003,freestyle,"Chicago, Illinois, United States",2003-12-27,2003-12-29,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,N/A,24,MIRROR,POST1997
2003_french,1st French Footbag Championships,2003,mixed,"Montpellier, Occitanie, France",2003-11-08,2003-11-11,Montpellier,Occitanie,France,Icarus Footbag,completed,N/A,50,MIRROR,POST1997
2003_canadian,2003 Canadian Open Footbag Championships,2003,mixed,"Vancouver, British Columbia, Canada",2003-07-19,2003-07-20,Vancouver,British Columbia,Canada,Canadian Footbag Alliance,completed,N/A,18,MIRROR,POST1997
2003_eastregion,2003 East Coast Championships - The BIG 2-0,2003,freestyle,"Laurel, Maryland, United States",2003-06-28,2003-06-29,Laurel,Maryland,United States,D.C. All-Stars,completed,N/A,75,MIRROR,POST1997
2003_montreal,2003 Montreal International Footbag Championships,2003,net,"Montreal, Quebec, Canada",2003-07-11,2003-07-13,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,12,MIRROR,POST1997
2003_shred_zero_summer,2003 Shred Zero Summer Open,2003,freestyle,"Calgary, Alberta, Canada",2003-06-28,2003-06-29,Calgary,Alberta,Canada,,completed,N/A,6,MIRROR,POST1997
2003_southeastern,2003 Southeastern Regional Championships,2003,freestyle,"Augusta, Georgia, United States",2003-04-26,2003-04-26,Augusta,Georgia,United States,,completed,N/A,17,MIRROR,POST1997
2003_footbagjam_ambridge,2003 Steel City Footbag Open,2003,freestyle,"Ambridge, Pennsylvania, United States",2003-05-16,2003-05-18,Ambridge,Pennsylvania,United States,,completed,N/A,8,MIRROR,POST1997
2003_worlds_prague,24th Annual WORLD FOOTBAG CHAMPIONSHIPS,2003,worlds,"Prague, Czech Republic",2003-07-28,2003-08-03,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,125,MIRROR,POST1997
2003_footbagjam_frankfurt,4. Frankfurt Footbag Open,2003,net,"Frankfurt, Hesse, Germany",2003-09-27,2003-09-28,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,20,MIRROR,POST1997
2003_eastregion_2,Australian East Coast Regionals,2003,freestyle,"Melbourne, Victoria, Australia",2003-09-27,2003-09-28,Melbourne,Victoria,Australia,,completed,N/A,17,MIRROR,POST1997
2003_colorado_shred_symposium,Colorado Shred Symposium 4,2003,freestyle,"Fort Collins, Colorado, United States",2003-03-01,2003-03-02,Fort Collins,Colorado,United States,,completed,N/A,34,MIRROR,POST1997
2003_footbagjam_copenhagen,Danish Footbag Open 03,2003,mixed,"Copenhagen, Capital Region, Denmark",2003-08-29,2003-08-31,Copenhagen,Capital Region,Denmark,FootbagDenmark,completed,N/A,30,MIRROR,POST1997
2003_eurochamp_frankfurt,European Footbag Championships 2003,2003,mixed,"Frankfurt, Hesse, Germany",2003-07-18,2003-07-20,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,72,MIRROR,POST1997
2003_finnish,Finnish Footbag Championships 2003,2003,mixed,"Turku, Southwest Finland, Finland",2003-09-19,2003-09-21,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,N/A,40,MIRROR,POST1997
2003_funtastik_summer,Funtastik Summer Classic Footbag Tournament,2003,mixed,"Harrisburg, Pennsylvania, United States",2003-08-30,2003-09-01,Harrisburg,Pennsylvania,United States,,completed,N/A,50,MIRROR,POST1997
2003_footbagjam_zeil_am_main,German Footbag Open 2003,2003,mixed,"Zeil am Main, Bavaria, Germany",2003-07-04,2003-07-05,Zeil am Main,Bavaria,Germany,FC Footstar Berlin e.V.,completed,N/A,32,MIRROR,POST1997
2003_lhivernal_windchill,"L'Hivernal, The Windchill",2003,net,"Montreal, Quebec, Canada",2003-03-15,2003-03-15,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,8,MIRROR,POST1997
2003_montreal_challenge,Montreal Footbag Challenge 2003,2003,freestyle,"Montreal, Quebec, Canada",2003-05-31,2003-05-31,Montreal,Quebec,Canada,,completed,N/A,12,MIRROR,POST1997
2003_rnh_contest,RNH Contest 2003,2003,mixed,"Paris, Île-de-France, France",2003-05-10,2003-05-11,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,23,MIRROR,POST1997
2003_seapa_nz,Seapa NZ Freestyle Footbag Championships,2003,freestyle,"Wellington, New Zealand",2003-02-21,2003-02-23,Wellington,,New Zealand,,completed,N/A,27,MIRROR,POST1997
2003_texas_state,Texas State Footbag Championships,2003,mixed,"Austin, Texas, United States",2003-10-18,2003-10-19,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,N/A,51,MIRROR,POST1997
2003_chilly_philly,The 3rd Annual Chilly Philly Freestyle Jam,2003,freestyle,"Philadelphia, Pennsylvania, United States",2003-01-04,2003-01-05,Philadelphia,Pennsylvania,United States,Philly Footworks,completed,N/A,13,MIRROR,POST1997
2003_turku,Turku Open,2003,freestyle,"Turku, Southwest Finland, Finland",2003-06-06,2003-06-07,Turku,Southwest Finland,Finland,Footcraft,completed,N/A,12,MIRROR,POST1997
2004_berlin_04,1. Footbag- Net- Jam Berlin 04,2004,net,"Berlin, Germany",2004-10-30,2004-10-31,Berlin,,Germany,FC Footstar Berlin e.V.,completed,N/A,8,MIRROR,POST1997
2004_worlds_montreal,25th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2004,worlds,"Montreal, Quebec, Canada",2004-07-26,2004-08-01,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,193,MIRROR,POST1997
2004_mecca,2nd Annual MECCA Footbag Cup,2004,freestyle,"Győr, Győr-Moson-Sopron, Hungary",2004-02-28,2004-02-29,Győr,Győr-Moson-Sopron,Hungary,Sunshred Footbag Crew,completed,N/A,12,MIRROR,POST1997
2004_footbagjam_piliscsaba,2nd Annual Piliscsaba Footbag Open,2004,freestyle,"Piliscsaba, Pest, Hungary",2004-11-06,2004-11-06,Piliscsaba,Pest,Hungary,Sunshred Footbag Crew,completed,N/A,9,MIRROR,POST1997
2004_umaine_hacky_sack,2nd Annual UMaine Hacky Sack Club Tournament,2004,freestyle,"Orono, Maine, United States",2004-10-16,2004-10-16,Orono,Maine,United States,,completed,N/A,39,MIRROR,POST1997
2004_seattle_juggling,3rd Annual Seattle Juggling and Footbag Festival,2004,freestyle,"Seattle, Washington, United States",2004-11-12,2004-11-14,Seattle,Washington,United States,Rain City Shred,completed,N/A,13,MIRROR,POST1997
2004_colorado_shred_symposium,5th Annual Colorado Shred Symposium,2004,freestyle,"Center Denver, Colorado, United States",2004-02-28,2004-02-29,Center Denver,Colorado,United States,,completed,N/A,52,MIRROR,POST1997
2004_de_france,5th Annual Open de France,2004,mixed,"Lyon, Auvergne-Rhône-Alpes, France",2004-01-24,2004-01-25,Lyon,Auvergne-Rhône-Alpes,France,,completed,N/A,22,MIRROR,POST1997
2004_de_france_de,6e Open de France de Footbag,2004,mixed,"Paris, Île-de-France, France",2004-11-11,2004-11-14,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,81,MIRROR,POST1997
2004_eurochamp_copenhagen,6th Annual IFPA European Footbag Championships,2004,mixed,"Copenhagen, Capital Region, Denmark",2004-07-15,2004-07-18,Copenhagen,Capital Region,Denmark,FootbagDenmark,completed,N/A,51,MIRROR,POST1997
2004_finnish_helsinki,8th Annual Footbag Finnish Open 2004,2004,mixed,"Helsinki, Uusimaa, Finland",2004-09-24,2004-09-25,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,N/A,48,MIRROR,POST1997
2004_aachen_indoor,Aachen Indoor Open 2004,2004,net,"Aachen, North Rhine-Westphalia, Germany",2004-02-07,2004-02-08,Aachen,North Rhine-Westphalia,Germany,TSK Aachen e.V.,completed,N/A,8,MIRROR,POST1997
2004_czech,Czech Championships 2004,2004,mixed,"Prague, Czech Republic",2004-09-04,2004-09-05,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,50,MIRROR,POST1997
2004_finnish_naantali,Finnish Singles Net Footbag Championships 2004,2004,net,"Naantali, Southwest Finland, Finland",2004-12-04,2004-12-05,Naantali,Southwest Finland,Finland,Footcraft,completed,N/A,14,MIRROR,POST1997
2004_footbagjam_frankfurt_2,Frankfurt Footbag Open 2004,2004,mixed,"Frankfurt, Hesse, Germany",2004-10-02,2004-10-03,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,15,MIRROR,POST1997
2004_funtastik_summer,Funtastik Summer Classic Footbag Tournament,2004,mixed,"Harrisburg, Pennsylvania, United States",2004-09-04,2004-09-06,Harrisburg,Pennsylvania,United States,,completed,N/A,44,MIRROR,POST1997
2004_footbagjam_frankfurt,German Footbag Open 2004,2004,mixed,"Frankfurt, Hesse, Germany",2004-06-10,2004-06-12,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,29,MIRROR,POST1997
2004_jfk,JFK Net Battle,2004,net,"Jyväskylä, Central Finland, Finland",2004-05-16,2004-05-16,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,10,MIRROR,POST1997
2004_montpellier_sunny,Montpellier Sunny Jam Open,2004,net,"Montpellier, Occitanie, France",2004-09-04,2004-09-05,Montpellier,Occitanie,France,Icarus Footbag,completed,N/A,17,MIRROR,POST1997
2004_rnh_contest,RNH Contest 2004,2004,mixed,"Paris, Île-de-France, France",2004-04-24,2004-04-25,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,39,MIRROR,POST1997
2004_russian_1,Russian Open Footbag Series/ Stage 1,2004,freestyle,"Saint Petersburg, Russia",2004-03-19,2004-03-21,Saint Petersburg,,Russia,,completed,N/A,7,MIRROR,POST1997
2004_russian_2,Russian Open Footbag Series/ Stage 2,2004,mixed,"Moscow, Russia",2004-05-08,2004-05-08,Moscow,,Russia,FOOTFORCE Moscow,completed,N/A,10,MIRROR,POST1997
2004_russian_4,Russian Open Footbag Series/ Stage 4,2004,mixed,"Moscow, Russia",2004-08-27,2004-08-29,Moscow,,Russia,FOOTFORCE Moscow,completed,N/A,8,MIRROR,POST1997
2004_russian_5_brooks,"Russian Open Footbag Series/ Stage 5, Brooks Cup",2004,mixed,"Moscow, Russia",2004-09-11,2004-09-11,Moscow,,Russia,FOOTFORCE Moscow,completed,N/A,6,MIRROR,POST1997
2004_souf_southeastern,SOUF 2004 Southeastern Regional Footbag Championships,2004,freestyle,"Atlanta, Georgia, United States",2004-05-08,2004-05-08,Atlanta,Georgia,United States,,completed,N/A,9,MIRROR,POST1997
2004_space_city,Space City Freestyle Jam 2004,2004,freestyle,"Houston, Texas, United States",2004-05-01,2004-05-02,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,N/A,15,MIRROR,POST1997
2004_swiat_zoski,Swiat Zoski,2004,mixed,"Wrocław, Lower Silesian, Poland",2004-03-05,2004-03-06,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,12,MIRROR,POST1997
2004_todexon_5,TODEXON 5,2004,freestyle,"Prague, Czech Republic",2004-03-20,2004-03-20,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,16,MIRROR,POST1997
2004_windchill_lhivernal_de,The Windchill -- L'Hivernal de Footbag 2004,2004,net,"Montreal, Quebec, Canada",2004-03-13,2004-03-13,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,12,MIRROR,POST1997
2004_turku,Turku Open 2004,2004,net,"Turku, Southwest Finland, Finland",2004-06-11,2004-06-12,Turku,Southwest Finland,Finland,Footcraft,completed,N/A,11,MIRROR,POST1997
2004_zocha,Zocha Jam 2004,2004,mixed,"Wrocław, Lower Silesian, Poland",2004-10-22,2004-10-23,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,54,MIRROR,POST1997
2005_usopen_portland,2005 IFPA U.S. OPEN FOOTBAG NET CHAMPIONSHIPS,2005,net,"Portland, Oregon, United States",2005-06-18,2005-06-19,Portland,Oregon,United States,NPR,completed,N/A,6,MIRROR,POST1997
2005_worlds_helsinki,26th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2005,worlds,"Helsinki, Uusimaa, Finland",2005-07-23,2005-07-30,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,N/A,181,MIRROR,POST1997
2005_championnat_de_france,2e Championnat de France de Footbag,2005,mixed,"Lyon, Auvergne-Rhône-Alpes, France",2005-03-26,2005-03-28,Lyon,Auvergne-Rhône-Alpes,France,,completed,N/A,43,MIRROR,POST1997
2005_footbagjam_gyor,3rd Annual Sunshred Footbag Open (LIVE),2005,freestyle,"Győr, Győr-Moson-Sopron, Hungary",2005-02-26,2005-02-26,Győr,Győr-Moson-Sopron,Hungary,Sunshred Footbag Crew,completed,N/A,13,MIRROR,POST1997
2005_years_frankfurt_e,5 years Frankfurt Footbag e.V.,2005,mixed,"Frankfurt, Hesse, Germany",2005-02-26,2005-02-26,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,9,MIRROR,POST1997
2005_turku,6th Annual IFPA Turku Open,2005,net,"Turku, Southwest Finland, Finland",2005-06-18,2005-06-18,Turku,Southwest Finland,Finland,Footcraft,completed,N/A,10,MIRROR,POST1997
2005_footbagjam_frankfurt,6th Frankfurt Footbag Open,2005,mixed,"Frankfurt, Hesse, Germany",2005-08-13,2005-08-14,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,22,MIRROR,POST1997
2005_de_france_de,7e Open de France de Footbag,2005,mixed,"Paris, Île-de-France, France",2005-11-11,2005-11-13,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,107,MIRROR,POST1997
2005_eurochamp_wrocaw,7th Annual IFPA European Footbag Championships,2005,freestyle,"Wrocław, Lower Silesian, Poland",2005-07-14,2005-07-17,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,30,MIRROR,POST1997
2005_czech,Czech Footbag Championships,2005,freestyle,"Prague, Czech Republic",2005-08-26,2005-08-28,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,20,MIRROR,POST1997
2005_fc_footstars_anniversary,FC Footstar's 7th Anniversary,2005,net,"Berlin, Germany",2005-01-15,2005-01-16,Berlin,,Germany,FC Footstar Berlin e.V.,completed,N/A,4,MIRROR,POST1997
2005_finnish,Finnish Footbag Championships 2005,2005,mixed,"Kuopio, North Savo, Finland",2005-12-02,2005-12-04,Kuopio,North Savo,Finland,Jyväskylän Footbag-klubi,completed,N/A,42,MIRROR,POST1997
2005_fiesta,Footbag Fiesta,2005,freestyle,"Szczecin, West Pomeranian, Poland",2005-01-28,2005-01-29,Szczecin,West Pomeranian,Poland,ToMiStyKa Footbag Club,completed,N/A,40,MIRROR,POST1997
2005_funtastik_summer,Funtastik Summer Classic,2005,mixed,"Harrisburg, Pennsylvania, United States",2005-09-03,2005-09-05,Harrisburg,Pennsylvania,United States,,completed,N/A,47,MIRROR,POST1997
2005_greater_rochester_area,Greater Rochester Area Shred Symposium and RIT Juggle-IN,2005,freestyle,"Rochester, New York, United States",2005-05-06,2005-05-08,Rochester,New York,United States,The Rochester Footbag Association,completed,N/A,12,MIRROR,POST1997
2005_sun_city_spike,IFPA Sun City Spike,2005,net,"Turku, Southwest Finland, Finland",2005-09-10,2005-09-11,Turku,Southwest Finland,Finland,Footcraft,completed,N/A,15,MIRROR,POST1997
2005_footbagjam_zurich,IFPA Swiss Footbag Open 2005: FootJam05,2005,mixed,"Zurich, Switzerland",2005-05-14,2005-05-16,Zurich,,Switzerland,Sole Rebels Zürich,completed,N/A,34,MIRROR,POST1997
2005_polish,Polish Footbag Championships 2005,2005,mixed,"Szczecin, West Pomeranian, Poland",2005-10-14,2005-10-15,Szczecin,West Pomeranian,Poland,ToMiStyKa Footbag Club,completed,N/A,39,MIRROR,POST1997
2005_rnh_contest,RNH Contest 2005,2005,mixed,"Paris, Île-de-France, France",2005-02-26,2005-02-27,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,42,MIRROR,POST1997
2005_shercle_session_2,Shercle Session #2,2005,freestyle,"Tallinn, Harju County, Estonia",2005-04-16,2005-04-16,Tallinn,Harju County,Estonia,Tallinn Footbag Club,completed,N/A,8,MIRROR,POST1997
2005_swiss,Swiss Championships 2005,2005,mixed,"Fribourg, Switzerland",2005-04-09,2005-04-10,Fribourg,,Switzerland,,completed,N/A,22,MIRROR,POST1997
2005_tennessee,Tennessee Net Championships,2005,net,"Murfreesboro, Tennessee, United States",2005-09-03,2005-09-04,Murfreesboro,Tennessee,United States,Nashville Kicks,completed,N/A,14,MIRROR,POST1997
2005_montreal,The 2005 Montreal International Footbag Championships,2005,net,"Montreal, Quebec, Canada",2005-07-08,2005-07-10,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,28,MIRROR,POST1997
2005_green_chaos,The Green Cup Presented by Chaos,2005,net,"Oakland, California, United States",2005-05-28,2005-05-30,Oakland,California,United States,Chaos Footbag Club,completed,N/A,19,MIRROR,POST1997
2005_hackrifice,The Hackrifice Open 2005,2005,freestyle,"Winnipeg, Manitoba, Canada",2005-09-03,2005-09-04,Winnipeg,Manitoba,Canada,Hackrifice,completed,N/A,21,MIRROR,POST1997
2005_windchill,The Windchill Footbag net tournament,2005,net,"Montreal, Quebec, Canada",2005-03-05,2005-03-05,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,7,MIRROR,POST1997
2005_zocha,Zocha Jam 2005,2005,mixed,"Wrocław, Lower Silesian, Poland",2005-11-26,2005-11-27,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,56,MIRROR,POST1997
2006_kc_memorial,"""KC"" Memorial Footbag Tournament",2006,net,"Memphis, Tennessee, United States",2006-09-09,2006-09-09,Memphis,Tennessee,United States,Memphis Footworks,completed,N/A,9,MIRROR,POST1997
2006_australian,2006 Australian Footbag Championships,2006,freestyle,"Melbourne, Victoria, Australia",2006-01-13,2006-01-15,Melbourne,Victoria,Australia,,completed,N/A,9,MIRROR,POST1997
2006_green_chaos,2006 Green Cup Presented by Chaos,2006,net,"Oakland, California, United States",2006-05-27,2006-05-29,Oakland,California,United States,Chaos Footbag Club,completed,N/A,20,MIRROR,POST1997
2006_jersey_spike_shred,2006 Jersey Spike & Shred,2006,mixed,"Somerville, New Jersey, United States",2006-05-27,2006-05-29,Somerville,New Jersey,United States,Ministry of Silly Walks,completed,N/A,44,MIRROR,POST1997
2006_southeast,2006 Southeast Regionals,2006,mixed,"Murfreesboro, Tennessee, United States",2006-10-14,2006-10-15,Murfreesboro,Tennessee,United States,Nashville Kicks,completed,N/A,15,MIRROR,POST1997
2006_steel_city_shred,2006 Steel City Shred Off,2006,freestyle,"Pittsburgh, Pennsylvania, United States",2006-06-24,2006-06-25,Pittsburgh,Pennsylvania,United States,Steel City Freestyle,completed,N/A,18,MIRROR,POST1997
2006_worlds_frankfurt,27th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2006,worlds,"Frankfurt, Hesse, Germany",2006-07-16,2006-07-22,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,191,MIRROR,POST1997
2006_jfk,3rd Annual JFK Net Battle,2006,net,"Jyväskylä, Central Finland, Finland",2006-05-19,2006-05-20,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,26,MIRROR,POST1997
2006_colorado_shred_symposium,7th Annual Colorado Shred Symposium,2006,freestyle,"Denver, Colorado, United States",2006-02-24,2006-02-26,Denver,Colorado,United States,,completed,N/A,25,MIRROR,POST1997
2006_turku,7th Annual Turku Open,2006,net,"Turku, Southwest Finland, Finland",2006-07-01,2006-07-02,Turku,Southwest Finland,Finland,Footcraft,completed,N/A,17,MIRROR,POST1997
2006_de_france_de,8e OPEN de France de Footbag,2006,mixed,"Paris, Île-de-France, France",2006-11-10,2006-11-12,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,138,MIRROR,POST1997
2006_eurochamp_lausanne,8th Annual IFPA European Footbag Championships,2006,mixed,"Lausanne, Vaud, Switzerland",2006-06-02,2006-06-04,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,N/A,90,MIRROR,POST1997
2006_championnats_de_france,Championnats de France 2006,2006,mixed,"Carnon-Plage, Occitanie, France",2006-07-01,2006-07-02,Carnon-Plage,Occitanie,France,Icarus Footbag,completed,N/A,36,MIRROR,POST1997
2006_commalamaison_contest_3,CommALaMaison Contest 3,2006,net,"Paris, Île-de-France, France",2006-10-21,2006-10-22,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,5,MIRROR,POST1997
2006_commalamaison_contest_2,Commalamaison Contest 2,2006,net,"Paris, Île-de-France, France",2006-03-25,2006-03-25,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,16,MIRROR,POST1997
2006_footbagjam,Cornell Footbag Jam,2006,freestyle,"Ithaca, New York, United States",2006-11-10,2006-11-12,Ithaca,New York,United States,,completed,N/A,6,MIRROR,POST1997
2006_czech,Czech Footbag Championships,2006,mixed,"Litoměřice, Ústí nad Labem, Czech Republic",2006-08-26,2006-08-27,Litoměřice,Ústí nad Labem,Czech Republic,Footbag Litomerice,completed,N/A,20,MIRROR,POST1997
2006_danish,Danish Footbag Championships 2006,2006,freestyle,"Copenhagen, Capital Region, Denmark",2006-09-30,2006-10-01,Copenhagen,Capital Region,Denmark,FootbagDenmark,completed,N/A,26,MIRROR,POST1997
2006_eastregion,East Coast Footbag Championships 2006,2006,mixed,"College Park, Maryland, United States",2006-06-10,2006-06-11,College Park,Maryland,United States,D.C. All-Stars,completed,N/A,11,MIRROR,POST1997
2006_finnish,Finnish Footbag Championships 2006,2006,freestyle,"Naantali, Southwest Finland, Finland",2006-12-08,2006-12-10,Naantali,Southwest Finland,Finland,Footcraft,completed,N/A,57,MIRROR,POST1997
